review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
es_barceloneta_6_Antonio_2015-08-19,id_3,"<> Excellent, clear and concise starter and main course suggestions.",Suggestions positive,56-67,"<+>Sugerencias de entrantes y platos principales excelentes, claras y concisas.",Sugerencias positive
es_barceloneta_0_Jesus_2015-09-07,id_0,"<-> Although the products are of quality, the price is high",products positive <sep> products negative,17-25 <sep> 17-25,<->Aunque los productos sean de calidad el precio es elevado,productos positive <sep> productos negative
es_l_olive_93_Pilar_2006-09-04,id_0,"Very good treatment by all the staff (correct, polite and professional), very good food and a relaxed atmosphere in the dining room.",treatment positive,10-19,"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",trato positive <sep> comida positive <sep> ambiente positive
es_l_olive_73_Jaime_2008-06-24,id_0,"I loved the vedella fillet with foie, overall I give it a score of 9.",vedella fillet with foie positive,12-36,"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",filete de vedella al foie positive
es_cullera_de_boix_109_Alex_2009-01-03,id_1,We made a group menu and it was super scarce with a portion of fish that was funny to see.,group menu negative,10-20,Hicimos un menú de grupo y resultó superescaso con una ración de pescado que daba risa verla.,menú de grupo negative <sep> ración de pescado negative
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,id_5,A pity that the weather did not accompany you to enjoy your pleasant terrace overlooking the sea,Terrace positive,69-76,Lástima que el tiempo no acompaño para disfrutar de su agradable terraza con vistas al mar,terraza positive
es_cullera_de_boix_16_J,id_0,"We presented ourselves with the intention of choosing à la carte dishes, but they presented us with a very correct menu at a reasonable price, so that was our selection.",menu positive,115-119,"Nos presentamos con la intención de elegir platos a la carta, pero nos presentaron un menú muy correcto y a precio ajustado, por lo que ésa fue nuestra selección.",menú positive
es_barceloneta_31_RamonCanoProus_2013-09-06,id_0,I requested in the terrace reservation and I think I was at one of the best tables with a terrace.,tables positive,76-82,Solicité en la reserva terraza y creo que estuve en una de las mejores mesas con terraza.,mesas positive
es_cafe-meccano-gastrobar-zaragoza_comment-4825,id_0,Very good restaurant.,restaurant positive,10-20,Muy buen restaurante.,restaurante positive
es_colette-zaragoza_comment-1142,id_6,Very original presentation and very successful combination. The seconds were a bit more traditional:,presentation positive <sep> combination positive,14-26 <sep> 47-58,Muy original presentación y muy lograda la combinación.Los segundos fueron un poco más tradicionales:,presentación positive <sep> combinación positive
es_bodega-de-chema-la-zaragoza_comment-4331,id_0,"My husband and I ate at the restaurant last Saturday, the truffle and kid themed menu, it is great, balanced, good maybe too much, but we eat good food and we appreciate the good.",kid positive,70-73,"Comimos mi marido y yo en el restaurante el sábado pasado, el menú temático de la trufa y el cabrito, es estupendo, equilibrado, bueno quizas demasiado, pero nosotros somos de buen comer y sabemos apreciar lo bueno.",menú temático de la trufa positive <sep> cabrito positive
es_salamanca_13_CarmenCapdevila_2015-01-02,id_2,The restaurant's excuse has been that on January 1 there is always a lot of work.,restaurant negative,4-14,La excusa del restaurante ha sido que el dia 1 de enero siempre hay mucho trabajo.,restaurante negative
es_cafe_casa_lletres_40_CarmenTorres_2011-08-16,id_0,They advised us on the tasting menu and it was very successful.,tasting menu positive,23-35,Nos aconsejaron el menú degustacion y fue muy acertado.,menú degustacion positive
es_ratatouille-zaragoza_comment-4799,id_3,"The apple pie, hmmm.",Apple pie positive,4-13,"La Tarta de manzana, hummmm.",Tarta de manzana positive
es_comer-balneario-paracuellos-jiloca_comment-4823,id_3,"They are not bombastic dishes (several people have already told me that the food in Alhama de Aragón is better), but they are allowed to eat and they were good.",dishes neutral,23-29,"No son platos rimbombantes (ya varias personas me han dicho que es mejor la comida de Alhama de Aragón), pero se dejan comer y estaban bien.",platos neutral
es_luis-candelas-zaragoza_comment-4563,id_0,"The attention has been good, the food acceptable, but my complaint is with the reservation, online, if I had not presented myself personally, I would have been disappointed.",attention positive <sep> reservation negative,4-13 <sep> 79-90,"La atención ha sido buena, la comida aceptable, pero mi queja es con la reserva, por internet, sino me hubiera presentado personalmente hubiera tenido un chasco.",atención positive <sep> comida positive <sep> reserva negative
es_maur_muntaner_20_FranciscoCarlosAgathonBonilla_2013-03-30,id_1,Grilled artichokes only one half per person.,Grilled artichokes negative,0-18,Alcachofas brasa solo una mitad por persona.,Alcachofas brasa negative
es_l_olive_61_Victor_2009-08-22,id_0,"The food is good or very good I would say, the price is expensive but normal in this area of ​​Barcelona, ​​now the service is very improvable, especially if the waiter does not touch you in the rush who wants you to leave as soon as possible.",waiter negative,162-168,"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",comida positive <sep> comida negative <sep> camarero negative
es_casa-pelentos-sandinies-comer-en-formigal_comment-3818,id_0,"Hello, I want to leave my opinion on this restaurant in the only visit I have made, I fully agree with Mr. Aranda that the quantity is quite low in some dishes in relation to their price.",dishes negative,153-159,"Hola , quiero dejar mi opinión sobre este restaurante en la única visita que he hecho , coincido plenamente con el Sr. Aranda en que la cantidad es bastante escasa en algunos platos en relación con su precio .",platos negative
es_salamanca_22_JaraAlmirall_2014-08-21,id_0,"One of the best paellas I've ever had, and the service was impeccable.",paellas positive <sep> service positive,16-23 <sep> 47-54,"De las mejores paellas que he probado, y el servicio impecable.",paellas positive <sep> servicio positive
es_maur_muntaner_18_GeraldPalomarGracia_2013-05-08,id_1,"good atmosphere, food, attention and price !!",attention positive <sep> price positive,23-32 <sep> 37-42,"buen ambiente , comida , atención y precio !!",ambiente positive <sep> comida positive <sep> atención positive <sep> precio positive
es_puerto-de-santa-maria-zaragoza_comment-3144,id_1,"I tasted the Andalusian tomato, some fried sea nettles, a sea bream on the back and a supposed homemade dessert (but not), a typical pre-made and thawed cake.",dessert negative,104-111,"Degusté el tomate a la andaluza, unas ortigillas de mar fritas, un besugo a la espalda y un postre se supone casero (pero no), típica tarta prefabricada y descongelada.",postre negative
es_wok-aragonia-dinasty-zaragoza_comment-4800,id_0,"Well frankly, it is a site that is not worth it.",site negative,22-26,"Pues francamente, es un sitio que no vale la pena.",sitio negative
es_balmes_rossello_80_FranGarciaCastro_2013-02-05,id_0,We were 2 people to take the calçotada menu and the truth is that the service was good and the food too.,service positive,70-77,Fuimos 2 personas a tomar el menú de calçotada y la verdad es que el servicio fue bueno y la comida también.,servicio positive <sep> comida positive
es_maur_muntaner_37_Anna_2011-11-29,id_1,Nor have I ever tasted such good wood-fired pizzas.,pizzas positive,44-50,Tampoco he probado nunca unas pizzas al horno de leña tan buenas.,pizzas positive
es_la-scala-zaragoza_comment-3544,id_1,"We were very comfortable and had a very good dinner, the seasonal menu, with some menu items that were later adjusted as a menu.",seasonal menu positive,57-70,"Estuvimos muy agusto y cenamos muy bien, el menu de temporada, con algun plato de carta que luego nos ajustaron como de menu.",menu de temporada positive
es_balmes_rossello_13_DaraGonzalezBonilla_2015-02-22,id_1,Attentive and fast service.,Service positive,19-26,Servicio atento y rápido.,Servicio positive
es_colette-zaragoza_comment-257,id_0,"It is a unique restaurant in Zaragoza, it is small, comfortable and very private, the decoration is perfect since it makes it very cozy, the service is normal, but the food is very special and of very good quality.",decor positive <sep> service neutral,86-91 <sep> 141-148,"es un restaurate unico en zaragoza, es pequeño, comodo y muy privado, la decoracion es perfecta ya que lo hace muy acojedor, el servicio es normal, pero la comida es muy especial y de muy buena calidad.",restaurate positive <sep> decoracion positive <sep> servicio neutral <sep> comida positive
es_luis-candelas-zaragoza_comment-4668,id_0,"Write your comment here: Very good restaurant in relation to quality / price and quantity, unsurpassed tripe, very attentive and pleasant staff.",restaurant positive,35-45,"Escriba aquí su comentario:Muy buen restaurante en relación calidad/precio y cantidad, los callos insuperables, personal muy atento y agradable.",restaurante positive <sep> callos positive <sep> personal positive
es_cullera_de_boix_36_AngelsRodaFernandez_2013-07-13,id_0,"Excellent cuisine, all the dishes we order are exquisite",dishes positive,27-33,"Cocina excelente,todos los platos que pedimos estan exquisutos",Cocina positive <sep> platos positive
es_maur_muntaner_7_Ana_2015-02-08,id_4,Also the speed of service.,service positive,18-25,También la rapidez en el servicio.,servicio positive
es_matilde-la-zaragoza_comment-4450,id_0,A very good service and a great selection and preparation of the dishes.,dishes positive,65-71,Una muy buena atención y una estupenda selección y preparación en los platos.,atención positive <sep> platos positive
es_la-scala-zaragoza_comment-1206,id_2,"Tempura, a tremendously vulgar dish in terms of presentation and quality.",tempura negative,0-7,"La tempura, un plato treméndamente vulgar en cuanto a su presentación y la calidad.",tempura negative
es_colette-zaragoza_comment-3062,id_5,"If there had been a good dish in the second year, I wouldn't say 'mu', but no.",second negative,37-43,"Si de segundo hubiese habido un buen plato no digo ni ‘mu’, pero no.",segundo negative
es_barceloneta_13_AntonioSerranoPueyo_2014-11-21,id_8,"The natural light that enters through the glass window of the terrace, added to the cozy decoration, gives a feeling of well-being difficult to achieve in other places.",natural light positive <sep> decor positive,4-17 <sep> 89-94,"La luz natural que entra por la vidriera de la terraza, añadida a la decoración tan acogedora da una sensación de bienestar difícil de conseguir en otros lugares.",luz natural positive <sep> decoración positive
es_cullera_de_boix_100_BlancIBlau_2010-11-15,id_0,"Friendly and correct service, the kitchen a little slow, maybe there was a big occupation.",Service positive,21-28,"Servicio amable y correcto, algo lento la cocina, tal vez habia una gran ocupación.",Servicio positive <sep> cocina negative
es_9reinas_54_MartaColomer_2011-11-24,id_0,The restaurants ate very well and also a charming and efficient service.,restaurants positive <sep> service positive,4-15 <sep> 64-71,El restaurants comimos muy bien y ademas un servicio encantador y eficiente.,restaurants positive <sep> servicio positive
es_cafe_kafka_4_NuriaMestresValera_2015-02-24,id_0,Warm and friendly atmosphere.,Atmosphere positive,18-28,Ambiente cálido y agradable.,Ambiente positive
es_l_olive_72_Lolive_2008-07-08,id_0,They have repeated it in several opinions: the noise is insufferable !!,noise negative,47-52,Lo han repetido en varias opiniones: el ruido es insufrible!!,ruido negative
es_maur_muntaner_7_Ana_2015-02-08,id_2,"As well as the romesco, which was a bit ""boat"".",romesco negative,15-22,"Así como el romesco, que era un poco ""de bote"".",romesco negative
es_bal-donsera-zaragoza_comment-1413,id_13,"The well-knit hake, although a bit bland, gave way to what was the surprise of the day for me, a piece of ribeye that was exquisite in flavor and just cooked, which left me wanting more. ",hake neutral <sep> ribeye positive,14-18 <sep> 106-112,"La merluza bien de punto, aunque un poco sosa, dio paso a lo que para mí fue la sorpresa del día, un trocito de chuletón exquisito de sabor y en su justo punto de cocción que me dejó con ganas de más.Los postres aprobado justito, el primero alrededor del vino tinto, con un sorbete para mí demasiado dominado por la canela y con una espuma de vino de nuevo demasiado consistente.",merluza neutral <sep> chuletón positive <sep> postres negative <sep> sorbete negative <sep> espuma de vino negative
es_9reinas_14_AngelEspanolPuig_2014-06-26,id_2,"The meats are good, but like many others.",meats neutral,4-9,"Las carnes bien, pero como muchas otras.",carnes neutral
es_salamanca_30_FlorianFernandez_2014-04-21,id_1,Good service and meal.,service positive <sep> meal positive,5-12 <sep> 17-21,Buen servicio y buena comida.,servicio positive <sep> comida positive
es_la-scala-zaragoza_comment-1138,id_0,"Hello, I have been to this restaurant twice and we liked it a lot.",restaurant positive,27-37,"Hola,yo he estado en este restaurante dos veces y nos gusto bastante.",restaurante positive
es_la-scala-zaragoza_comment-717,id_5,The tempura apart from not being especially good.,tempura negative,4-11,La tempura aparte de no estar especialmente buena.,tempura negative
es_barceloneta_144_Sergio_2006-10-30,id_1,"The service, more than correct.",service positive,4-11,"El servicio, mas que correcto.",servicio positive
es_bal-donsera-zaragoza_comment-3237,id_19,"-THE WINE LIST: Unfortunately I don't consider myself an expert, but given the small size of the place, it seems like a very successful menu.",WINE LIST positive,5-14,"-LA CARTA DE VINOS: Desgraciadamente no me considero un experto  pero dado las dimensiones tan reducidas del local, me parece una carta muy acertada.",CARTA DE VINOS positive
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,id_5,A safe value.,A safe value positive,0-12,Un valor seguro.,Un valor seguro positive
es_cullera_de_boix_109_Alex_2009-01-03,id_3,The sirloin must have been from a great-grandfather because it was awful.,sirloin negative,4-11,El solomilloo debia ser de bisabuelo porque estaba malisimo.,solomilloo negative
es_luis-candelas-zaragoza_comment-4272,id_0,Dinner was very good.,Dinner positive,0-6,La cena estuvo muy bien.,cena positive
es_l_olive_0_AntonioSerranoPueyo_2015-06-01,id_9,He is always excellent in his food and perfect in his service.,service positive,54-61,Siempre es excelso en su comida y perfecto en su servicio.,comida positive <sep> servicio positive
es_l_olive_45_LuciaGomezValenzuela_2010-09-18,id_3,It should always be a reference site.,site positive,32-36,Debe ser un sitio de referencia siempre.,sitio positive
es_matilde-la-zaragoza_comment-1564,id_10,"And not only is it the great variety of table wines (red, white or cava), but it also has an even wider variety of other types of wines (olorosos, amontillados, PX, ports, ...) without forgetting cognac and other liqueurs. ",wines positive,46-51,"Y no solo es la gran variedad de vinos de mesa ( tinto, blanco o cava ) si no que tiene una aun mas amplia variedad de vinos de otros tipos  ( olorosos , amontillados, PX , oportos, …) sin olvidar los coñac y otros licores incluyendo su carta de puros.",vinos positive
es_matilde-la-zaragoza_comment-1564,id_8,"The desserts were once again a tasting of different types of desserts that also had a very high level, consistent with the rest of the dinner.",desserts positive,4-12,"Los postres volvieron a ser una degustacion de diferentes tipos de postres que también tenían el nivel muy alto, acorde con el resto de la cena.",postres positive
es_cafe_kafka_55_Hernandez_2011-08-26,id_1,"Good atmosphere, very good service and very good food.",service positive,27-34,"Buen ambiente, muy buen servicio y muy buena comida.",ambiente positive <sep> servicio positive <sep> comida positive
es_cullera_de_boix_10_EsteveVidalSelga_2015-01-05,id_0,Very good food and very good treatment.,treatment positive,29-38,La comida muy buena y muy buen trato.,comida positive <sep> trato positive
es_la-scala-zaragoza_comment-3762,id_2,"Both the dessert and the wine were the advice of the maitre d ', and the truth is that they were very successful.",maitre d positive <sep> dessert positive,53-61 <sep> 9-16,"Tanto el postre como el vino, fueron consejo del maitre, y la verdad que muy acertados.",maitre positive <sep> postre positive <sep> vino positive
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,id_1,Attentive service.,Service positive,10-17,Servicio atento.,Servicio positive
es_balmes_rossello_16_AlbertAlonso_2015-02-17,id_0,"Food - 6.5 (the main dish, calsots, were difficult to peel because the root was not cut and its quality was not very good.",calsots negative,27-34,"Comida - 6.5 ( el plato principal, los calsots, costaban de pelar debido a que la raíz no estaba cortada y su calidad no era muy buena.",Comida positive <sep> calsots negative
es_barceloneta_117_Anonimo_2008-12-06,id_2,"If it touches you near the windows, luxurious views.",views positive,46-51,Si te toca cerca de los ventanales vistas de lujo.,vistas positive
es_balmes_rossello_9_MariJesus_2015-03-08,id_0,"Nice site although it lacks a ""something""",Site neutral,5-9,"Sitio agradable aunque le falta un ""algo""",Sitio neutral
es_salamanca_10_Sebastia_2015-01-24,id_5,Festival of frozen oily and past rice.,frozen negative <sep> rice negative,12-18 <sep> 33-37,Festival de congelado aceitoso y arroz pasado.,congelado negative <sep> arroz negative
es_l_olive_88_Annna_2006-11-06,id_0,I had been recommended this restaurant and the truth is that it was worth trying.,restaurant positive,28-38,Me habian recomendado este restaurante y la verdad es que valia la pena probar.,restaurante positive
es_bal-donsera-zaragoza_comment-986,id_1,"We ordered the a carte and as an appetizer they took us a spoonful of cod brandade with a shot of ardo broth and almond foam, it was really very delicate.",appetizer positive,33-42,"Pedimos al a carta y de aperitivo nos sacaron una cucharita de brandada de bacalao con un chupito de caldo de ardo y espuma de almendras,la verdad estaba muy delicado.",aperitivo positive
es_bodega-de-chema-la-zaragoza_comment-4145,id_1,"The kid, great.",kid positive,4-7,"El cabrito, genial.",cabrito positive
es_colette-zaragoza_comment-1566,id_0,"Good restaurant, good service and good cuisine. But… being so small, tobacco smoke ruins your entire dinner.",restaurant positive <sep> service positive,5-15 <sep> 22-29,"Buen restaurante, buen servicio y buena cocina.Pero… al ser tan pequeño, el humo del tabaco te arruina toda la cena.",restaurante positive <sep> servicio positive <sep> cocina positive <sep> humo del tabaco negative
es_bodega-de-chema-la-zaragoza_comment-4165,id_1,The roast very good.,roast positive,4-9,El asado muy bueno.,asado positive
es_matilde-la-zaragoza_comment-4495,id_7,"The sauce was a chilindron with a certain taste of agar, and the meatloaf was still that ... meatloaf.",sauce negative <sep> meatloaf negative,4-9 <sep> 65-73,La salsa era un chilindron con cierto sabor a agarrado y las albondigas no dejaban de ser eso…albondigas.,salsa negative <sep> albondigas negative
es_cafe-meccano-gastrobar-zaragoza_comment-3867,id_0,"The treatment was very good and at ease, the only thing that for having a romantic dinner was a bit incompatible with the theme of the performance, being at a table too much between the entrance and the bar, since when the friends of the ",treatment positive <sep> romantic dinner negative,4-13 <sep> 74-89,"Muy bien el trato y a gusto, lo único que para cenar en plan cena romantica resultó un poco incompatible con el tema de la actuación, al estar en una mesa demasiado entre la entrada y la barra del bar, ya que cuando llegaron las amistades de los artistas, y otros clientes, se invadió el ambientillo intimo, y ya no apetecñia mucho seguir allí cenando a la vez que gente toma copas, hubiera sido mejor poneros en una mesa por el fondo, sin ver el trasiego de gente, que al lado del escenario y la puerta de entrada.",trato positive <sep> cena romantica negative
es_9reinas_50_Joan_2012-06-03,id_0,The quality of the meats is unsurpassed and I want to highlight the excellent service received.,meats positive <sep> service positive,19-24 <sep> 78-85,La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.,carnes positive <sep> servicio positive
es_bodega-de-chema-la-zaragoza_comment-4548,id_2,"To highlight the kid and the mandarin sorbet, simply delicious.",kid positive <sep> Mandarin sorbet positive,17-20 <sep> 29-44,"A destacar el cabrito y el sorbete de mandarina, simplemente delicioso.",cabrito positive <sep> sorbete de mandarina positive
es_salamanca_29_FrancescVila_2014-04-28,id_0,"Service too fast, too many people.",Service negative <sep> people negative,0-7 <sep> 27-33,"Sevicio demasiado rapido, demasiada gente.",Sevicio negative <sep> gente negative
es_la-despensa_comment-1887,id_2,"We were surprised by the high prices, € 3.5 a croquette.",croquette negative,46-55,"nos sorprendio los precios tan altos, 3,5€ una croqueta.",croqueta negative
es_la-scala-zaragoza_comment-4739,id_1,"Everything was great, the restaurant was full and they still treated us very well",restaurant positive,26-36,"Todo estupendo, el restaurante estaba lleno y aun así nos atendieron muy bien",restaurante positive
es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11,id_0,Good quality products and a very good service received.,products positive <sep> service positive,13-21 <sep> 38-45,Buena calidad en los productos y un muy buen servicio recibido.,productos positive <sep> servicio positive
es_9reinas_67_Anonimo_2011-05-02,id_2,"As a caveat, I will say that, with the exception of the head of the room (or owner, which I do not know), attentive, polite and detailed, the rest of the service, including wireless earpieces, does not measure up to the rest, more in regards to ",rest of the service negative,142-161,"Como salvedad, diré que, a excepción del jefe de sala (o propietario, cosa que desconozco), atento, educado y detallista, el resto del servicio, pinganillos inalámbricos incluidos, no está a la altura del resto, más en lo que respecta a educación y formas que a la capacidad: habría que cuidar aspectos como retirar casi a la carrera platos sin terminar, tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la elección entre dos opciones.",jefe de sala positive <sep> resto del servicio negative
es_l_olive_71_Joan_2008-07-30,id_0,"Without a doubt, the worst thing about the restaurant is the decoration, strangely praised by some.",decor negative,61-66,"Sin duda, lo peor del restaurante es la decoración, extrañamente alabada por algunos.",decoración negative
es_l_olive_86_Marian_2006-12-15,id_0,I am a regular at the restaurant when there are company or family celebrations.,restaurant positive,22-32,Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,restaurante positive
es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27,id_2,"Nor did we order anything special, a rice, which was just right and you could tell that the fish was of quality.",rice positive <sep> fish positive,37-41 <sep> 92-96,"Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.",arroz positive <sep> pescado positive
es_barceloneta_12_AntonioSerranoPueyo_2014-12-15,id_2,A very homogeneous restaurant that will never disappoint.,restaurant positive,19-29,Un restaurante muy homogéneo y que nunca defraudará.,restaurante positive
es_frances-zaragoza_comment-885,id_0,Luckily I can read you an accurate review for once. Congratulations mr. ,Mr.  positive,68-71,Menos mal que le puedo leer por una vez  una crítica acertada.felicidades sr. Aranda.,sr. Aranda positive
es_barceloneta_12_AntonioSerranoPueyo_2014-12-15,id_1,Catalan and seafood product and cuisine of a very good level and excellent service.,service positive,75-82,Producto y cocina catalana y marinera de un muy buen nivel y servicio excelente.,Producto y cocina positive <sep> servicio positive
es_l_olive_39_FranciscoDeHaro_2010-12-12,id_2,"The service is attentive and prompt, without ever being overbearing.",service positive,4-11,"El servicio es atento y rápido, sin ser en ningún momento agobiante.",servicio positive
es_l_olive_74_Claudia_2008-05-16,id_2,"The food is very, very good, I still remember the foie and duck mangret with strawberry sauce.",foie positive <sep> duck mangret with strawberry sauce positive,50-54 <sep> 59-93,"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",comida positive <sep> foie positive <sep> mangret de pato con salsa de fresa positive
