review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
1125284,id_0,"Como nativo japonés, he vivido en el área de Tristate durante más de 8 años, pero estaba tan asombrado con este lugar.",lugar positive,112-117,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",place positive
CLF#3,id_23,No esperaría esto por una cena de $ 55.,cena negative,26-30,I would not expect this for a $55 dinner.,dinner negative
1353599,id_4,"Es un lugar pequeño, pero supongo que si no están demasiado ocupados, podrían adaptarse a un grupo o niños.",lugar neutral,6-11,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place neutral
541532,id_2,"La comida era muy buena, pero no lo que yo consideraría fuera de este mundo.",Comida neutral,3-9,"Food was very good, but not what I would consider out of this world.",Food neutral
1221938,id_3,El salón de la planta baja es siempre una buena atracción.,Salón de la planta baja positive,3-26,Downstairs lounge is always a good attraction,Downstairs lounge positive
BzG#4,id_0,Este pequeño lugar de souvlaki de Astoria hace lo que muchos consideran los mejores giroscopios de Nueva York.,giroscopios positive,84-95,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,gyros positive
TFS#5,id_8,"Sí, el lugar es elegante y hermoso, pero lo más seguro es que se dirijan al súper sueco. No al común y corriente que quiere hacer todo lo posible de vez en cuando.",lugar positive <sep> lugar negative,7-12 <sep> 7-12,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place positive <sep> place negative
CLF#8,id_1,¡No vayas a este lugar!,lugar negative,17-22,Don’t go to this place!,place negative
CLF#5,id_6,"Nunca escribo en estos sitios, pero este restaurante es sin duda digno de elogio.",restaurante positive,41-52,I never write on these sites but this restaurant is def worth commending!,restaurant positive
490565,id_6,No puedes equivocarte con este lugar.,lugar positive,31-36,You can't go wrong with this place.,place positive
511290,id_2,Debes probar los aperitivos de camarones.,aperitivos de camarones positive,17-40,You must try the shrimp appetizers.,shrimp appetizers positive
503807,id_2,La comida fue excepcional.,comida positive,3-9,The food was exceptional.,food positive
1417496,id_4,"Mirando a mi alrededor, vi una habitación llena de neoyorquinos disfrutando de una comida real en un restaurante real, no una casa club de los fabulosos tratando de ser vistos.",comida positive <sep> restaurante positive,83-89 <sep> 101-112,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal positive <sep> restaurant positive
1138996,id_4,"Cuando nos sentamos, obtuvimos un servicio excelente y rápido.",Servicio positive,34-42,"When we sat, we got great and fast service.",service positive
FF#6,id_12,Es una pena en este lugar por el horrible personal grosero y el servicio al cliente inexistente.,personal negative <sep> Servicio al Cliente negative,42-50 <sep> 64-83,Shame on this place for the horrible rude staff and non-existent customer service.,staff negative <sep> customer service negative
476473,id_0,"Pizza impresionante, especialmente la rebanada de Margheritta.",Pizza positive <sep> Rebanada de Margheritta positive,0-5 <sep> 38-61,Awsome Pizza especially the Margheritta slice.,Pizza positive <sep> Margheritta slice positive
ADLT#6,id_2,"La comida y el servicio estaban bien, sin embargo, el maître-D fue increíblemente hospitalario y arrogante.",comida positive <sep> Servicio positive,3-9 <sep> 15-23,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",food positive <sep> service positive <sep> maitre-D negative
1280179,id_3,"La comida suele ser muy buena, aunque de vez en cuando me preguntaba sobre la cantidad fresca de verduras crudas en las guarniciones.",Comida positive,3-9,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food positive <sep> raw vegatables in side orders negative
426805,id_1,¡Maravillosos daiquiries de fresa también!,daiquiries de fresa positive,14-33,Wonderful strawberry daiquiries as well!,strawberry daiquiries positive
WE#4,id_3,El servicio fue maravilloso;,Servicio positive,3-11,Service was wonderful;,Service positive
1543345,id_4,¡Siempre un gran servicio!,Servicio positive,17-25,Always great service!,service positive
Y#6,id_2,"Un lugar sin pretensiones en Park Slope, el sushi es siempre bueno, el servicio es agradable, eficaz y sin pretensiones.",lugar positive <sep> Sushi positive <sep> Servicio positive,3-8 <sep> 44-49 <sep> 71-79,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot positive <sep> sushi positive <sep> service positive
CLF#1,id_2,"Ah, y hay narguile.",narguile positive,10-18,"Oh, and there's hookah.",hookah positive
720620,id_5,Simplemente algo de comida china de buen sabor a precios increíbles ...,comida china positive,20-32,Simply some good tasting Chinese food at incredible prices...,Chinese food positive
1131595,id_0,Este lugar es increíblemente pequeño.,lugar negative,5-10,This place is incredibly tiny.,place negative
1642666,id_1,Pensamos que este lugar está usando demasiada cocción de MSG en los alimentos.,alimentos negative,68-77,We thought that this place is using too much of MSG cooking in the foods.,foods negative
397331,id_0,Mizu es el hallazgo japonés en Grammercy.,Mizu positive,0-4,Mizu is the Japenese find in Grammercy.,Mizu positive
1269216,id_3,"Cuando vivía en el norte del estado por un tiempo, compraba los bagels congelados y aún así serían mejores que cualquier otra cosa.",Bagels positive,64-70,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels positive
430342,id_2,Me gustan mucho tanto las vieiras como el mahi mahi (¡con risotto-yum de azafrán!).,vieiras positive,26-33,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops positive <sep> mahi mahi (on saffron risotto positive
1398844,id_6,"De alguna manera, trabajar el encanto italiano con constante mille grazie no constituye un servicio adecuado.",Servicio negative,91-99,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service negative
493013,id_5,¡Volveré pronto a Suan!,Suan positive,18-22,I will go back to Suan soon!,Suan positive
1623276,id_1,La comida es sabrosa y el tamaño de las porciones es apropiado.,comida positive,3-9,The food is tasty and portion sizes are appropriate.,food positive <sep> portion sizes positive
1573534,id_3,"Estoy feliz de haberlo hecho, la comida era increíble.",comida positive,33-39,I am happy i did the food was awsome.,food positive
397331,id_2,Mizu es el hogar de rollos creativos y únicos que no se encuentran en ningún otro lugar.,rollos positive,20-26,Mizu is home to creative and unique rolls not to found anywhere else.,rolls positive
1577714,id_2,El pescado no estaba fresco y el arroz sabía viejo y rancio.,arroz negative,33-38,The fish was not fresh and the rice tasted old and stale.,fish negative <sep> rice negative
1367358,id_2,"La pizza es excelente, al igual que la pasta casera.",Pizza positive,3-8,"Pizza is terrific, as is homemade pasta.",Pizza positive <sep> homemade pasta positive
1700205,id_2,"Teniendo en cuenta que éramos los últimos clientes allí y era después de la hora de cierre, los camareros no nos apuraron en absoluto y nos hicieron sentir cómodos y relajados.",camareros positive,96-105,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff positive
1004293,id_1,"Nosotros, éramos cuatro, llegamos al mediodía, el lugar estaba vacío, y el personal actuó como si los estuviéramos imponiendo y fueron muy groseros.",personal negative,75-83,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff negative
PP#9,id_1,Creo que la pizza está tan sobrevalorada y poco cocinada.,Pizza negative,12-17,I think the pizza is so overrated and was under cooked.,pizza negative
378848,id_1,"La primera vez que el sushi fue excelente, la segunda vez fue un poco soso.",Sushi positive <sep> Sushi negative,22-27 <sep> 22-27,"The first time the sushi was outstanding, the second time it was a little bland.",sushi positive <sep> sushi negative
709294,id_1,"Recientemente decidimos probar este lugar, y para nuestro deleite, tienen asientos al aire libre, perfecto ya que tenía a mi yorkie conmigo.",asientos al aire libre positive,74-96,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating positive
1205520,id_0,"No estoy seguro de dónde comieron los otros críticos, pero parece que visitamos dos restaurantes diferentes porque mis amigos y yo disfrutamos mucho de Mizu ... y somos clientes habituales.",Mizu positive,152-156,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu positive
1538149,id_5,Muy buenas opciones de vinos.,opciones de vino positive,11-27,Very good wine choices.,wine choices positive
1476493,id_0,Pensé que este lugar estaba totalmente sobrevalorado.,lugar negative,15-20,I thought this place was totally overrated.,place negative
1102681,id_0,"Una vez que entras en Cosette, estarás milagrosamente en un pequeño bistró parisino fuera de lo común.",Cosette positive,22-29,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",Cosette positive
657129,id_3,las bebidas son increíbles y la mitad de descuento hasta las 8 pm.,bebidas positive,4-11,the drinks are amazing and half off till 8pm.,drinks positive
513521,id_0,Grandes bagels hechos a la antigua.,Bagels positive,8-14,Great bagels made the old-fashioned way.,bagels positive
1074868,id_4,La comida estaba bien preparada y el servicio impecable.,comida positive <sep> Servicio positive,3-9 <sep> 37-45,The food was well prepared and the service impecable.,food positive <sep> service positive
1303888,id_0,¡Todo el personal es absolutamente profesional!,personal positive,9-17,All the staff is absolutely professional!!,staff positive
1700205,id_1,"Desde el espectacular caviar hasta los hospitalarios camareros, me sentí como un miembro de la realeza y disfruté cada segundo.",caviar positive <sep> camareros positive,22-28 <sep> 53-62,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar positive <sep> waitstaff positive
Y#3,id_3,"Excelente sashimi, y el rollo milenio es más que delicioso.",sashimi positive,10-17,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi positive <sep> millennium roll positive
P#10,id_9,"Ah, y nunca escribo críticas, estaba tan conmovido por lo malo que era este lugar que sentí que era mi deber correr la voz.",lugar negative,76-81,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",place negative
Y#7,id_4,La entrega puede ser puntual o inexistente según el clima y el día de la semana.,Entrega negative,3-10,Delivery can be spot on or lacking depending on the weather and the day of the week.,Delivery negative
535171,id_2,Un bar genial con buena comida y toneladas de excelente cerveza.,bar positive <sep> comida positive <sep> cerveza positive,3-6 <sep> 24-30 <sep> 56-63,"A cool bar with great food, and tons of excellent beer.",bar positive <sep> food positive <sep> beer positive
Z#7,id_3,Este lugar no es atractivo y la comida es totalmente extraña.,lugar negative <sep> comida negative,5-10 <sep> 32-38,This place is not inviting and the food is totally weird.,place negative <sep> food negative
NP#3,id_6,"Los precios son justos en todos los ámbitos, tanto para la comida como para la bebida.",comida positive,59-65,Prices are fair across the board for both food and bev.,food positive <sep> bev positive
436868,id_3,"Llamar al lugar Hampton Chutney Co. sí le advierte que estas personas ofrecen más estilo que sustancia, pero en esta habitación poco atractiva con empleados inútiles también había escasez de lo primero.",lugar negative <sep> habitación negative <sep> empleados negative,10-15 <sep> 117-127 <sep> 147-156,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place negative <sep> room negative <sep> clerks negative
NP#4,id_0,¡Gusano en la comida!,comida negative,14-20,Maggot in the food!,food negative
1661757,id_4,Definitivamente recomendaría SEA si te gusta la cocina tailandesa.,cocina tailandesa positive,48-65,I would definitely recommend SEA if you like thai cuisine!,thai cuisine positive
Y#5,id_4,La camarera no estuvo atenta en absoluto.,camarera negative,3-11,The waitress was not attentive at all.,waitress negative
494850,id_1,"Durante los últimos 3 meses, el chef y el personal cambiaron y no fue para mejor.",personal negative,42-50,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef negative <sep> staff negative
1090587,id_1,"Si alguna vez ha estado a lo largo del río en Weehawken, tiene una idea de la vista superior que ofrece la casa de cartas.",vista positive,78-83,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view positive
WE#9,id_3,"El camarero fue atento, la comida deliciosa y las vistas de la ciudad estupendas.",comida positive <sep> vistas de la ciudad positive,27-33 <sep> 50-69,"The waiter was attentive, the food was delicious and the views of the city were great.",waiter positive <sep> food positive <sep> views of the city positive
1702257,id_0,Bonito restaurante tradicional de propiedad familiar.,restaurante positive,7-18,Nice Family owned traditional restaurant.,restaurant positive
445960,id_3,"La comida es buena, especialmente sus platos más básicos, y las bebidas son deliciosas.",comida positive <sep> bebidas positive,3-9 <sep> 64-71,"The food is good, especially their more basic dishes, and the drinks are delicious.",food positive <sep> basic dishes positive <sep> drinks positive
1430994,id_2,Tuve sopa de langosta tiene 2 oz. ,Sopa de langosta positive,5-21,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque positive
1451109,id_2,La comida era bastante tradicional pero estaba caliente y bien con porciones grandes.,comida positive <sep> porciones positive,3-9 <sep> 67-76,The food was pretty tradional but it was hot and good with large portions.,food positive <sep> portions positive
682391,id_2,El servicio es bueno y el restaurante está limpio.,Servicio positive <sep> restaurante positive,3-11 <sep> 26-37,The service is good and the resturant is clean.,service positive <sep> resturant positive
1664346,id_2,¡Yo recomendaría mucho este lugar!,lugar positive,28-33,I would highly recommend this place!,place positive
DBG#2,id_3,Nunca me ha disgustado tanto tanto la comida como el servicio.,comida negative <sep> Servicio negative,38-44 <sep> 53-61,I have never been so disgusted by both food an service.,food negative <sep> service negative
493013,id_2,Amo su tailandés,tailandés positive,7-16,I LOVE their Thai,Thai positive
CLF#7,id_0,Hermoso lugar ideal para una cena romántica.,lugar positive,8-13,Gorgeous place ideal for a romantic dinner,place positive
CLF#5,id_5,Nos atrajo el espectáculo de danza del vientre que cautivó a la multitud.,espectáculo de danza del vientre positive,14-46,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show positive
RL#3,id_1,"No soy necesariamente un fanático de este lugar, pero fue un momento divertido para los pirces bajos.",lugar positive,42-47,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place positive
TR#1,id_1,El personal es muy bueno.,personal positive,3-11,The staff is very good.,staff positive
1572033,id_1,"La decoración es agradable, aunque el servicio puede ser irregular.",Decoración positive <sep> Servicio negative,3-13 <sep> 38-46,Decor is nice though service can be spotty.,Decor positive <sep> service negative
1398844,id_7,"Para ser completamente justos, el único factor positivo fue la comida, que estaba por encima del promedio, pero no podía compensar todas las demás deficiencias de Teodora.",comida positive <sep> Teodora negative,63-69 <sep> 163-170,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food positive <sep> Teodora negative
1167434,id_1,Primero nos tomó mucho tiempo encontrar el lugar.,lugar negative,43-48,first it took us a long time to find the place.,place negative
ADLT#2,id_1,"Las pastas son increíbles, los risottos (especialmente el sepia) son fantásticos y el conejo estofado es increíble.",pastas positive <sep> risottos positive <sep> sepia positive <sep> conejo estofado positive,4-10 <sep> 31-39 <sep> 58-63 <sep> 86-101,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas positive <sep> risottos positive <sep> sepia positive <sep> braised rabbit positive
449802,id_0,"Buenas pastas para untar, excelentes selecciones de bebidas y bagels realmente sabrosos.",selecciones de bebidas positive <sep> Bagels positive,37-59 <sep> 62-68,"Good spreads, great beverage selections and bagels really tasty.",spreads positive <sep> beverage selections positive <sep> bagels positive
509227,id_3,"Rao es un buen restaurante, pero no tiene nada de especial.",Rao neutral,0-3,"Rao is a good restaurant, but it's nothing special.",Rao neutral
1730447,id_0,Soy reacio a escribir porque no quisiera que mi joya de pizzería se llenara de gente.,pizzería positive,56-64,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place positive
1102681,id_3,"Sin embargo, opte por el ambiente y considere la comida solo como un compañero para un viaje por el mundo.",ambiente positive <sep> comida neutral,25-33 <sep> 49-55,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience positive <sep> food neutral
NP#4,id_9,"He trabajado en restaurantes y cocino mucho, y no hay forma de que un gusano pueda meterse en una comida bien preparada.",comida negative,98-104,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food negative
P#7,id_5,"Sin embargo, debo decir que estoy sorprendido por las malas críticas del restaurante a principios de año.",restaurante positive,73-84,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant positive
519425,id_4,"El lugar en sí es hermoso, la escena del bar parece estar sucediendo.",lugar positive,3-8,The place itself is beautiful the bar scene seems to be happening.,place positive <sep> bar scene positive
BFC#9,id_9,"Los nudillos de langosta (especial del día) estaban bien, pero bastante insípidos.",nudillos de langosta neutral <sep> nudillos de langosta negative,4-24 <sep> 4-24,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles neutral <sep> lobster knuckles negative
1710746,id_6,Tuve un enorme sándwich de pastrami en un rollo.,sándwich de pastrami en un rollo neutral,15-47,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll neutral
1205520,id_2,Asegúrese de tener el rollo de vieira picante ...,Rollo de vieira picante positive,22-45,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll positive
657129,id_4,"Pregunta por Usha, el barman más agradable de Manhattan.",Usha positive,13-17,"Ask for Usha, the nicest bartender in manhattan.",Usha positive
1016296,id_0,Me decepcionó mucho este restaurante.,restaurante negative,25-36,I was very disappointed with this restaurant.,restaurant negative
1713185,id_0,"Este lugar es realmente tendencia pero se han olvidado de la parte más importante de un restaurante, la comida.",comida negative <sep> lugar positive,104-110 <sep> 5-10,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food negative <sep> place positive
1561259,id_3,"Estábamos planeando conseguir postre, pero la camarera básicamente a través de la cuenta antes de que tuviéramos la oportunidad de pedir.",camarera negative,46-54,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress negative
1064477,id_4,"Aprovechamos la oferta de sushi a mitad de precio el sábado, así que valió la pena.",oferta de sushi a mitad de precio positive,16-49,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal positive
1289424,id_5,¡Recomiendo encarecidamente visitar este restaurante y cenar y tomar algo!,restaurante positive,41-52,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive
1432551,id_0,Vaya a Volare para disfrutar de un servicio de primera clase y una comida excelente.,Servicio positive <sep> comida positive,35-43 <sep> 67-73,Go to Volare for 1st class service and terrific food.,service positive <sep> food positive
1289424,id_2,"Después de divertirnos mucho en el bar, nos sentamos a una mesa y cenamos.",bar positive,35-38,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar positive
1459569,id_1,"El servicio fue lento, tuve que esperar para ordenar y conseguir comida, aunque no estaba lleno.",Servicio negative,3-11,Service was slow had to wait to order and get food although not crowded.,Service negative
1726427,id_3,Definitivamente un gran lugar para una buena ocasión o cita.,lugar positive,24-29,Definitely a great spot for a nice occasion or date.,spot positive
1543345,id_3,Excelente personal.,personal positive,10-18,Great staff.,staff positive
P#10,id_3,¿Y $ 11 por un plato de guacamole suave?,guacamole negative,24-33,And $11 for a plate of bland guacamole?,guacamole negative
1253117,id_2,"Dos quejas: su selección de aperitivos apesta, sería bueno conseguir algunos palitos de mozzarella en el menú.",selección de aperitivos negative,15-38,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection negative
ADLT#10,id_6,"excelente comida, excelente carta de vinos, excelente servicio en un excelente vecindario ...",comida positive <sep> carta de vinos positive <sep> Servicio positive <sep> vecindario positive,10-16 <sep> 28-42 <sep> 54-62 <sep> 79-89,"great food, great wine list, great service in a great neighborhood...",food positive <sep> wine list positive <sep> service positive <sep> neighborhood positive
1713185,id_1,"Las dos últimas veces que pedí de aquí mi comida estaba tan picante que apenas podía comerla, y la especia quitó el sabor del plato.",comida negative <sep> especia negative,42-48 <sep> 99-106,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food negative <sep> spice negative
1663111,id_2,"Excelente ambiente, deliciosos platos buenos y trato amable.",platos positive,31-37,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere positive <sep> dishes positive <sep> service positive
Z#3,id_1,"El espacio se siente como un escenario de Alicia en el país de las maravillas, sin que intente ser eso.",espacio negative,3-10,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space negative
1727363,id_2,Un excelente servicio,Servicio positive,13-21,An excellent service,service positive
1538149,id_1,La comida era auténtica.,comida positive,3-9,The food was authentic.,food positive
1352948,id_1,¿Y dónde se equivoca Patis? ,Patis positive,21-26,And where does Patis go wrong; no where.,Patis positive
1413697,id_0,"Vengo de una familia de dueños de pizzerías, y casi me avergüenza decir que la pizza en Fornino's arruina los ingresos de mi familia.",Pizza positive,79-84,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza positive
DBG#2,id_6,"Sin embargo, una vez que recibí mi orden predeciblemente mediocre de lo que Dokebi cree que pasa como feria coreana (a veces tienes que conformarte con cuando es tu única opción), terminé aproximadamente la mitad de mi kimchee antes de encontrar un trozo de lechuga al azar acompañado de un lechuga lejana. ",kimchee negative <sep> Feria coreana negative,219-226 <sep> 102-115,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee negative <sep> Korean fair negative
1154550,id_1,"El lugar es pequeño y estrecho, pero la comida es fantástica.",lugar negative <sep> comida positive,3-8 <sep> 40-46,The place is small and cramped but the food is fantastic.,place negative <sep> food positive
1730447,id_2,"De lejos, la mejor pizza de Manhattan.",Pizza positive,19-24,"By far, the best pizza in Manhattan.",pizza positive
1041457,id_6,Aunque la decoración es nocturna ... pero REALMENTE necesitan limpiar esa ventilación en el techo ... es bastante desagradable y mata tu esfuerzo por hacer que este lugar se vea elegante y moderno.,lugar negative <sep> decoración positive,165-170 <sep> 10-20,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",place negative <sep> decor positive <sep> vent negative
447697,id_2,Aperitivos únicos.,aperitivos positive,0-10,Unique apppetizers.,apppetizers positive
ADLT#11,id_1,"La comida es muy buena, pero no excepcional.",comida neutral,3-9,"The food is very good, but not outstanding.",food neutral
1470334,id_2,"Los bagels siempre calientes, suaves por dentro, crujientes por fuera y de enorme tamaño.",Bagels positive,4-10,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels positive
1413697,id_3,Recomiendo encarecidamente a cualquiera que pruebe este lugar.,lugar positive,56-61,I highly recommend to anyone to give this place a try.,place positive
DBG#7,id_5,Lástima que había pagado $ 2 extra por el cuenco de piedra.,cuenco de piedra negative,42-58,Too bad I had paid an extra $2 for the stone bowl.,stone bowl negative
1663111,id_5,La carta de vinos también es muy buena.,carta de vinos positive,3-17,The wine list is also really nice.,wine list positive
1353599,id_0,"Justo al lado de la L en Brooklyn, este es un lugar agradable y acogedor con buena pizza.",Pizza positive <sep> lugar positive,83-88 <sep> 46-51,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza positive <sep> place positive
BFC#7,id_0,"Comida fabulosa, si el personal del frente de la casa no lo desanima,",comida positive <sep> personal del frente de la casa negative,0-6 <sep> 23-53,Fabulous food - if the front of house staff don't put you off –,food positive <sep> front of house staff negative
FF#3,id_19,"Aquí es donde realmente se pone malo: el gerente dijo, no hay absolutamente nada que podamos hacer, es una cuestión de gustos que a ella no le gustó, y no puedo compensarlo.",gerente negative,41-48,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",manager negative
NP#4,id_4,"Se lo mostré al gerente, y él se disculpó sonriendo y nos trajo dos postres gratis (pero no nos preguntó qué queríamos, por lo que trajo los dos últimos postres que hubiéramos pedido).",gerente positive <sep> gerente negative,16-23 <sep> 16-23,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager positive <sep> manager negative
1280179,id_2,"Los asientos siempre son rápidos, aunque el restaurante se llena por la noche.",Asientos positive,4-12,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating positive
1632445,id_3,El servicio es bueno y el ambiente es bueno para una cita o una excursión en grupo.,Servicio positive <sep> ambiente positive,3-11 <sep> 26-34,The service is good and ambience is good for a date or group outing.,service positive <sep> ambience positive
ADLT#6,id_6,"Una palabra para los sabios: no se puede cenar aquí y perturbar el sentido de ""rotación de la mesa"" del maitre-D, por más que esté, o de lo contrario.",maitre-D negative,104-112,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",maitre-D negative
584025,id_0,"Gran lugar, ya sea que busque un par de copas o una cena tranquila.",lugar positive,5-10,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot positive
TFS#8,id_1,"La comida era excelente, así como el servicio, sin embargo, dejé el Four Seasons muy decepcionado.",comida positive <sep> Servicio positive,3-9 <sep> 37-45,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food positive <sep> service positive <sep> The Four Seasons negative
1632445,id_4,El único inconveniente de este restaurante son los precios.,restaurante negative,31-42,The only fallback on this restaurant is the prices.,restaurant negative
