review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
es_barceloneta_109_Miguel_2009-06-11,id_2,"una o dos pp; de segundo bacalao a la llauna diminuto con ""secas"" de lata / carne con patatas fritas fast food.",bacalao negative <sep> carne con patatas fritas negative,один-два п.п. ,Треска negative <sep> Говядина и чипсы negative
es_cullera_de_boix_48_Anna_2013-02-12,id_1,"Sin ninguna gracia, arroz poco sabroso.",arroz negative,"Без всякой грации, немного вкусного риса.",рис negative
es_casa-pelentos-sandinies-comer-en-formigal_comment-3915,id_5,"Mi esposa, ciertamente, al revisar la factura y descubrir esto último, se llevó un buen disgusto, pues considerábamos a Casa Pelentós uno de nuestros pocos refugios pirenaicos para cuando saliéramos de casa, ya que vivimos muy cerca.",factura negative,"Моя жена, конечно, когда просматривала счет и обнаруживала последний, она была очень расстроена, потому что мы считали Casa Pelentós одним из наших немногих пиренейских убежищ, когда мы уезжали из дома, так как мы живем очень близко.",счет negative
es_bal-donsera-zaragoza_comment-3493,id_7,"- Vieira y langostino al azafran con verduras de invierno: Si observais en el nombre del plato esta en singular la vieira y el langostino y el motivo no es otro que habia uno de cada, en este caso los sabores, imposible de eliminar, eran correctos, el azafran estar estaria, pero ni me supo ni lo vi.",Vieira y langostino al azafran con verduras de invierno negative,"- Морской гребешок и креветка с шафраном с зимними овощами: если вы заметите в названии блюда, что гребешок и креветка являются единичными, и причина не в чем иная, как в том, что было по одному каждого из них, в данном случае ароматы, которые невозможно устранить, были правильно, шафран был бы там, но не знал и не видел его.",Шафрановый гребешок и креветки с зимними овощами negative
es_maur_muntaner_23_JacintoGinestaVentura_2013-02-24,id_2,El menú calçotada es muy completo.,menú calçotada positive,Меню кальсотада очень полное.,меню кальсотада positive
es_cafe_kafka_4_NuriaMestresValera_2015-02-24,id_0,Ambiente cálido y agradable.,Ambiente positive,Теплая и дружелюбная атмосфера.,Атмосфера positive
es_l_olive_88_Annna_2006-11-06,id_0,Me habian recomendado este restaurante y la verdad es que valia la pena probar.,restaurante positive,"Мне рекомендовали этот ресторан, и правда в том, что его стоило попробовать.",ресторан positive
es_maur_muntaner_18_GeraldPalomarGracia_2013-05-08,id_1,"buen ambiente , comida , atención y precio !!",ambiente positive <sep> comida positive <sep> atención positive <sep> precio positive,"хорошая атмосфера, еда, внимание и цена !!",среда positive <sep> еда positive <sep> внимание positive <sep> цена positive
es_bodega-de-chema-la-zaragoza_comment-4255,id_1,La carta de vinos y el cava también.,carta de vinos y el cava positive,Карта вин и кавы тоже.,карта вин и кавы positive
es_la-scala-zaragoza_comment-717,id_5,La tempura aparte de no estar especialmente buena.,tempura negative,Темпура кроме того не особенно хороша.,темпура negative
es_cullera_de_boix_102_JordiMullor_2010-09-18,id_1,Repetiría de local a la hora de celebrar otra cena de grupo.,local positive,"Я бы повторил, как местный житель, во время празднования очередного группового ужина.",местный positive
es_9reinas_56_Michael_2011-09-28,id_0,"La calidad de la comida excelente, el servicio super amable y siempre atento.",comida positive <sep> servicio positive,"Качество еды отличное, обслуживание супер дружелюбное и всегда внимательное.",еда positive <sep> услуга positive
es_salamanca_10_Sebastia_2015-01-24,id_5,Festival de congelado aceitoso y arroz pasado.,congelado negative <sep> arroz negative,Фестиваль замороженного жирного и прошедшего риса.,замороженный negative <sep> рис negative
es_comer-balneario-paracuellos-jiloca_comment-3797,id_0,"Es una apreciación, pero el conejo al ajillo, precisamente se cocina así, con el aceitito de haberlo cocinado, que lleva todo el sabor.",conejo al ajillo positive,"Это признательность, но кролик с чесноком готовится именно таким образом, с небольшим количеством масла от его приготовления, которое несет в себе весь аромат.",кролик с чесноком positive
es_colette-zaragoza_comment-4024,id_1,"Sin  ofrecernos la carta de menús nos dan la carta de platos, supongo  a ver si cuela, hasta que preguntamos por los menús, que entonces nos explican las excelencias de sus menús, que no es de mala calidad aunque pedimos una botella de vino de la carta, ya que no se puede elegir color, pero el servicio no nos parece acorde con la supuesta calidad del restaurante.",servicio negative,"Не предлагая нам меню, они дают нам меню блюд, я полагаю, чтобы посмотреть, работает ли оно, пока мы не спросим о меню, которое затем объясняет превосходство их меню, которое не является плохим, хотя мы просили бутылку вино из меню, так как вы не можете выбрать цвет, но обслуживание нам не кажется соответствующим предполагаемому качеству ресторана.",услуга negative
es_gamberro-zaragoza_comment-4867,id_1,el servicio un poco lento.,servicio neutral,Обслуживание немного медленное.,услуга neutral
es_cafe-meccano-gastrobar-zaragoza_comment-4825,id_4,"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",encargado positive,"При подаче блюд заведующий дает лаконичные и уместные объяснения, которые ценятся.",ответственный менеджер positive
es_aragonia-palafox-zaragoza_comment-4199,id_6,"Y de segundo merluza con almejas en salsa verde, que eran pocos trozos, pero de primera calidad y muy bueno.",merluza con almejas en salsa verde positive <sep> merluza con almejas en salsa verde negative,"А во-вторых, хек с моллюсками в зеленом соусе, которых было немного, но очень хорошего качества.",хек с моллюсками в зеленом соусе positive <sep> хек с моллюсками в зеленом соусе negative
es_bodega-de-chema-la-zaragoza_comment-4256,id_0,"Fabuloso comienzo de año con una comida estupenda y una estancia genial tanto por el ambiente como por el agradable trato recibido, como en anteriores veces, repetiremos.",comida positive <sep> ambiente positive <sep> trato positive,"Сказочное начало года с отличной еды и отличного отдыха, как для атмосферы, так и для приятного обращения, как и в предыдущие разы, мы повторимся.",еда positive <sep> среда positive <sep> лечение positive
es_balmes_rossello_55_DiegoPostigo_2014-01-28,id_0,Fuimos a comer una calçotada y no hubo queja.,calçotada positive,"Мы пошли съесть кальсотаду, и не было никаких жалоб.",Calçotada positive
es_mas-torres-zaragoza_comment-4299,id_3,"Devolucion a cocina,amabilidad de camarera,requerimiento de cuenta y adios.",camarera positive,"Возвращение на кухню, доброта официантки, требование счета и до свидания.",официантка positive
es_maur_muntaner_23_JacintoGinestaVentura_2013-02-24,id_0,Es un Restaurante muy recomendable.,Restaurante positive,Это очень рекомендуемый ресторан.,Ресторан positive
es_barceloneta_15_BrunoVergottini_2014-10-05,id_0,muy buena paella,paella positive,очень хорошая паэлья,Паэлья positive
es_la-scala-zaragoza_comment-1138,id_0,"Hola,yo he estado en este restaurante dos veces y nos gusto bastante.",restaurante positive,"Здравствуйте, я был в этом ресторане дважды, и он нам очень понравился.",ресторан positive
es_casa-pelentos-sandinies-comer-en-formigal_comment-3814,id_1,"El bacalao al horno (especialidad de la casa) resultó acorchado y duro, así como el plato de ciervo (26euros el plato) se presentó escaso y apenas sin guarnición.En definitiva, se le presume una calidad avalada por galardones varios y nos hemos encontrado una comida bastante mediocre.",bacalao al horno negative <sep> plato de ciervo negative <sep> comida negative,"Запеченная треска (фирменное блюдо дома) была пробковой и твердой, а блюдо из оленины (26 евро за блюдо) было мало и почти не украшалось. Короче говоря, это считается качеством, подтвержденным различными наградами, и мы нашли себя довольно посредственная еда.",запеченная треска negative <sep> олень тарелка negative <sep> еда negative
es_l_olive_25_GloriaFerranGatell_2011-10-03,id_0,"Buena cocina, ambiente tranquilo y servicio esmerado.",cocina positive <sep> ambiente positive <sep> servicio positive,"Хорошая кухня, спокойная атмосфера и внимательное обслуживание.",кухня positive <sep> среда positive <sep> услуга positive
es_maur_muntaner_7_Ana_2015-02-08,id_1,"Generoso en cantidad, pero la calidad de la carne dejaba un poco que desear.",carne negative,"Обильно по количеству, но качество мяса оставляло желать лучшего.",мясо negative
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,id_0,El menú  degustacion nos pareció bueno y variado con un servicio muy atento y un trato agradable y la comida estaba buena con una buena relación calidad precio.,menú  degustacion positive <sep> servicio positive <sep> comida positive,"Мы обнаружили, что дегустационное меню было хорошим и разнообразным, с очень внимательным обслуживанием и приятным обращением, а еда была хорошей с хорошим соотношением цены и качества.",дегустационное меню positive <sep> услуга positive <sep> еда positive
es_balmes_rossello_73_MarissaMinichello_2013-03-13,id_1,Mucha comida!,comida positive,Много еды!,еда positive
es_barceloneta_31_RamonCanoProus_2013-09-06,id_3,Quizás los postres y los vinos un poco caros.,postres negative <sep> vinos negative,"Может, десерты и вина немного дороже.",десерты negative <sep> вина negative
es_maur_muntaner_2_MiriamMiguelezDominguez_2015-03-22,id_0,"Hemos comido muy a gusto, la comida excelente y el sitio muy acogedor.",comida positive <sep> sitio positive,"Мы поели очень комфортно, еда отличная, а место очень уютное.",еда positive <sep> сайт positive
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,id_3,Tienen un servicio rápido y eficiente.,servicio positive,У них быстрое и эффективное обслуживание.,услуга positive
es_cafe_kafka_45_FranciscoVeigaRodriguez_2011-12-24,id_0,"Servicio atento y eficiente, ambiente agradable.",Servicio positive <sep> ambiente positive,"Внимательное и оперативное обслуживание, приятная атмосфера.",Услуга positive <sep> среда positive
es_maur_muntaner_25_GenovevaQuerejeta_2013-02-12,id_0,"Buen ambiente, la comida genial, bien situado.",ambiente positive <sep> comida positive <sep> bien situado positive,"Хорошая атмосфера, отличная еда, хорошее расположение.",среда positive <sep> еда positive <sep> хорошо расположен positive
es_barceloneta_139_Ana_2007-04-17,id_1,un lugar para ir con alguien especial(como fuí yo..),lugar positive,"место, куда можно пойти с кем-то особенным (например, я был ..)",место positive
es_maur_muntaner_1_MarisolMosqueraMosquera_2015-03-23,id_0,"Deliciosa comida, buen ambiente, precio correcto!",comida positive <sep> ambiente positive <sep> precio positive,"Вкусная еда, хорошая атмосфера, хорошая цена!",еда positive <sep> среда positive <sep> цена positive
es_barceloneta_87_Lonly_2011-03-23,id_1,Muy buen servicio y muy cómodo (te aparcan el coche).,servicio positive,Очень хорошее обслуживание и очень удобно (они припарковывают вашу машину).,услуга positive
es_cafe-meccano-gastrobar-zaragoza_comment-4825,id_0,Muy buen restaurante.,restaurante positive,Очень хороший ресторан.,ресторан positive
es_wok-aragonia-dinasty-zaragoza_comment-2372,id_10,Quería hablar de la iluminación del local.,iluminación neutral,Хотел рассказать об освещении помещения.,освещение neutral
es_barceloneta_47_Fast_65_2012-12-07,id_4,"Postres nada atractivos, la misma carta de postres de los últimos 15 años.",Postres negative <sep> carta de postres negative,"Неприятные десерты, все то же десертное меню последних 15 лет.",Десерты negative <sep> десертное меню negative
es_barceloneta_107_Pedro_2009-07-29,id_3,"Cubiertos mal puestos, sin la mas mínima delicadeza.",Cubiertos negative,"Плохо поставленные столовые приборы, без малейших деликатесов.",Покрытый negative
