review_id,sentences_ids,sentences_texts,sentences_opinions
483111,id_0,Winnie and Winnie's staff are the best crew you can find serving you.,staff positive <sep> Winnie positive
483111,id_0,Winnie and her (Winnie's) staff are the best crew you can find serving you.,staff positive <sep> Winnie positive
ADLT#6,id_4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman negative
ADLT#6,id_4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told the frontman that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman negative
ADLT#6,id_4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him (frontman) that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman negative
0,0,"The quality of the sushi was bad, the way it was cut was bad, and the waiters kept trying to clear off my miso soup even when it wasn't finished.",sushi negative <sep> waiters negative <sep> miso soup neutral
0,0,"The quality of the sushi was bad, the way the sushi was cut was bad, and the waiters kept trying to clear off my miso soup even when it wasn't finished.",sushi negative <sep> waiters negative <sep> miso soup neutral
0,0,"The quality of the sushi was bad, the way it (sushi) was cut was bad, and the waiters kept trying to clear off my miso soup even when it wasn't finished.",sushi negative <sep> waiters negative <sep> miso soup neutral
0,0,but the Server informed us that they wanted to make the soup their own and that she hopes we like it.,Server positive <sep> soup neutral
0,0,but the Server informed us that they wanted to make the soup their own and that the Server hopes we like it.,Server positive <sep> soup neutral
0,0,but the Server informed us that they wanted to make the soup their own and that she (Server) hopes we like it.,Server positive <sep> soup neutral
0,0,On Friday night the busboy was sulky verging on rude; he brought the fries (ordered for the entrees) twice before the appetizers came and then again the minute we'd finished them and looked put out to be asked to take the empty plates away.,busboy negative <sep> appetizers neutral
0,0,On Friday night the busboy was sulky verging on rude; the busboy brought the fries (ordered for the entrees) twice before the appetizers came and then again the minute we'd finished them and looked put out to be asked to take the empty plates away.,busboy negative <sep> appetizers neutral
0,0,On Friday night the busboy was sulky verging on rude; he (busboy) brought the fries (ordered for the entrees) twice before the appetizers came and then again the minute we'd finished them and looked put out to be asked to take the empty plates away.,busboy negative <sep> appetizers neutral
0,0,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,steak special negative <sep> menu neutral <sep> waitress negative <sep> temperature negative
0,0,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and the steak special was cooked to the wrong temperature.,steak special negative <sep> menu neutral <sep> waitress negative <sep> temperature negative
0,0,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it (steak special) was cooked to the wrong temperature.,steak special negative <sep> menu neutral <sep> waitress negative <sep> temperature negative
en_MiopostoCaffe_478543072,id_1,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",restaurant positive
en_MiopostoCaffe_478543072,id_1,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about the restaurant.",restaurant positive
en_MiopostoCaffe_478543072,id_1,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it (restaurant).",restaurant positive
Z#3,id_1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space negative
Z#3,id_1,"The space kind of feels like an Alice in Wonderland setting, without the space trying to be that.",space negative
Z#3,id_1,"The space kind of feels like an Alice in Wonderland setting, without it (space) trying to be that.",space negative
1293334,id_2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers positive <sep> food positive <sep> pumkin tortelini positive
1293334,id_2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish pumkin tortelini must be the pumkin tortelini.",beers positive <sep> food positive <sep> pumkin tortelini positive
1293334,id_2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it (pumkin tortelini) must be the pumkin tortelini.",beers positive <sep> food positive <sep> pumkin tortelini positive
1293334,id_1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub positive
1293334,id_1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise Jekyll and Hyde Pub was fantastic.",Jekyll and Hyde Pub positive
1293334,id_1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it (Jekyll and Hyde Pub) was fantastic.",Jekyll and Hyde Pub positive
1719567,id_2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops positive <sep> sauce positive
1719567,id_2,We had the scallops as an appetizer and scallops were delicious and the sauce was wonderful.,scallops positive <sep> sauce positive
1719567,id_2,We had the scallops as an appetizer and they (scallops) were delicious and the sauce was wonderful.,scallops positive <sep> sauce positive
0,0,"So inexcpensive that you'd wonder about the sanity of the owners, if they weren't such good cooks.",owners neutral <sep> cooks positive
0,0,"So inexcpensive that you'd wonder about the sanity of the owners, if owners weren't such good cooks.",owners neutral <sep> cooks positive
0,0,"So inexcpensive that you'd wonder about the sanity of the owners, if they (owners) weren't such good cooks.",owners neutral <sep> cooks positive
0,0,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",waiter neutral <sep> main courses neutral <sep> dish neutral <sep> red pepper hummus positive
0,0,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but waiter were very nice and gave us free red pepper hummus while we waited.",waiter neutral <sep> main courses neutral <sep> dish neutral <sep> red pepper hummus positive
0,0,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they (waiter) were very nice and gave us free red pepper hummus while we waited.",waiter neutral <sep> main courses neutral <sep> dish neutral <sep> red pepper hummus positive
Z#9,id_1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths positive
Z#9,id_1,The boths are not as small as some of the reviews make the boths out to look boths perfect for 2 people.,boths positive
Z#9,id_1,The boths are not as small as some of the reviews make them (boths) out to look they're (boths) perfect for 2 people.,boths positive










