review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
11532,id_3,Ну про 100 р при въезде и плохую дорогу мы знаем...это терпимо.,дорогу negative,"Bueno, unos 100 r en la entrada y una carretera en mal estado, lo sabemos ... es tolerable.",El camino negative
17475,id_4,"Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.",администратора neutral,"Fueron recibidos normalmente (no había sonrisa en el rostro del administrador), fueron acompañados a la mesa.",administrador neutral
16647,id_3,Кухня...это нечто.,Кухня positive,La cocina ... es algo.,Cocina positive
10354,id_5,"Уже через неделю моя подруга вернулась в ""Чебурек"" со своими родными, где они отметили юбилей отца.","""Чебурек"" positive","Una semana después, mi amiga regresó a ""Cheburek"" con su familia, donde celebraron el cumpleaños de su padre.","""Cheburek"" positive"
17999,id_8,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",ресторан positive <sep> место positive <sep> кухня positive <sep> обслуживание negative,"Un gran restaurante, un buen y lo más importante, un lugar bastante rentable y la cocina es muy decente, pero el servicio deja mucho que desear ....",un restaurante positive <sep> un lugar positive <sep> cocina positive <sep> Servicio negative
29321,id_3,Второй этаж просто рай какой-то=),Второй этаж positive,El segundo piso es solo una especie de paraíso =),Segunda planta positive
2073,id_9,Отдельная история - живая музыка.,живая музыка negative,La música en vivo es una historia aparte.,música en vivo negative
36166,id_4,"Живу в другом районе, но с радостью приезжаю именно сюда, да простят меня остальные мексиканские рестораны, за мексиканкой едой, атмосферой и отлично провести вечер!",мексиканкой едой positive <sep> атмосферой positive,"Vivo en otra zona, pero estoy feliz de venir aquí, que me perdonen el resto de los restaurantes mexicanos, por la comida mexicana, el ambiente y que pases una gran velada!",comida mexicana positive <sep> atmósfera positive
9837,id_4,"Интерьер приятный - правда, мне больше понравился первый зал - он более ресторанного типа, а многие любят сидеть во втором, напоминающем по интерьеру греческую таверну.",Интерьер positive <sep> первый зал positive <sep> интерьеру positive,"El interior es agradable, sin embargo, me gustó más el primer salón, es más un tipo de restaurante, y a muchos les gusta sentarse en el segundo, que se asemeja a una taberna griega en su interior.",Interior positive <sep> primer salón positive <sep> interior positive
12467,id_12,"Затем подали сорбет, тоже вкусненько)))",сорбет positive,"Luego se sirvió un sorbete, también delicioso)))",sorbete positive
21716,id_3,Обслуживанием вполне довольны.,Обслуживанием positive,Estamos bastante satisfechos con el servicio.,Servicio positive
11027,id_14,"Готовят очень вкусно , особенно шашлыки и наполеон .(спасибо большое поварам )",шашлыки positive <sep> наполеон positive,"Cocinan muy sabroso, especialmente kebabs y napoleon (muchas gracias a los chefs)",brochetas positive <sep> Napoleón positive
20861,id_3,"На больших экранах транслируется Fashion. приятный, спокойный интерьер для дружеских встреч.",интерьер positive,La moda se transmite en pantallas grandes. ,interior positive
10625,id_9,"Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа.",сервиса negative <sep> официантка negative,"En cuanto al servicio, la camarera se olvidó de nosotros al principio;",Servicio negative <sep> camarera negative
30368,id_9,"Но минус тоже присутствует, коллега под конец вечера захотела десерт и остановила свой выбор на сорбете, но узнав что за 150 рублей она получить 50 гр, то есть один шарик слегка расстроилась.",сорбете negative,"Pero también hay un inconveniente, un colega al final de la noche quería un postre y optó por un sorbete, pero al enterarse de que por 150 rublos obtendría 50 gramos, es decir, una bola estaba un poco molesta.",sorbete negative
1105,id_14,"Это не реклама этого заведения и не какой нибудь пиар, так как не имею никакого отношения к этому заведению.",заведения positive,"Esto no es un anuncio de esta institución o algún tipo de relaciones públicas, ya que no tengo nada que ver con esta institución.",establecimientos positive
11770,id_20,"В общем, ресторан высокого уровня.",ресторан positive,"En general, el restaurante es de alto nivel.",un restaurante positive
1368,id_2,Атмосфера что надо - располагает к веселью и дружескому общению.,Атмосфера positive,"El ambiente es perfecto, propicio para una comunicación divertida y amistosa.",Atmósfera positive
32840,id_13,"Спасибо, ""радио"" за отличный вечер!","""радио"" positive",¡Gracias radio por una gran velada!,"""radio"" positive"
29383,id_3,"Интерьер оставляет желать лучшего, но может быть для такого завидения это нормально.",Интерьер neutral,"El interior deja mucho que desear, pero tal vez esté bien para un establecimiento así.",Interior neutral
18148,id_0,Подруга очень рекомендовала это место.,место positive,Un amigo recomendó mucho este lugar.,un lugar positive
18430,id_2,"В целом заведение понравилось, и обстановка, и интерьер, и меню.",заведение positive <sep> обстановка positive <sep> интерьер positive <sep> меню positive,"En general, me gustó la institución, la decoración, el interior y el menú.",institución positive <sep> situación positive <sep> interior positive <sep> menú positive
33538,id_3,"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!",Империю positive <sep> залы positive <sep> танцпол positive <sep> живая музыка positive <sep> обстановкой positive,"Como resultado, me gustaría recomendar ""Empire"" no solo como un restaurante para celebrar bodas, cumpleaños (hermosas salas grandes, cómoda pista de baile, música en vivo que definitivamente te gustará), ¡sino también como un lugar con un ambiente romántico y acogedor!",El imperio positive <sep> pasillos positive <sep> pista de baile positive <sep> música en vivo positive <sep> configuración positive
33598,id_9,"Комплименты от шеф-повара, салаты, закуски, горячие блюда оригинальны и великолепны.",Комплименты от шеф-повара positive <sep> салаты positive <sep> закуски positive <sep> горячие блюда positive,"Elogios del chef, ensaladas, bocadillos, platos calientes son originales y magníficos.",Felicitaciones del chef positive <sep> ensaladas positive <sep> meriendas positive <sep> platos calientes positive
2965,id_7,"Кухня порадовала разнообразием,хорошим,информативным меню,по которому легко можно было выбрать блюдо на любой вкус,так как представлена японская,русская ,грузинская кухня.",Кухня positive <sep> меню positive,"La cocina me complació con una variedad, un menú bueno e informativo, según el cual fue fácil elegir un plato para todos los gustos, ya que se presenta la cocina japonesa, rusa y georgiana.",Cocina positive <sep> menú positive
1563,id_1,"Много о нем слышала, но ни разу не была , а тут случай подвернулся… Мы заняли столик, официант подошел буквально через пару минут.",официант positive,"Escuché mucho sobre él, pero nunca lo había estado, y luego apareció una oportunidad ... Tomamos una mesa, el camarero se acercó literalmente un par de minutos después.",mesero positive
19817,id_7,"Конечно, хотелось бы чуть больше ассортимента роллов, но те, что есть, очень нравятся.",роллов positive <sep> роллов negative,"Por supuesto, me gustaría un poco más de surtido de rollos, pero me gustan mucho los que lo son.",rollos positive <sep> rollos negative
21856,id_12,Отдельное СПАСИБО за песню)))))),песню positive,GRACIAS especiales por la canción)))))),una canción positive
10985,id_3,"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!",китайским интерьером negative <sep> диванчики negative <sep> скатерти на столах negative <sep> интерьера negative,"Me sorprendió gratamente el ""interior chino"": sofás como en un bistró, manteles en mesas como un comedor, lámparas / candelabros europeos, en general, en términos del interior, ¡no hay absolutamente ningún chino!",Interior chino negative <sep> sofás negative <sep> manteles en mesas negative <sep> interior negative
34956,id_0,"На днях, в командировку, приезжали коллеги по работе и мы, вчетвером, забрели в этот замечательный ресторанчик на Каменоостровском.",ресторанчик positive,"El otro día, en un viaje de negocios, vinieron colegas del trabajo y los cuatro entramos en este maravilloso restaurante en Kamenoostrovsky.",restaurante positive
33838,id_15,"Официанты в массе своем мужчины, как рассказывают это фишка суши, позволяющая увеличить быстроту обслуживания.",Официанты positive,"Los camareros son en su mayoría hombres, ya que dicen que se trata de un chip de sushi que permite aumentar la velocidad del servicio.",Camareros positive
15335,id_4,"Еда была очень вкусной, порции оказались большими!!!!!",Еда positive <sep> порции positive,"La comida era muy sabrosa, las raciones eran geniales!",Comida positive <sep> porciones positive
1563,id_5,"Если уж паб, то пусть бы он оставался пабом… Но на свой страх и риск, я не удержалась от соблазна и заказала мои любимые суши, хотя много раз зарекалась… Если особо не придираться, то суши, в общем то были обычными, но.. как то чуть –чуть недотягивали до уровня чтобы ими можно было действительно наслаждаться.",паб negative <sep> суши neutral,"Si es un pub, que siga siendo un pub ... Pero por mi cuenta y riesgo, no pude resistir la tentación y pedí mi sushi favorito, aunque renuncié muchas veces ... como algo un poco por debajo del nivel para que realmente puedan disfrutar.",un pub negative <sep> Sushi neutral
35613,id_0,Очень не понравилось обслуживание!,обслуживание negative,¡No me gustó mucho el servicio!,Servicio negative
27169,id_6,"Интерьер средневекового замка, обстановка, обслуживание превзошли все ожидания.",Интерьер positive <sep> обстановка positive <sep> обслуживание positive,"El interior del castillo medieval, el mobiliario, el servicio superó todas las expectativas.",Interior positive <sep> situación positive <sep> Servicio positive
18518,id_2,"Официанты очень подготовленные, могут рассказать, что из чего готовиться, как подаётся.",Официанты positive,"Los camareros están muy preparados, pueden decirte de qué cocinar, cómo se sirve.",Camareros positive
10942,id_5,"Есть и восточные блюда, и европейские, и японские.",блюда positive,"Hay platos orientales, europeos y japoneses.",platos positive
2345,id_13,"Обязательно будем заходить к вам по всем поводам, и без оных, и конечно будем рекомендовать ваш ресторан всем своим друзьям!",ресторан positive,"Definitivamente te visitaremos en todas las ocasiones, y sin ellas, ¡y por supuesto recomendaremos tu restaurante a todos nuestros amigos!",un restaurante positive
1105,id_7,"Порции большие, красивые тарелки, хорошее обслуживание.",Порции positive <sep> тарелки positive <sep> обслуживание positive,"Las raciones son grandes, buenos platos, buen servicio.",Porciones positive <sep> platos positive <sep> Servicio positive
16714,id_3,"Салат сочный и вкусный, баранина и овощи очень достойные.",Салат positive <sep> баранина positive <sep> овощи positive,"La ensalada es jugosa y sabrosa, el cordero y las verduras son muy decentes.",Ensalada positive <sep> Carne de cordero positive <sep> verduras positive
1105,id_5,"Поели рибай, после чего сделали вывод, что он был лучше, чем в некоторых стейк-хаусах.",рибай positive,Se comieron el chuletón y luego concluyeron que era mejor que algunos de los asadores.,chuletón positive
1515,id_1,"В ресторан МИСО на московском ходим с коллегами обедать практически каждый день, обычно компания 5-6 человек, до этого инцидента мы были очень довольны кухней и обслуживанием, прекрасный интерьер и атмосфера, но в очередной наш ланч был добавлен человеческий волос!!!!!!",кухней positive <sep> обслуживанием positive <sep> интерьер positive <sep> атмосфера positive <sep> ланч negative,"Vamos al restaurante MISO en Moscú con colegas a cenar casi todos los días, generalmente una compañía de 5-6 personas, antes de este incidente estábamos muy contentos con la cocina y el servicio, el maravilloso interior y el ambiente, pero en nuestro próximo almuerzo un ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡",cocina positive <sep> Servicio positive <sep> interior positive <sep> atmósfera positive <sep> comida negative
6668,id_14,"Так что, у нас есть повод придти в квартиру еще раз!",квартиру positive,"Entonces, ¡tenemos una razón para volver al apartamento!",Departamento positive
33598,id_5,"Предложили хлеб на выбор ( в дальнейшем за вечер неоднократно подходил молодой человек и предлагал хлеб ""какой желаете"") и три вида масла.",молодой человек positive,"Ofrecieron una selección de pan (más tarde en la noche, un joven se acercó repetidamente y ofreció pan ""lo que quisieras"") y tres tipos de mantequilla.",hombre joven positive
10847,id_4,Администратор и официанты весьма вежливы.,Администратор positive <sep> официанты positive,La recepcionista y los camareros son muy amables.,Administrador positive <sep> camareros positive
19383,id_5,"Заказали: отварные креветки - креветки, как креветки, но какие-то слишком маленькие (240 руб.), салат ""Салмон"" с лососем, неплохой, но пресноват, соуса явно не хватает, кольца кальмара в кляре - под пиво нормально, мясные чипсы из говядины - вкусно, Рагу - вкусно, но больше напоминало бульон с мясом, королевские креветки с соусом - очень вкусное блюдо(599 руб.), к сожалению не все цены помню.","отварные креветки neutral <sep> салат ""Салмон"" с лососем neutral <sep> соуса negative <sep> кольца кальмара в кляре neutral <sep> мясные чипсы из говядины positive <sep> Рагу positive <sep> королевские креветки с соусом positive","Ordenado: camarones hervidos - camarones, como camarones, pero algunos son demasiado pequeños (240 rublos), ensalada de salmón con salmón, no está mal, pero fresco, obviamente no hay suficiente salsa, anillos de calamar rebozados - bien con cerveza, chips de carne carne de res - delicioso , guiso - delicioso, pero más como caldo con carne, langostinos con salsa - un plato muy sabroso (599 rublos), lamentablemente no recuerdo todos los precios.",camarones hervidos neutral <sep> Ensalada de salmón con salmón neutral <sep> salsa negative <sep> aros de calamar rebozados neutral <sep> chips de carne de res positive <sep> Guiso positive <sep> langostinos con salsa positive
16274,id_4,"Заказала я салат,большую порцию,как ни странно его принесли в большом количестве,из горячего заказала стейк из телятины,мясо было мягким и сочным,и конечно же мое самое любимое это десерт,заказала тирамису,и правильно сделала,очень вкусный десерт.",салат positive <sep> стейк из телятины positive <sep> мясо positive <sep> тирамису positive <sep> десерт positive,"Pedí una ensalada, una ración grande, curiosamente, la trajeron en grandes cantidades, pedí bife de ternera al caliente, la carne estaba blanda y jugosa, y por supuesto mi favorito es este postre, pedí tiramisú, y lo hice lo correcto, un postre muy sabroso.",ensalada positive <sep> filete de ternera positive <sep> carne positive <sep> Tiramisu positive <sep> postre positive
20784,id_8,"Шашлык свежий, тает, никакого жира и костей.",Шашлык positive,"El kebab es fresco, se derrite, sin grasa ni huesos.",Shashlik positive
3647,id_11,Интерьер тоже очень оригинальный.,Интерьер positive,El interior también es muy original.,Interior positive
33252,id_8,"Молодцы, ребята, за такое обслуживание не жалко и чаевые оставлять.",обслуживание positive,"Bien hecho, chicos, no es una lástima dejar una propina por un servicio así.",Servicio positive
28710,id_6,"Интерьер,конечно, поражает сразу, уже на улице все очень мило хорошенькая елочка и туи,фонарики новогоднее настроение, внутри уютно и шикарно,мягкие диваны,свечи, белый рояль.",Интерьер positive <sep> елочка positive <sep> туи positive <sep> фонарики positive <sep> диваны positive <sep> свечи positive <sep> белый рояль positive,"El interior, por supuesto, sorprende a la vez, ya en la calle todo es muy lindo, un bonito árbol de Navidad y tuya, linternas de ambiente de Año Nuevo, en el interior es acogedor y elegante, sofás suaves, velas, un piano blanco.",Interior positive <sep> espina de pescado positive <sep> thuja positive <sep> linternas positive <sep> sofás positive <sep> velas positive <sep> piano blanco positive
18372,id_5,"Особенно мне понравился шашлык из курицы и салат ""Розана"" всем советую попробовать.","шашлык из курицы positive <sep> салат ""Розана"" positive","Me gustó especialmente el kebab de pollo y la ensalada ""Rosana"", les aconsejo a todos que la prueben.","Kebab de pollo positive <sep> Ensalada ""Rosana"" positive"
31963,id_1,"Проходите в один из четырех залов, а далее как обычно: усаживаетесь, ждете официанта (благо он приходит достаточно быстро), заказываете еду и ждете минут 15-20.",официанта neutral,"Vaya a uno de los cuatro pasillos, y luego, como de costumbre: siéntese, espere al camarero (afortunadamente, viene lo suficientemente rápido), pida comida y espere 15-20 minutos.",mesero neutral
36205,id_13,Принесенные блюда тоже очень понравились!!!(повару за это отдельное спасибо!!!),блюда positive,¡¡¡También me gustaron los platos traídos !!! (¡¡¡gracias especiales al chef por esto !!!),platos positive
16137,id_1,"Ну во-первых, хочется отметить одно маленькое разочарование, которое меня охватило сразу же: интерьер.",интерьер negative,"Bueno, en primer lugar, quisiera señalar una pequeña decepción que se apoderó de mí de inmediato: el interior.",interior negative
18148,id_5,"А вот в последующие разы я была разочарована: свободных мест почти не бывает, официанты ничего не успевают, десертов в наличии практически не бывает...",свободных мест negative <sep> официанты negative <sep> десертов negative,"Pero las siguientes veces me decepcionó: casi no hay asientos vacíos, los camareros no tienen tiempo para nada, prácticamente no hay postres disponibles ...",lugares libres negative <sep> camareros negative <sep> postres negative
33621,id_2,"Все по порядку, банкетное меню 2000 на человека, дело было не в цене, хотелось просто видеть богатый стол, администратор уверила, что этого вполне достаточно, хотя у нас было меню на 18 человек, а двое не смогли прийти и сумма заказа была больше чем 2000 на человека и все равно еды было мало!",еды negative,"Todo en orden, menú de banquete 2000 por persona, no se trataba del precio, solo quería ver una mesa rica, el administrador aseguró que esto era suficiente, aunque teníamos un menú para 18 personas, y dos no podían venir y el La cantidad de la orden era más de 2000 por persona y todavía había poca comida.",comida negative
13252,id_10,"Обслуживания все те три раза, что мы там были, также было безупречным.",Обслуживания positive,El servicio también fue impecable las tres veces que fuimos.,Servicios positive
27169,id_14,"Отмечу также как человек, увлекающийся фотографией,что фотографии на фоне этого замечательного средневекового интерьера получаются просто фантастические!",интерьера positive,"También me gustaría señalar, como persona aficionada a la fotografía, que las fotografías en el contexto de este maravilloso interior medieval son simplemente fantásticas.",interior positive
3480,id_4,Порции не маленькие и наедаешься очень хорошо!,Порции positive,¡Las raciones no son pequeñas y se come muy bien!,Porciones positive
17009,id_5,"Когда я спросила у официанта, столько еще ожидать наш заказ, на что прозвучал ответ: ""ну, не знаю может минут через 10, у нас банкет внизу и повара не успевают......."", на что я сказала, что Вас это не оправдывает, или надо было предупредить.",официанта negative,"Cuando le pregunté al camarero cuánto más esperar nuestro pedido, a lo que sonó la respuesta: ""Bueno, no sé, tal vez en 10 minutos, tenemos un banquete abajo y los cocineros no tienen tiempo ... .... "", a lo que dije que esto no te disculpa, o debiste haber sido advertido.",mesero negative
19383,id_4,"Пиво вкусное, есть из чего выбрать.",Пиво positive,"La cerveza es deliciosa, hay mucho para elegir.",Cerveza positive
12943,id_2,"И место на диванчиках нашлось, и официантка очень приветливая, но ненавязчивая, интерьер приятный, живая музыка тоже расслабляет, вполне и под нее можно вести беседу.",официантка positive <sep> интерьер positive <sep> живая музыка positive,"Y había un lugar en los sofás, y la camarera es muy amable, pero discreta, el interior es agradable, la música en vivo también es relajante, es muy posible mantener una conversación debajo.",camarera positive <sep> interior positive <sep> música en vivo positive
12270,id_13,"Принесли на углях с картошечкой ..ммм.. действительно ,очень вкусно. ..и вино, несмотря на то,что девушка толком не смогла объяснить что за вино, ограничилась лишь ""ну оно хорошее""..да,белое полусладкое очень впечатлило))",на углях с картошечкой positive <sep> вино positive <sep> девушка negative <sep> белое полусладкое positive,"Traído al carbón con patatas .. mmm .. realmente, muy sabroso. ",sobre brasas con patatas positive <sep> vino positive <sep> mujer joven negative <sep> blanco semidulce positive
23369,id_13,Салат оказался приправлен слишком острым соусом.,Салат negative <sep> соусом negative,La ensalada resultó estar sazonada con salsa demasiado picante.,Ensalada negative <sep> salsa negative
25861,id_1,Красивый интерьер - сидели у окна за столиком с диванчиками.,интерьер positive,Bonito interior: nos sentamos junto a la ventana en una mesa con sofás.,interior positive
3231,id_4,"Особенно хочу отметить официанта Елену, к сожалению фамилию не знаю, которая обслуживала стол жениха и невесты!))))",официанта positive,"Especialmente quiero señalar a la camarera Elena, lamentablemente no sé el apellido, ¡que sirvió la mesa de los novios!))))",mesero positive
32442,id_2,"Гостей вместе с нами было 47 человек, в зале было свободно и места для танцев, о котором я очень переживала, было предостаточно.",зале positive <sep> места для танцев positive,"Había 47 invitados con nosotros, el salón estaba libre y había mucho espacio para bailar, lo cual me preocupaba mucho.",sala positive <sep> lugares para bailar positive
23878,id_8,Столики есть на любой вкус и с диванами и у окна и напротив сцены.,Столики positive,Hay mesas para todos los gustos y con sofás y en la ventana y frente al escenario.,Mesas de café positive
11116,id_3,Да и по вкусу пицца оставляет желать лучшего.,пицца negative,Y el sabor de la pizza deja mucho que desear.,Pizza negative
10778,id_0,"Для меня ответ на вопрос ""Стоит ли идти в этот ресторан?"" -однозначный.",ресторан positive,"Para mí, la respuesta a la pregunta ""¿Vale la pena ir a este restaurante?"" ",un restaurante positive
21574,id_8,Уже порекомендовала это заведение всем друзьям.,заведение positive,Ya he recomendado este lugar a todos mis amigos.,institución positive
33798,id_9,"Официанты внимательные, но ненавящивые.",Официанты positive,Los camareros son atentos pero odiosos.,Camareros positive
10825,id_0,"Побывали впервые в День всех влюбленных в этом ресторане,уж очень понравился видео ролик этого ресторана и мы решили сходить.",ресторана positive,"Visitamos este restaurante por primera vez el día de San Valentín, nos gustó mucho el videoclip de este restaurante y decidimos ir.",restaurante positive
11267,id_2,По-поводу самой еды - ни одно блюдо восхищения не вызвало.,еды neutral <sep> блюдо neutral,"En cuanto a la comida en sí, ni un solo plato despertó admiración.",comida neutral <sep> plato neutral
36205,id_14,"Лосось просто таял во рту, салат Цезарь вообще вне всяких похвал!",Лосось positive <sep> салат Цезарь positive,"El salmón se acaba de derretir en mi boca, ¡la ensalada César generalmente está más allá de los elogios!",Salmón positive <sep> ensalada César positive
2747,id_4,Хорошая вентиляция и меньше народу.,вентиляция positive,Buena ventilación y menos gente.,ventilación positive
1515,id_5,"Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.",заведение negative,No creo que en un futuro cercano mis colegas o yo tengamos el deseo de visitar esta institución.,institución negative
35501,id_5,Официантки вежливые и приветливые.,Официантки positive,Las camareras son amables y acogedoras.,Camareras positive
2616,id_1,"Как было сказано: ""Самые вкусные суши в городе!"", так и получилось.",суши positive,"Como se dijo: ""¡El sushi más delicioso de la ciudad!"", Y así sucedió.",Sushi positive
21399,id_6,Также пробовали суп-пюре из белых грибов (чудесно) и салат с креветками (очень вкусно).,суп-пюре из белых грибов positive <sep> салат с креветками positive,También probé sopa de hongos porcini (maravillosa) y ensalada de camarones (muy sabrosa).,sopa de puré de hongos porcini positive <sep> ensalada con camarones positive
36589,id_2,"Ресторан очень уютный, вид из окон шикарный на центр города.",Ресторан positive <sep> вид из окон positive,"El restaurante es muy acogedor, la vista desde las ventanas es preciosa al centro de la ciudad.",Un restaurante positive <sep> vista desde las ventanas positive
2747,id_8,"Из блюд, которые брала, больше всего понравился салат ""Кавказский"" - нежный с оригинальной кислинкой грейпфрута.","салат ""Кавказский"" positive <sep> грейпфрута positive","De los platos que tomé, me gustó más la ensalada ""caucásica"", tierna con la acidez original de la toronja.","ensalada ""Caucásica"" positive <sep> pomelo positive"
22386,id_2,"По меню: Ценник выше среднего Небольшой выбор салатов Из блюд компаний перепробовали: соленья, кармашки с грибами и рыбой, жареный камамбер, шашлык из свинины, свинину с моцареллой и грибами, угря.",меню negative <sep> салатов negative,"Para el menú: El precio está por encima de la media Una pequeña selección de ensaladas De los platos de las empresas que probamos: encurtidos, bolsitas con champiñones y pescado, camembert frito, pinchito de cerdo, cerdo con mozzarella y champiñones, anguila.",menú negative <sep> ensaladas negative
10985,id_8,Конечно посуда и сервировка стола могли бы быть и получше.,посуда negative <sep> сервировка negative,"Por supuesto, los platos y la mesa podrían ser mejores.",platos negative <sep> servicio negative
20086,id_6,"Несколько удивило огромное количество обслуживающего персонала в пересчете на кв.м. и посетителя, наш стол обслуживало двое, хотя нас было за столом всего 5 чел.",обслуживающего персонала neutral,Me sorprendió un poco la gran cantidad de personal de servicio por metro cuadrado. ,personal de servicio neutral
11116,id_9,"Причем начиная от официанток, заканчивая администраторами.",официанток negative <sep> администраторами negative,Y desde camareras hasta administradoras.,camareras negative <sep> administradores negative
31778,id_6,Еще там очень пикольный бармен- внешне напоминает повара из мультиков!,бармен positive,También hay un camarero de picnic: ¡parece un cocinero de dibujos animados!,barman positive
13912,id_4,"Стулья в зале для некурящих европейские, очень удобные, в отличии от другого зала, где они выполнены в китайском стиле, но сидеть на них не удобно.",Стулья positive <sep> зала negative,"Las sillas de la habitación de no fumadores son europeas, muy cómodas, a diferencia de la otra habitación, donde están hechas al estilo chino, pero no es cómodo sentarse en ellas.",Sillas positive <sep> sala negative
18003,id_14,качество вин тоже порадовало.,вин positive,la calidad de los vinos también fue buena.,vinos positive
11532,id_8,"Кушали цезарь с тунцом (очень вкусный тунец), суп-пюре картофельный (после которого в качестве, видимо, комплимента подали ягодный сорбет) и пасту с морепродуктами - все очень вкусно.",цезарь с тунцом positive <sep> тунец positive <sep> суп-пюре картофельный positive <sep> ягодный сорбет positive <sep> пасту с морепродуктами positive,"Comimos César con atún (atún muy sabroso), sopa de puré de papas (después de lo cual, aparentemente, se sirvió un sorbete de bayas como complemento) y pasta con mariscos, todo está muy sabroso.",césar con atún positive <sep> atún positive <sep> sopa de puré de papa positive <sep> sorbete de Berry positive <sep> pasta con mariscos positive
