review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
18430,id_4,Cons: it seemed that the music was playing too loud; ,music negative,25-30,"Минусы: показалось, что слишком громко играла музыка; отсутствие подсветки над столом(хотя над некоторыми другими свет все же был), из-за чего пришлось подсвечивать меню телефоном и наверное главный минус для меня-это то, что в таком большом заведении не оказалось место для гардероба, вследствие чего наши куртки постоянно падали на пол с дивана.",музыка negative <sep> подсветки над столом negative <sep> заведении negative <sep> гардероба negative
16151,id_15,Brought directly in a frying pan baked with cheese and tomatoes.,cheese positive <sep> tomatoes positive,44-50 <sep> 55-63,Приносят прямо на сковородке запеченная под сыром и помидорами.,сыром positive <sep> помидорами positive
16761,id_8,"We were served by a young man, and I must say that he served so they did not want to leave later)))",young man positive,20-29,"Нас обслуживал молодой человек, и надо сказать, что обслуживал так что уходить потом не хотели)))",молодой человек positive
24713,id_15,"The wedding, of course, was fun, but the quality of the food did not decorate it.",food negative,56-60,"Свадьба, конечно, прошла весело, но качество еды ее не украсило.",еды negative
20397,id_5,"Raspberry ""Aptekarskoe"" is very original!","Raspberry ""Aptekarskoe"" positive",0-23,"Малиновое ""Аптекарское"" - очень оригинально!","Малиновое ""Аптекарское"" positive"
3705,id_7,"Nice interior, were on the second floor by the window.",interior positive,5-13,"Красивый интерьер, были на втором этаже у окна.",интерьер positive
26152,id_5,"Brick walls, solid furniture, modern interior ...",furniture positive <sep> interior positive,19-28 <sep> 37-45,"Кирпичные стены, добротная мебель, современный интерьер...",мебель positive <sep> интерьер positive
36017,id_7,"But, at the same time, the cuisine in it is excellent, all the dishes there are exquisite and very tasty.",dishes positive,63-69,"Но, в то же время кухня в нем превосходная, все блюда там изысканные и очень вкусные.",кухня positive <sep> блюда positive
21574,id_6,"For some reason, the pork was uncooked.",Pork negative,21-25,Свинина почему-то была непрожарена.,Свинина negative
23369,id_14,"The wine turned out to be very expensive, so I had to make do with beer and a rather tasty homemade fruit drink.",Wine negative <sep> homemade fruit drink positive,4-8 <sep> 91-111,"Вино оказалось очень дорогим,поэтому пришлось обойтись пивом и довольно вкусным домашним морсом.",Вино negative <sep> домашним морсом positive
25709,id_9,Quite pleasant quiet music and light twilight.,music positive <sep> twilight neutral,21-26 <sep> 37-45,Довольно приятная негромкая музыка и легкий полумрак.,музыка positive <sep> полумрак neutral
2747,id_4,Good ventilation and fewer people.,ventilation positive,5-16,Хорошая вентиляция и меньше народу.,вентиляция positive
33252,id_4,"The first time I tried freshly brewed beer, now, probably, I will never again be able to drink ordinary draft beer, and bottled beer - all the more so :))",freshly brewed beer positive,23-42,"Первый раз попробовал свежесваренное пиво, теперь, наверное, никогда больше не смогу пить обычное разливное, а бутылочное - так тем более :))",свежесваренное пиво positive
18780,id_3,"I haven't met such rolls like in this cafe anywhere else, I go here specially from the other end of the city, but this justifies, in general, the institution is not bad about a year ago, without ordering a table, there were no seats, and this is even on weekdays, now there is practically ",rolls positive <sep> institution positive,19-24 <sep> 146-157,"Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.",роллов positive <sep> заведение positive <sep> веранда positive
28275,id_2,Very polite waitresses who meet all guests at the entrance.,waitresses positive,12-22,"Очень вежливые официантки, встречающие всех гостей сразу у входа.",официантки positive
26330,id_10,Everything was great in this beer bar !!!!,beer bar positive,29-37,Всё было замечательно в этом пивном баре!!!!,пивном баре positive
10942,id_8,Loved the hookah.,hookah positive,10-16,Очень понравился кальян.,кальян positive
36407,id_12,It's good that we now have such a place in our area.,a place positive,32-39,"Хорошо,что есть теперь такое место у нас в районе.",место positive
33798,id_2,"A very varied menu, have not tried everything so far.",menu positive,14-18,"Очень разнообразное меню, до сих пор всё не перепробовали.",меню positive
26887,id_9,Asked to come to us or the manager or another administrator.,manager negative <sep> administrator negative,27-34 <sep> 46-59,Попросили подойти к нам или управляющего или другого администратора.,управляющего negative <sep> администратора negative
33520,id_3,"Good food and service, pleasant atmosphere.",service positive <sep> atmosphere positive,14-21 <sep> 32-42,"Хорошая кухня и обслуживание, приятная атмосфера.",кухня positive <sep> обслуживание positive <sep> атмосфера positive
2013,id_0,The Atlantis restaurant has been one of the most pleasant and cozy places for many years.,Atlantis Restaurant positive,4-23,Ресторан Атлантис остается на протяжении многих лет одним из самых приятных и уютных мест.,Ресторан Атлантис positive
13912,id_4,"The chairs in the non-smoking room are European, very comfortable, in contrast to the other room, where they are made in the Chinese style, but it is not comfortable to sit on them.",Chairs positive,4-10,"Стулья в зале для некурящих европейские, очень удобные, в отличии от другого зала, где они выполнены в китайском стиле, но сидеть на них не удобно.",Стулья positive <sep> зала negative
33622,id_3,"The hall is very bright, cozy, there is a hotel area where you could sit and rest from dancing.",Hall positive,4-8,"Зал очень яркий, уютный, есть отельная зона, где можно было посидеть отдохнуть от танцев.",Зал positive
11770,id_2,Good service.,service positive,5-12,Хорошее обслуживание.,обслуживание positive
3231,id_4,"I especially want to note the waiter Elena, unfortunately I don’t know the last name, who served the table of the bride and groom!))))",waiter positive,30-36,"Особенно хочу отметить официанта Елену, к сожалению фамилию не знаю, которая обслуживала стол жениха и невесты!))))",официанта positive
10625,id_7,"The interior is calm, tastefully done, but without any special frills.",Interior neutral,4-12,"Интерьер спокойный, сделано со вкусом, но без особых изысков.",Интерьер neutral
28275,id_8,"Delicious signature rolls, unexpectedly (for a Japanese restaurant) large portions of hot.",rolls positive <sep> portions of hot positive,20-25 <sep> 74-89,"Потрясающе вкусные фирменные роллы, неожиданно (для японского ресторана) большие порции горячего.",роллы positive <sep> порции горячего positive
1427,id_7,"A young man brought us an order, literally 20 minutes later it was hotter. And also live music began.",young man positive <sep> live music positive,2-11 <sep> 84-94,"Принес нам заказ молодой человек,буквально через минут 20 горячее.а еще и живая музыка началась.",молодой человек positive <sep> живая музыка positive
1105,id_13,And in this institution there have never been disappointments for all the time - I'm not lying!,institution positive,12-23,А в этом заведении ни разу не было разочарований за все время-не вру!,заведении positive
33252,id_7,"Our table was served by several waiters at once, so that all dishes and drinks were taken out very quickly, dirty dishes and ashtrays also disappeared from the table at lightning speed and were replaced with clean ones.",waiters positive,32-39,"Наш стол обслуживали сразу несколько официантов, так что все блюда и напитки выносились очень оперативно, грязная посуда и пепельницы тоже исчезали со стола молниеносно и заменялись на чистое.",официантов positive
29350,id_2,"Slightly uncomfortable, from a large space and not much cool (in winter), but in summer - these are super views from the window !!! ",large space negative <sep> views from the window positive,31-42 <sep> 106-127,"Слегка не уютно, от большого пространства и не много прохладно(зимой), но летом - это супер виды из окна!!! 3.",большого пространства negative <sep> виды из окна positive
2747,id_8,"Of the dishes I took, I liked the ""Caucasian"" salad the most - tender with the original sourness of grapefruit.",grapefruit positive,100-110,"Из блюд, которые брала, больше всего понравился салат ""Кавказский"" - нежный с оригинальной кислинкой грейпфрута.","салат ""Кавказский"" positive <sep> грейпфрута positive"
22970,id_1,"the place is a lot, and the view from the window is good.",view from the window positive,28-48,"места мнооооого, и вид из окна хороший.",места positive <sep> вид из окна positive
1515,id_4,"Of course I was offered to replace the dish, but there was no more desire!",dish negative,39-43,"Конечно мне предложили заменить блюдо, но желание есть больше не было!",блюдо negative
36381,id_2,"Service ""at the level"".",Service neutral,0-7,"Обслуживание ""на уровне"".",Обслуживание neutral
15159,id_6,"As before - the food is delicious, the prices are decent.",food positive,16-20,"Как и раньше - еда вкусная, цены достойные.",еда positive
10847,id_4,The receptionist and waiters are very polite.,waiters positive,21-28,Администратор и официанты весьма вежливы.,Администратор positive <sep> официанты positive
34232,id_8,"The steak was exactly a steak, not a piece of fried meat.",Steak positive,4-9,"Стейк был именно стейком, а не куском жаренного мяса.",Стейк positive
18220,id_5,"In short, subdued light, calm music, nice and caring staff - did their job - made you relax)))).",music positive <sep> staff positive,30-35 <sep> 53-58,"Короче, приглушенный свет, спокойная музыка, милый и заботливый персонал - сделали свое дело - заставили расслабиться)))).",приглушенный свет positive <sep> музыка positive <sep> персонал positive
32856,id_4,"The atmosphere in the restaurant is generally very pleasant and homely, dirty plates disappeared from the table imperceptibly, all the staff are pleasant and smiling guys.",staff positive,135-140,"Обстановка в ресторане вообще очень приятная и домашняя, грязные тарелки исчезали со стола незаметно, весь персонал приятные и улыбчивые ребята.",Обстановка positive <sep> персонал positive
21856,id_1,"I called to book a table, answered a nice young man Eugene, booked us a table taking into account all our wishes, for which he has a special huge THANK YOU !!!!!!",young man positive,42-51,"Позвонила заказать столик,ответил приятный молодой человек Евгений,забронировал нам столик учитывая все наши пожелания,за что ему отдельное огромное СПАСИБО!!!!!!",молодой человек positive
27040,id_6,"Ordered snacks, wings, cheese balls, fruits, I liked everything very much !!!",cheese balls positive <sep> fruits positive,23-35 <sep> 37-43,"Заказывали закуски-крылья, сырные шарики, фрукты-все очень понравилось!!!",закуски-крылья positive <sep> сырные шарики positive <sep> фрукты positive
2747,id_16,"Fruit drink - from natural cranberries, like homemade.",Fruit drink - from natural cranberries positive,0-38,"Морс - из натуральной клюквы, как домашний.",Морс - из натуральной клюквы positive
16137,id_6,"Secondly: There was no meeting of guests in the restaurant, we stood waiting ... we looked around, a couple of waiters were doing their business ...",waiters negative,111-118,"Во-вторых: Встреча гостей в ресторане- отсутствовала, мы стояли ждали...оглядывались, пару официантов делали свои дела...",Встреча гостей negative <sep> официантов negative
36017,id_9,"The dish was the most delicate, melted in your mouth!",Dish positive,4-8,"Блюдо было нежнейшим, таяло во рту!",Блюдо positive
10985,id_9,"Regarding the service - the waitress did not greet, did not have time to sit down - she came for the order, though the dishes were taken out quickly, but the bill had to wait ... despite the fact that besides us, only 2 more tables were occupied.",waitress negative,28-36,"По поводу сервиса - официантка не здоровалась, не успели сесть - пришла за заказом,правда блюда вынесли быстро, но счет пришлось ждать....при том, что кроме нас было занято всего 2 столика еще.",официантка negative
6668,id_15,"I want to say a big thank you to the restaurant ""night staff"" who made our late dinner so enjoyable!",night staff positive,49-60,"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!",ночному персоналу positive
34889,id_6,"A variety of dishes, the waiters are competent, they will name the ingredients, advise something in accordance with your food preferences.",dishes positive <sep> waiters positive,13-19 <sep> 25-32,"Разнообразие блюд, официанты компетентные, назовут ингредиенты, посоветуют что- то в соответствии с вашими предпочтениями в еде.",блюд positive <sep> официанты positive
354,id_13,The husband also ordered khinkali (after Chikhirtma) and said that it was possible to take one portion for two.,khinkali positive,25-33,"Муж тоже заказывал хинкали(после Чихиртмы) и сказал, что можно было взять одну порцию на двоих.",хинкали positive
11116,id_11,"Only a young man pleased us, he smiled all the time and although he did not serve our table, he did not count it as work and cleaned the dishes as he passed us.",young man positive,7-16,"Порадовал только молодой человек, все время улыбался и хотя не он обслуживал наш столик, но не считал за труд и убирал посуду проходя мимо нас.",молодой человек positive
20861,id_11,I managed to eat the soup well.,soup neutral,21-25,Хорошо супчик успела съесть.,супчик neutral
1368,id_17,"At the prices, by the way, everything is also normal - average for such establishments, not overpriced as in many.",establishments neutral,72-86,"По ценам, кстати, тоже нормально все – средние для подобных заведений, не завышенные как у многих.",заведений neutral
32692,id_5,"I would like to note the interior - stylish, warm and cozy.",interior positive,25-33,"Хочу отметить интерьер - стильный, теплый и уютный.",интерьер positive
28612,id_2,"Large selection of dishes, excellent and fast cooking.",dishes positive,19-25,"Большой выбор блюд, готовят отлично и быстро.",выбор блюд positive <sep> блюд positive
33405,id_5,"The food is sooooo tasty) the advertised shawarma turned out to be beyond praise) I just really wanted to eat it lately, but it was very scary to buy in stalls near the metro, so I was pleased with my choice))) the guys ate vegetable salad with crab and shrimps, steak ",Food positive <sep> shawarma positive <sep> salad positive <sep> steak positive,4-8 <sep> 41-49 <sep> 234-239 <sep> 263-268,"Еда оооочень вкусная)разрекламированная шаверма оказалась выше всяких похвал) мне как раз последнее время очень хотелось ее поесть, но покупать в ларьках около метро очень боязно было, поэтому я осталась довольна своим выбором)))ребята ели салат овощной с крабом и креветками, стейк из говядины с пюре - салат прекрасен, стейк еще лучше)",Еда positive <sep> шаверма positive <sep> салат positive <sep> стейк positive
12270,id_7,"I chose a hall for discos, the music is quiet, if they can make it quieter .. I really liked the comfortable sofas and table setting ..",music positive <sep> sofas positive <sep> table setting positive,31-36 <sep> 109-114 <sep> 119-132,Выбрала зал для дискотек-музыка негромкая-если что могут сделать потише..очень понравились удобные диванчики и сервировка стола..,музыка positive <sep> диванчики positive <sep> сервировка стола positive
18780,id_4,"In terms of prices, I can say so if you eat rolls and some other dish, dessert, cold drinks, then you get 1450-1750 rubles per person, but not everyone can eat so much food, so be guided by a large appetite, or maybe 750 rubles. ",food neutral,168-172,"По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р. хватить вполне.",еды neutral
26887,id_4,"After 20 minutes of waiting, the waitress Lyubov was asked if the soup would be served soon.",waitress negative,33-41,"Через 20 минут ожидания спросили официантку Любовь о том, скоро ли будет подан суп.",официантку negative
12814,id_1,"The kitchen was ok, I would even say that everything was deliciously prepared.",Kitchen positive,4-11,"Кухня была нормальная, я бы даже сказал, что вкусно было все приготовлено.",Кухня positive
15335,id_1,"Since we all do not smoke, we were escorted by friendly and smiling waiters into a non-smoking hall, the hall turned out to be spacious and bright, quite cozy!",waiters positive <sep> Hall positive,68-75 <sep> 95-99,"Так как мы все не курим, то нас проводили доброжелательные и улыбающиеся официанты в не курящий зал, зал оказался просторным и светлым, достаточно уютным!",официанты positive <sep> зал positive
11793,id_7,"The only negative thing to note is that it can be cold in the non-smoking room when the front door opens, but these are trifles.",non-smoking room negative,62-78,"Единственное, что хочется отметить из негативного - в зале для некурящих бывает холодно, когда открывается входная дверь, но это мелочи.",зале для некурящих negative
354,id_7,"Nice interior (everything is as in the photo), probably even more comfortable in real life.",interior positive,5-13,"Приятный интерьер (всё как на фото), наверное даже в реале уютнее.",интерьер positive
16151,id_6,Lots of tables in the center.,tables negative,8-14,Много столов в центре.,столов negative
35486,id_5,"When asked why the waitress answered with a challenge, that everything was yesterday, but today it was over.",waitress negative,19-27,"На вопрос почему так официантка ответила с вызовом, что вчера все было, а сегодня закончилось.",официантка negative
35613,id_6,A sharp contrast of poor service and very tasty cuisine and cozy interior .... !!!!,service negative <sep> interior positive,25-32 <sep> 65-73,Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!!,сервиса negative <sep> кухни positive <sep> интерьера positive
19467,id_10,"The service in the Terrace is not bad, but it is not necessary once in a while.",Service neutral,4-11,"Сервис в Террасе не плохой, но раз на раз не приходится.",Сервис neutral
1434,id_2,"And the interior did not disappoint me, but, on the contrary, made me very happy.",interior positive,8-16,"И интерьер меня не разочаровал,а, наоборот, очень обрадовал.",интерьер positive
33838,id_15,"The waiters are mostly men, as they say this is a sushi chip that allows you to increase the speed of service.",Waiters positive,4-11,"Официанты в массе своем мужчины, как рассказывают это фишка суши, позволяющая увеличить быстроту обслуживания.",Официанты positive
2006,id_4,I have never eaten such a delicious dessert in any restaurant.,dessert positive,36-43,Такого вкусного десерта я не ела ни в одном ресторане.,десерта positive
6668,id_14,"So, we have a reason to come to the apartment again!",apartment positive,36-45,"Так что, у нас есть повод придти в квартиру еще раз!",квартиру positive
36321,id_6,"Cuisine: the banquet menu of 1800 rubles was quite satisfactory with its variety, taste and quantity.",banquet menu positive,13-25,"Кухня: банкетное меню 1800 рубчел вполне устроило своим разнообразием, вкусом и количеством.",банкетное меню positive
1368,id_13,But the sushi was completely disappointing - it's not a pub's dish after all!,sushi negative,8-13,А вот суши совсем разочаровали – не пабовское это блюдо все-таки!,суши negative
9230,id_3,"Having chosen the table we liked, we sat down and the waitress immediately appeared, who brought the menu and answered my questions about the delivery of oysters.",waitress positive,54-62,"Выбрав понравившийся столик мы присели и тут же появилась официантка, которая принесла меню и ответила на мои вопросы о завозе устриц.",столик positive <sep> официантка positive
35486,id_9,"A friend of mine ordered a caesar with shrimp (no chicken), which both looked and tasted absolutely disgusting.",Chicken negative,50-57,"Мой друг заказал цезарь с креветками (курицы не оказалось), который оказался и на вид и на вкус совершенно отвратительным.",цезарь с креветками negative <sep> курицы negative
9955,id_1,"Impressions were only good, the interior helps to relax, very comfortable.",Impressions positive <sep> interior positive,0-11 <sep> 32-40,"Впечатления остались только хорошие,интерьер помогает расслабиться,очень уютно.",Впечатления positive <sep> интерьер positive
1515,id_5,I do not think that in the near future I or my colleagues will have a desire to visit this institution.,institution negative,91-102,"Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.",заведение negative
19383,id_4,"The beer is delicious, there is plenty to choose from.",Beer positive,4-8,"Пиво вкусное, есть из чего выбрать.",Пиво positive
16274,id_4,"I ordered a salad, a large portion, oddly enough, it was brought in large quantities, I ordered veal steak from the hot one, the meat was soft and juicy, and of course my favorite is this dessert, I ordered tiramisu, and did the right thing, a very tasty dessert.",salad positive <sep> veal steak positive <sep> meat positive <sep> tiramisu positive <sep> dessert positive,12-17 <sep> 96-106 <sep> 129-133 <sep> 207-215 <sep> 188-195,"Заказала я салат,большую порцию,как ни странно его принесли в большом количестве,из горячего заказала стейк из телятины,мясо было мягким и сочным,и конечно же мое самое любимое это десерт,заказала тирамису,и правильно сделала,очень вкусный десерт.",салат positive <sep> стейк из телятины positive <sep> мясо positive <sep> тирамису positive <sep> десерт positive
24132,id_7,I didn't get to dessert - I was so full of salad and soup that I could not even taste a piece.,salad positive <sep> soup positive,43-48 <sep> 53-57,"До десерта у меня дело не дошло - так наелась салатом и супом, что не смогла даже кусочка попробовать.",салатом positive <sep> супом positive
2468,id_10,"The waitress watched the table and changed the ashtray in time and added wine, i.e.",Waitress positive,4-12,"Официантка следила за столом и вовремя меняла пепельницу и добавляла вина, т.е.",Официантка positive
13252,id_5,"I can not say about all the dishes, and the assortment there is quite large, but what we choose, I like it.",dishes positive,28-34,"На могу сказать о всех блюдах, а ассортимент там достаточно большой, но то, что выбираем мы- мне нравится.",блюдах positive <sep> ассортимент positive
16714,id_8,I would especially like to express my gratitude to the administrator who worked these days (unfortunately I did not remember the girl's name).,administrator positive,55-68,"Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки).",администратору positive
20021,id_3,I liked the interior. ,interior positive,12-20,"интерьер мне понравился. в светлых тонах, висят картины, занавесочки из то ли бисера, то ли ещё чего)",интерьер positive <sep> картины positive <sep> занавесочки positive
3236,id_6,"In general, the institution is very pleasant and the owner is talented, he made both a cafe and a restaurant together, and from the very opening, crowds of people have been brought down here.",institution positive,16-27,"В общем, заведение очень приятное и хозяин талантлив, сделал и кафе и ресторан вместе, и с самого открытия сюда валят толпы народу.",заведение positive <sep> хозяин positive
36085,id_2,"There is everything here: interior, delicious unusual dishes, water on the table, which is especially pleasant and attentive, hospitable staff, which is a rarity for our city.",interior positive <sep> dishes positive <sep> staff positive,26-34 <sep> 54-60 <sep> 137-142,"Здесь есть все: интерьер, вкусные необычные блюда, вода на столе, что особенно приятно и внимательный, гостеприимный персонал, что является редкостью для нашего города.",интерьер positive <sep> блюда positive <sep> персонал positive
354,id_18,"I would like to wish the management of the restaurant good luck in business and, most importantly, keep this bar of high-quality cuisine and excellent service.",service positive,151-158,Руководству ресторана хочу пожелать удачи в бизнесе и главное держите эту планку качественной кухни и замечательного обслуживания.,Руководству ресторана positive <sep> кухни positive <sep> обслуживания positive
34575,id_6,"The waiters are very polite and discreet, great service!",Waiters positive <sep> service positive,4-11 <sep> 48-55,"Официанты очень вежливые и незаметные, прекрасное обслуживание!",Официанты positive <sep> обслуживание positive
36079,id_0,Great restaurant or rather a cafe.,a cafe positive,27-33,Отличный ресторан или скорее кафе.,ресторан positive <sep> кафе positive
2965,id_6,"The service is not intrusive, I would say imperceptible, very pleasant waiters, they immediately brought a vase for flowers, took the order, everything is very polite, with good knowledge of the menu and goodwill.",Service positive <sep> waiters positive <sep> knowledge of the menu positive,4-11 <sep> 71-78 <sep> 178-199,"Обслуживание не навязчивое,я бы сказала незаметное,очень приятные официанты,сразу принесли вазу для цветов,приняли заказ,все очень вежливо,с хорошим знанием меню и доброжелательностью.",Обслуживание positive <sep> официанты positive <sep> знанием меню positive
3976,id_3,The table was booked in advance and made as suggested by the administrator i.e. ,administrator positive,61-74,"Столик бронировали заранее и сделали так как предложил администратор т.е. сделали предварительный заказ, когда придя увидели полностью заполненый ресторан поняли что совет нам дали действительно правильный, в ресторане было человек 70-80, тут действительно горячее блюдо можно ждать весьма долго.",администратор positive
17398,id_1,"Cozy setting and atmosphere, beautiful view of the bay.",atmosphere positive,17-27,"Уютная обстановка и атмосфера, красивый вид на залив.",обстановка positive <sep> атмосфера positive <sep> вид на залив positive
34045,id_3,"The service is of a high level, the staff work very well and are always attentive to the guests.",Service positive <sep> staff positive,4-11 <sep> 36-41,"Обслуживание на высоком уровне, персонал работает очень хорошо и всегда внимателен к гостям.",Обслуживание positive <sep> персонал positive
28585,id_6,"There are not many dishes on the menu, but there is plenty to choose from!",Dishes neutral,19-25,Блюд в меню не много но выбрать есть из чего!,Блюд neutral
29321,id_3,The second floor is just some kind of paradise =),Second floor positive,4-16,Второй этаж просто рай какой-то=),Второй этаж positive
10942,id_10,I especially liked the orgasm and the strawberry margarita.,orgasm positive <sep> strawberry margarita positive,23-29 <sep> 38-58,Особенно понравились оргазм и клубничная маргарита.,оргазм positive <sep> клубничная маргарита positive
11355,id_5,"America tastes good, but little fish, chukka salad is good, tea is not pleasant !!",America neutral <sep> chukka salad positive <sep> tea negative,0-7 <sep> 38-50 <sep> 60-63,"Америка- на вкус неплохо, но мало рыбы, чукка салат-хорошо, чай- не понравился!!",Америка neutral <sep> рыбы negative <sep> чукка салат positive <sep> чай negative
28710,id_6,"The interior, of course, amazes at once, already on the street everything is very cute, a pretty Christmas tree and thuja, New Year's mood lanterns, inside it is cozy and chic, soft sofas, candles, a white piano.",Interior positive <sep> thuja positive <sep> sofas positive <sep> candles positive <sep> white piano positive,4-12 <sep> 116-121 <sep> 182-187 <sep> 189-196 <sep> 200-211,"Интерьер,конечно, поражает сразу, уже на улице все очень мило хорошенькая елочка и туи,фонарики новогоднее настроение, внутри уютно и шикарно,мягкие диваны,свечи, белый рояль.",Интерьер positive <sep> елочка positive <sep> туи positive <sep> фонарики positive <sep> диваны positive <sep> свечи positive <sep> белый рояль positive
33598,id_5,"They offered a choice of bread (later in the evening a young man repeatedly came up and offered bread ""whatever you want"") and three types of butter.",young man positive,55-64,"Предложили хлеб на выбор ( в дальнейшем за вечер неоднократно подходил молодой человек и предлагал хлеб ""какой желаете"") и три вида масла.",молодой человек positive
28112,id_15,"Everything is good, fast, but it is clear that the waiters are not professionals.",waiters neutral,51-58,"Все хорошо,быстро,но видно что официанты не профи.",официанты neutral
