review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
2922,2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs neutral <sep> system positive <sep> using the internet neutral,"Es un sistema mucho más optimizado para agregar programas, usar Internet y hacer otras cosas que todos hacen en una computadora.",programas neutral <sep> sistema positive <sep> usando el Internet neutral
1518,1909,  They replaced my hard drive as well as my mother board.,hard drive neutral <sep> mother board neutral,Reemplazaron mi disco duro y mi placa madre.,disco duro neutral <sep> tarjeta madre neutral
2902,1255,I should have checked this before I installed my applications.,applications neutral,Debería haber comprobado esto antes de instalar mis aplicaciones.,aplicaciones neutral
2508,2995,The wheel that turns the volume up and down doesn't work in real time.,wheel negative,La rueda que sube y baja el volumen no funciona en tiempo real.,rueda negative
2943,115,"The battery life, before the battery completely died of course, left much to be desired.",battery life negative <sep> battery negative,"La duración de la batería, antes de que se agotara por completo, por supuesto, dejaba mucho que desear.",duración de la batería negative <sep> batería negative
2222,566,pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life positive,pros: la computadora portátil macbook pro tiene una gran duración de batería y no tendrá que preocuparse de cargar su computadora portátil cada cinco horas aproximadamente.,duración de la batería positive
3027,1284,"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen negative,"Por lo tanto, cuando lo lleva en un ángulo inclinado, la pantalla se ""volcará"" o ""se deslizará"" hacia abajo, si entiende lo que quiero decir.",pantalla negative
408,2496,Mac is not made for gaming.,gaming negative,Mac no está hecho para juegos.,juego de azar negative
905,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista negative <sep> Adobe Flash player negative <sep> Internet Explore negative <sep> Windows update negative <sep> update negative,"Hemos tenido numerosos problemas con Vista, como Adobe Flash Player simplemente se cierra y tiene que ser desinstalado y luego vuelto a instalar, Internet Explore simplemente se cierra y pierde lo que sea en lo que estaba trabajando, además, la misma actualización de Windows ha aparecido en esta computadora desde que ",Vista negative <sep> Adobe Flash Player negative <sep> Explorar Internet negative <sep> Actualizacion de Windows negative <sep> actualizar negative
1908,1435,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser neutral,"Me toma aproximadamente 3 intentos para llegar a cada sitio, luego de cerrar el navegador y volver a abrirlo, realmente funciona.",navegador neutral
2969,778,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep neutral <sep> power adapter negative,"Hablé con un representante de servicio en Micro Center y su novia está teniendo el mismo problema con su adaptador de corriente, ¡así que no es solo un incidente aislado!",representante de servicio neutral <sep> adaptador de corriente negative
2269,2970,I did not have to call the support line at all.,support line neutral,No tuve que llamar a la línea de soporte en absoluto.,línea de apoyo neutral
261,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life positive <sep> performance positive <sep> memory negative,Me ha impresionado la duración de la batería y el rendimiento para una cantidad tan pequeña de memoria.,duración de la batería positive <sep> rendimiento positive <sep> memoria negative
174,2864,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7 positive <sep> Vista negative,"Me encanta Windows 7, que es una gran mejora con respecto a Vista.",Ventanas 7 positive <sep> Vista negative
1767,2751,Good monitor and performed well.,monitor positive <sep> performed positive,Buen seguimiento y buen desempeño.,monitor positive <sep> realizado positive
1539,2516,Great pick for portability and affordability.,portability positive <sep> affordability positive,Gran elección para portabilidad y asequibilidad.,portabilidad positive <sep> asequibilidad positive
1690,2211,The graphics on this computer are also stellar - very clear and vivid.,graphics positive,"Los gráficos de esta computadora también son estelares, muy claros y vívidos.",gráficos positive
1351,984,This just keeps having it's hard drive replaced!,hard drive negative,¡Esto sigue teniendo su disco duro reemplazado!,disco duro negative
598,2706,Features like the font are very block-like and old school.,font negative <sep> Features negative,Las características como la fuente son muy parecidas a un bloque y de la vieja escuela.,fuente negative <sep> Características negative
2585,456,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list positive <sep> desktop icons negative,La lista de iconos ordenada y organizada es un cambio bienvenido de los iconos de escritorio desordenados y confusos.,lista de iconos positive <sep> iconos de escritorio negative
1235,444,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard positive <sep> control buttons negative,"El teclado es excelente, pero los botones de control primario y secundario podrían ser más duraderos.",Teclado positive <sep> botones de control negative
1341,2305,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive negative,"el único inconveniente es que no tiene unidad de CD, pero descubrí que son muy baratos y también muy portátiles, lo que lo convierte en el mejor amigo para alguien que siempre está buscando más espacio del que tiene.",unidad de CD negative
2274,3004,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux neutral <sep> security-prone OS neutral <sep> performs positive,Realizo un arranque dual con Linux y ese otro sistema operativo propenso a la seguridad y funciona a la perfección.,Linux neutral <sep> SO propenso a la seguridad neutral <sep> realiza positive
2262,1491,The backlit keys are wonderful when you are working in the dark.,backlit keys positive,Las teclas retroiluminadas son maravillosas cuando se trabaja en la oscuridad.,teclas retroiluminadas positive
1921,769,Asked the customer service rep.,customer service rep neutral,Preguntó el representante de servicio al cliente.,representante de servicio al cliente neutral
2155,1104,The first programm I switched on was a game for my children.,programm neutral,El primer programa que encendí fue un juego para mis hijos.,programa neutral
1541,1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style positive <sep> specs positive <sep> nvidia 9800 neutral,"Anteriormente compré una macbook de 13 ""(tenía especificaciones profesionales y era de estilo de aluminio) que tenía una nvidia 9800 (si no me equivoco) y tenía problemas importantes de calefacción.",estilo de aluminio positive <sep> especificaciones positive <sep> nvidia 9800 neutral
1197,1710,"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs positive,"La Macbook también se ha mejorado, mi computadora nunca ha tenido un virus y la computadora portátil funciona tan rápido como el primer día que la compré.",carreras positive
938,1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service positive,"El servicio RMA de Newegg fue excelente como siempre, me comuniqué con ellos a última hora de la noche del viernes y me emitieron un número de RMA y una etiqueta de envío de UPS prepago a la mañana siguiente del sábado.",Servicio RMA positive
2404,2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game neutral,"Si está buscando algo para volar a través de esas hojas de cálculo masivas o jugar un juego con muchos gráficos, sería mejor que comprara una máquina dirigida a ese segmento del mercado.",juego neutral
656,453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs neutral <sep> Garageband neutral <sep> Photo Booth neutral <sep> iPhoto neutral <sep> iMovie neutral <sep> video-editing neutral <sep> movie-making neutral <sep> photo management neutral <sep> music neutral <sep> Pages neutral <sep> Numbers neutral <sep> Keynote neutral <sep> school or office use neutral,"Hay varios programas para uso escolar o de oficina (Pages, Numbers, Keynote, etc.), música (Garageband), gestión de fotografías (Photo Booth, iPhoto), edición de vídeo o realización de películas (iMovie), etc.",programas neutral <sep> Banda de garage neutral <sep> Cabina de fotos neutral <sep> iPhoto neutral <sep> iMovie neutral <sep> edición de video neutral <sep> hacer peliculas neutral <sep> gestión de fotos neutral <sep> música neutral <sep> Paginas neutral <sep> Números neutral <sep> Fundamental neutral <sep> uso de la escuela u oficina neutral
1022,3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor positive <sep> 500gb hard drive positive,Tiene un procesador .1 ghz más rápido y un disco duro de 500 gb.,procesador positive <sep> Disco duro de 500 gb positive
644,1212,They say sorry out of warranty.,warranty negative,Dicen perdón fuera de garantía.,garantía negative
878,214,Keyboard good sized and wasy to use.,Keyboard positive <sep> use positive,Teclado de buen tamaño y fácil de usar.,Teclado positive <sep> usar positive
864,1385,"Again, the same problem, the right speaker did not work.",right speaker negative,"Una vez más, el mismo problema, el altavoz derecho no funcionó.",altavoz derecho negative
2449,2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device negative,"Después de comprar esto, descubrí que necesito un dispositivo de interfaz especial para conectar mi cámara y que no se puede comprar en la tienda, solo en línea.",dispositivo de interfaz negative
2836,1213,Summary: They played games with me for the warranty period.,warranty period negative,Resumen: Jugaron juegos conmigo durante el período de garantía.,período de garantía negative
461,2858,Like the price and operation.,price positive <sep> operation positive,Como el precio y el funcionamiento.,precio positive <sep> operación positive
100,2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7 positive <sep> VMWare program neutral,También disfruto del hecho de que mi computadora portátil MacBook Pro me permite ejecutar Windows 7 mediante el programa VMWare.,Windows 7 positive <sep> Programa VMWare neutral
1872,2851,My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program negative,Mi primer problema fue con el programa Norton Firewall / Security precargado.,programa Norton Firewall / Security precargado negative
2166,2236,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size positive <sep> look positive <sep> feature positive <sep> charge neutral,"También es posible que deba cargarlo una vez al día, si para uso medio todo es rápido y fácil con mac, el tamaño y el aspecto son las características que más me atraen.",Talla positive <sep> Mira positive <sep> característica positive <sep> cargar neutral
2108,1768,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto positive,Iphoto es ideal para agregar imágenes directamente a Facebook y otros sitios de redes sociales.,Iphoto positive
24,2568,I love the way the entire suite of software works together.,suite of software positive,Me encanta la forma en que funciona todo el conjunto de software.,suite de software positive
607,2003,Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows negative,Windows también es bastante inestable y es susceptible a muchos errores.,Ventanas negative
2311,2149,We researched and found the best price at MacConnection.,price positive,Investigamos y encontramos el mejor precio en MacConnection.,precio positive
2727,259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac negative,"Se estropean con la misma frecuencia que las PC, y la única razón por la que no contraen virus es porque nadie crea virus para ellos, no son mejores de ninguna manera, son peores, intente encontrar programas de protección antivirus para un ",programas de protección antivirus para Mac negative
1088,150,It is very well built.,built positive,Está muy bien construido.,construido positive
933,1423,My problem was with DELL Customer Service.,DELL Customer Service negative,Mi problema fue con el servicio de atención al cliente de DELL.,Servicio al cliente de DELL negative
2550,2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen positive <sep> tote positive,"Nos encanta el tamaño de la pantalla, aunque sigue siendo ligera y muy fácil de llevar.",tamaño de la pantalla positive <sep> totalizador positive
569,720,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter neutral <sep> Windows 7 Home Premium neutral <sep> Windows 7 Professional neutral,"La actualización de Windows 7 Starter, a través de Windows 7 Home Premium, a Windows 7 Professional fue muy sencilla;",Inicio de Windows 7 neutral <sep> Windows 7 Home Premium neutral <sep> Windows 7 profesional neutral
2003,907,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories negative,"Es frustrante trabajar con la gente, el producto en sí es muy económico y los accesorios son menos que satisfactorios.",accesorios negative
1034,2320,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad positive,"Compré un equipo de escritorio Logitech antes de usarlo con el MBP, pero uso el panel táctil el 90% del tiempo.",touchpad positive
1718,145,"But after using it a couple of weeks, the overall operation is poor.",operation negative,"Pero después de usarlo un par de semanas, el funcionamiento general es deficiente.",operación negative
102,1365,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty negative,Compré una computadora portátil Toshiba que funcionó bien hasta que salió la garantía.,garantía negative
1764,1694,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs positive,"En general, experimenté un gran cambio en el sentido de que mi Mac funciona bastante rápido en comparación con mi antigua PC.",carreras positive
2891,2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory neutral <sep> Windows 7 Starter neutral <sep> Win 7 Home neutral <sep> runs positive,"Actualicé la memoria y reemplacé la base de Windows 7 Starter a Win 7 Home, y funciona bien.",memoria neutral <sep> Inicio de Windows 7 neutral <sep> Ganar 7 en casa neutral <sep> carreras positive
215,2416,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad neutral,Pensé que las computadoras Mac blancas se veían sucias demasiado rápido donde usa el mousepad y donde coloca las manos al escribir.,alfombrilla de ratón neutral
552,70,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up positive,Se enciende por la mañana en menos de 30 segundos y nunca he tenido ningún problema con la congelación.,enciende positive
1352,2117,"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost negative,"Cuando observa las especificaciones de los productos Apple en comparación con Dell o HP, sí parecen ofrecer menos por un costo más alto.",costo negative
2553,795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work negative,así que el hecho de que la computadora no funcione el día 24 vigésimo cuarto es mi culpa.,trabaja negative
2976,1485,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design positive <sep> beauty positive,"Esta compra me abrió al mundo de los Macbooks y estoy impresionado con la intuición del diseño, la belleza del producto y los excelentes avances tecnológicos asociados con él.",diseño positive <sep> belleza positive
2502,676,super fast processor and really nice graphics card..,processor positive <sep> graphics card positive,Procesador súper rápido y tarjeta gráfica realmente agradable.,procesador positive <sep> tarjeta grafica positive
2818,1142,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory neutral <sep> memory stick negative <sep> memory stick neutral,"Y en un momento, me culpan por instalar una tarjeta de memoria defectuosa cuando actualizo mi memoria por primera vez durante la compra de la computadora portátil (compré la tarjeta de memoria que recomendaron).",memoria neutral <sep> tarjeta de memoria negative <sep> tarjeta de memoria neutral
2548,706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web neutral,"Utilizo la computadora básicamente para revisar correos electrónicos, navegar por la web, imprimir cupones y para mis trabajos universitarios.",navegar por la web neutral
1257,3024,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life negative,¿Mi verdadero problema con eso? ,duración de la batería negative
14,338,"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",processor negative <sep> graphics cards negative <sep> battery life positive,"Mi única decepción con el modelo de 13 ""es que son los únicos en la línea de MacBook Pro sin un procesador i5 o i7 y tarjetas gráficas duales, sin embargo, la compensación es que logra una mayor duración de la batería (de aproximadamente 2 ",procesador negative <sep> tarjetas gráficas negative <sep> duración de la batería positive
1633,1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance positive <sep> speed positive <sep> use positive,"El buen rendimiento de este dispositivo hace uso de la diversión y un fuerte sentido de la era de la velocidad. Este dispositivo cumple con todos los requisitos modernos, es un juego muy sólido y es muy útil para los diseñadores.",rendimiento positive <sep> velocidad positive <sep> usar positive
1640,293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives negative,Hágase un favor e invierta en algunos discos duros externos si planea comprar esta computadora portátil.,discos duros externos negative
2176,448,Also the display is exceptional!,display positive,"¡Además, la pantalla es excepcional!",monitor positive
2784,2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense negative <sep> run positive,"Claro, el gasto inicial de bolsillo es mayor, pero eso no debería disuadir a nadie del hecho de que estas máquinas funcionan como ninguna otra en el planeta, y cuando considero todo el dinero que desperdicié en Geek Squad y los últimos parches. ",gastos negative <sep> correr positive
2533,1817,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery positive <sep> value positive,"Gran valor, entrega rápida: la computadora funciona como si fuera nueva, sin problemas, muy satisfecha",entrega positive <sep> valor positive
1689,2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery negative,"El único inconveniente es que la batería solo dura entre 1,5 y 2,0 horas cuando no está enchufada.",batería negative
1071,652,"It was a great laptop, ran great and was really fast.",ran positive,"Era una gran computadora portátil, funcionaba muy bien y era muy rápida.",corrió positive
232,3006,lots of preloaded software.,preloaded software positive,mucho software precargado.,software precargado positive
630,81,Lightweight and the screen is beautiful!,screen positive,¡Ligero y la pantalla es hermosa!,pantalla positive
1247,1075,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory negative <sep> radeon 5850 negative <sep> DDR5 positive <sep> DDR3 negative,Podría ser una computadora portátil perfecta si tuviera una memoria de sistema más rápida y su radeon 5850 tuviera DDR5 en lugar de DDR3.,memoria del sistema negative <sep> radeon 5850 negative <sep> DDR5 positive <sep> DDR3 negative
2294,403,First the screen goes completely out.,screen negative,"Primero, la pantalla se apaga por completo.",pantalla negative
321,2698,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help positive,Fui a la ayuda en línea de Toshiba y encontré algunas sugerencias para solucionarlo.,Ayuda en línea de Toshiba positive
1963,335,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system positive <sep> user interface positive <sep> multi-touch track pad positive,El sistema operativo y la interfaz de usuario son muy intuitivos y el gran trackpad multitáctil es asombroso.,sistema operativo positive <sep> interfaz de usuario positive <sep> track pad multitáctil positive
227,2001,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed positive <sep> construction quality positive <sep> longevity positive,"Sí, cuestan más, pero lo compensan con creces en velocidad, calidad de construcción y longevidad.",velocidad positive <sep> calidad de construcción positive <sep> longevidad positive
2503,1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size positive <sep> external keyboard neutral <sep> mouse neutral <sep> monitor neutral,"Pero sentado en un regazo o en un escritorio frente a usted, parece más que lo suficientemente grande (esto podría deberse a que ahora estoy acostumbrado a mi tableta Lenovo 10), además, este es un gran tamaño si quiero desconectar el teclado externo, el mouse, ",Talla positive <sep> teclado externo neutral <sep> ratón neutral <sep> monitor neutral
2132,577,It gives me the power and speed that I need to run all the programs I use to edit.,power positive <sep> speed positive <sep> programs neutral,Me da la potencia y la velocidad que necesito para ejecutar todos los programas que uso para editar.,poder positive <sep> velocidad positive <sep> programas neutral
