review_id,sentences_ids,sentences_texts,sentences_opinions,texts_trans,opinions_trans
3012,2299,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web positive,"Вы можете делать все это на этом плохом мальчике, но главное, для чего был разработан этот нетбук, - это серфинг в Интернете, и мальчик о мальчик делает это когда-либо.",серфинг в сети positive
2927,2431,"This is an over-sized, 18-inch laptop.",18-inch negative,Это крупногабаритный 18-дюймовый ноутбук.,18 дюймов negative
1225,1706,My main reason to convert was the imovie program.,imovie program positive,Моей основной причиной конвертации была программа imovie.,программа imovie positive
1121,1493,""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto positive,"""> iPhoto, наверное, лучшая программа, с которой я когда-либо работал: простая и удобная.",iPhoto positive
477,379,I loaded windows 7 via Bootcamp and it works flawlessly!,windows 7 positive <sep> Bootcamp positive,"Я загрузил Windows 7 через Bootcamp, и он работает безупречно!",Windows 7 positive <sep> Учебный лагерь positive
647,756,PC never worked right even after BIOS fixed.,BIOS negative,ПК никогда не работал сразу после исправления BIOS.,BIOS negative
2999,2898,The Toshiba Satellite has been more than I expected for the price.,price positive,"Toshiba Satellite оказался больше, чем я ожидал по цене.",цена positive
2586,1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty negative,"Я купил этот нетбук после того, как мой оригинальный ноутбук Toshiba разбился сразу после истечения гарантии.",гарантия negative
1521,2512,There is nothing to complain about the system.,system positive,К системе придраться нечего.,система positive
1705,2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features neutral <sep> functioning neutral <sep> programs neutral <sep> Office positive,"Он совместим с Office, но функции и его функционирование снова являются новыми, так что вы можете сэкономить деньги и просто изучить предустановленные программы для Mac.",Особенности neutral <sep> функционирование neutral <sep> программы neutral <sep> Офис positive
312,2632,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS positive,"Я думал, что изучить Mac OS будет сложно, но это легко понять, если вы знакомы с ПК.",Mac OS positive
2871,1018,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician positive,"Раньше у меня был ноутбук Dell, и они прислали мне все необходимое или послали специалиста по ремонту ко мне домой, чтобы починить его.",техник по ремонту positive
247,2938,I wish the volume could be louder and the mouse didnt break after only a month.,volume negative <sep> mouse negative,"Хотелось бы, чтобы громкость была громче, а мышь не сломалась всего через месяц.",объем negative <sep> мышь negative
1846,2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors negative <sep> edge negative <sep> edges negative,"Pro - отличный продукт, я бы хотел, чтобы 13-дюймовые модели поставлялись с процессорами Intel i и имели более удобные края (края болят мои запястья).",Процессоры Intel i negative <sep> край negative <sep> края negative
84,2492,Amazing Quality!,Quality positive,Потрясающее качество!,Качественный positive
822,2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming positive <sep> use positive,"Он нашел хорошее применение в моих финансах, составлении расписания, в расходах моих родителей, и это определенно потрясающе для игр.",игра positive <sep> использовать positive
1791,753,Took several hours with customer support before I could even start the PC out of the box.,customer support negative,"Потребовалось несколько часов в службе поддержки, прежде чем я смог даже запустить компьютер из коробки.",Служба поддержки negative
485,1336,So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,after sales support negative <sep> look positive,"Так что, если ноутбуки / мобильные телефоны выглядят шикарно и круто? ",послепродажная поддержка negative <sep> Смотреть positive
2045,1564,The display is awesome.,display positive,Дисплей потрясающий.,отображать positive
618,2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock positive <sep> program neutral <sep> program positive,"Мне нравится док, где я могу просто перетащить файл поверх конкретной программы, и программа просто откроет этот файл.",док positive <sep> программа neutral <sep> программа positive
942,2419,It is easy to go from one keyboard to another.,keyboard neutral,Легко переходить с одной клавиатуры на другую.,клавиатура neutral
2922,2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs neutral <sep> system positive <sep> using the internet neutral,"Это гораздо более оптимизированная система для добавления программ, использования Интернета и других вещей, которые каждый делает на компьютере.",программы neutral <sep> система positive <sep> используя Интернет neutral
1518,1909,  They replaced my hard drive as well as my mother board.,hard drive neutral <sep> mother board neutral,"Они заменили мой жесткий диск, а также материнскую плату.",жесткий диск neutral <sep> материнская плата neutral
2902,1255,I should have checked this before I installed my applications.,applications neutral,"Я должен был это проверить, прежде чем устанавливать свои приложения.",Приложения neutral
2508,2995,The wheel that turns the volume up and down doesn't work in real time.,wheel negative,"Колесо, увеличивающее и уменьшающее громкость, не работает в реальном времени.",колесо negative
2943,115,"The battery life, before the battery completely died of course, left much to be desired.",battery life negative <sep> battery negative,Время автономной работы до полной разрядки батареи конечно оставляло желать лучшего.,срок службы батареи negative <sep> аккумулятор negative
2222,566,pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life positive,"Плюсы: ноутбук macbook pro отличается длительным временем автономной работы, и вам не нужно беспокоиться о зарядке ноутбука каждые пять часов или около того.",срок службы батареи positive
3027,1284,"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen negative,"Таким образом, когда вы несете его под наклоном, экран будет «опрокидываться» или «скользить» вниз, если вы понимаете, о чем я.",экран negative
408,2496,Mac is not made for gaming.,gaming negative,Mac не предназначен для игр.,игра negative
905,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista negative <sep> Adobe Flash player negative <sep> Internet Explore negative <sep> Windows update negative <sep> update negative,"У нас было множество проблем с Vista, например, Adobe Flash player просто закрывается и его нужно удалить, а затем переустановить, Internet Explore просто закрывается, и вы теряете все, над чем вы работали, а также то же обновление Windows появилось на этом компьютере с тех пор, как мы ",Vista negative <sep> Adobe Flash player negative <sep> Интернет исследовать negative <sep> Центр обновления Windows negative <sep> Обновить negative
1908,1435,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser neutral,"На каждый сайт у меня уходит примерно 3 попытки, а после закрытия браузера и его повторного открытия он действительно работает.",браузер neutral
2969,778,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep neutral <sep> power adapter negative,"Я разговаривал с представителем сервисной службы в Micro Center, и у его девушки такая же проблема с адаптером питания, так что это не просто единичный инцидент !!!",сервисный представитель neutral <sep> Адаптер питания negative
2269,2970,I did not have to call the support line at all.,support line neutral,Мне вообще не пришлось звонить в службу поддержки.,линия поддержки neutral
261,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life positive <sep> performance positive <sep> memory negative,Я был впечатлен временем автономной работы и производительностью при таком небольшом объеме памяти.,срок службы батареи positive <sep> представление positive <sep> объем памяти negative
174,2864,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7 positive <sep> Vista negative,"Мне нравится WIndows 7, которая значительно улучшила Vista.",Windows 7 positive <sep> Vista negative
1767,2751,Good monitor and performed well.,monitor positive <sep> performed positive,Хороший монитор и хорошо зарекомендовал себя.,монитор positive <sep> выполненный positive
1539,2516,Great pick for portability and affordability.,portability positive <sep> affordability positive,Отличный выбор для портативности и доступности.,переносимость positive <sep> доступность positive
1690,2211,The graphics on this computer are also stellar - very clear and vivid.,graphics positive,Графика на этом компьютере также великолепна - очень четкая и яркая.,графика positive
1351,984,This just keeps having it's hard drive replaced!,hard drive negative,Это просто продолжает заменять жесткий диск!,жесткий диск negative
598,2706,Features like the font are very block-like and old school.,font negative <sep> Features negative,"Такие функции, как шрифт, очень похожи на блоки и олдскульные.",шрифт negative <sep> Функции negative
2585,456,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list positive <sep> desktop icons negative,Аккуратный и организованный список значков - долгожданное изменение от загроможденных и сбивающих с толку значков на рабочем столе.,список значков positive <sep> значки рабочего стола negative
1235,444,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard positive <sep> control buttons negative,"Клавиатура отличная, но основные и дополнительные кнопки управления могли бы быть более прочными.",Клавиатура positive <sep> кнопки управления negative
1341,2305,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive negative,"Единственное падение - в нем нет привода компакт-диска, но я обнаружил, что они очень дешевые, а также очень портативные, что делает его лучшим другом для тех, кто всегда ищет больше места, чем у них есть.",cd привод negative
2274,3004,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux neutral <sep> security-prone OS neutral <sep> performs positive,"Я выполняю двойную загрузку с Linux и другой уязвимой ОС, и она работает безупречно.",Linux neutral <sep> уязвимая ОС neutral <sep> выполняет positive
2262,1491,The backlit keys are wonderful when you are working in the dark.,backlit keys positive,Клавиши с подсветкой прекрасно подходят для работы в темноте.,клавиши с подсветкой positive
1921,769,Asked the customer service rep.,customer service rep neutral,Спросил представителя службы поддержки клиентов.,представитель службы поддержки клиентов neutral
2155,1104,The first programm I switched on was a game for my children.,programm neutral,"Первой программой, которую я включил, была игра для моих детей.",программа neutral
1541,1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style positive <sep> specs positive <sep> nvidia 9800 neutral,"Я ранее купил 13-дюймовый macbook (с профессиональными характеристиками и был выполнен в алюминиевом стиле), у которого была nvidia 9800 (если я не ошибаюсь), и у него были серьезные проблемы с нагревом.",алюминиевый стиль positive <sep> спецификации positive <sep> nvidia 9800 neutral
1197,1710,"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs positive,"Macbook также стал лучше, на моем компьютере никогда не было вирусов, а ноутбук работает так же быстро, как и в первый день его покупки.",бежит positive
938,1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service positive,"Служба RMA от Newegg, как всегда, была отличной, я связался с ними поздно вечером в пятницу, и они выдали мне номер RMA и этикетку для доставки PrePaid UPS на следующее утро в субботу.",Служба RMA positive
2404,2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game neutral,"Если вы ищете что-то, чтобы просмотреть эти огромные таблицы или поиграть в игру с интенсивной графикой, вам лучше приобрести машину, нацеленную на этот сегмент рынка.",игра neutral
656,453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs neutral <sep> Garageband neutral <sep> Photo Booth neutral <sep> iPhoto neutral <sep> iMovie neutral <sep> video-editing neutral <sep> movie-making neutral <sep> photo management neutral <sep> music neutral <sep> Pages neutral <sep> Numbers neutral <sep> Keynote neutral <sep> school or office use neutral,"Существует несколько программ для школы или офиса (Pages, Numbers, Keynote и т. Д.), Музыки (Garageband), управления фотографиями (Photo Booth, iPhoto), редактирования видео или создания фильмов (iMovie) и т. Д.",программы neutral <sep> Гаражная группа neutral <sep> Фотобудка neutral <sep> iPhoto neutral <sep> iMovie neutral <sep> редактирование видео neutral <sep> съемки фильмов neutral <sep> управление фотографиями neutral <sep> Музыка neutral <sep> Страницы neutral <sep> Числа neutral <sep> Основной доклад neutral <sep> школа или офисное использование neutral
1022,3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor positive <sep> 500gb hard drive positive,"Он оснащен более быстрым процессором с частотой 0,1 ГГц и стандартным жестким диском на 500 ГБ.",процессор positive <sep> Жесткий диск 500 гб positive
644,1212,They say sorry out of warranty.,warranty negative,"Говорят, извините без гарантии.",гарантия negative
878,214,Keyboard good sized and wasy to use.,Keyboard positive <sep> use positive,Клавиатура хорошего размера и неудобна в использовании.,Клавиатура positive <sep> использовать positive
864,1385,"Again, the same problem, the right speaker did not work.",right speaker negative,"Опять та же проблема, не заработал правый динамик.",правый динамик negative
2449,2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device negative,"Купив эту вещь, я узнал, что мне нужно специальное интерфейсное устройство для подключения камеры, и что его нельзя купить в магазине - только онлайн.",интерфейсное устройство negative
2836,1213,Summary: They played games with me for the warranty period.,warranty period negative,Резюме: Играли со мной в игры на гарантийный срок.,гарантийный срок negative
461,2858,Like the price and operation.,price positive <sep> operation positive,Нравится цена и эксплуатация.,цена positive <sep> операция positive
100,2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7 positive <sep> VMWare program neutral,"Мне также нравится, что мой ноутбук MacBook Pro позволяет мне запускать на нем Windows 7 с помощью программы VMWare.",Windows 7 positive <sep> Программа VMWare neutral
1872,2851,My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program negative,Моя первая проблема была с предварительно загруженной программой Norton Firewall / Security.,предварительно загруженная программа Norton Firewall / Security negative
2166,2236,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size positive <sep> look positive <sep> feature positive <sep> charge neutral,"также вам может потребоваться заряжать его один раз в день, если для среднего использования все работает быстро и легко с Mac, размер и внешний вид являются наиболее привлекательной особенностью, которая меня в нем привлекла.",размер positive <sep> Смотреть positive <sep> характерная черта positive <sep> плата neutral
2108,1768,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto positive,Iphoto отлично подходит для добавления изображений прямо в facebook и другие социальные сети.,Iphoto positive
24,2568,I love the way the entire suite of software works together.,suite of software positive,"Мне нравится, как весь пакет программного обеспечения работает вместе.",набор программного обеспечения positive
607,2003,Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows negative,Windows также довольно неустойчиво стоит на ногах и подвержена множеству ошибок.,Окна negative
2311,2149,We researched and found the best price at MacConnection.,price positive,Мы исследовали и нашли лучшую цену на MacConnection.,цена positive
2727,259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac negative,"Они ломаются так же часто, как и компьютеры, и единственная причина, по которой они не заражаются вирусами, заключается в том, что никто не делает для них вирусы, они ни в коем случае не лучше, они хуже, попробуйте найти программы защиты от вирусов для ",программы защиты от вирусов для Mac negative
1088,150,It is very well built.,built positive,Он очень хорошо построен.,построен positive
933,1423,My problem was with DELL Customer Service.,DELL Customer Service negative,Моя проблема была связана со службой поддержки клиентов DELL.,Служба поддержки клиентов DELL negative
2550,2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen positive <sep> tote positive,"Нам нравится размер экрана, хотя он по-прежнему легкий и его очень легко носить с собой.",размер экрана positive <sep> сумка positive
569,720,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter neutral <sep> Windows 7 Home Premium neutral <sep> Windows 7 Professional neutral,Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional было несложным;,Windows 7 Начальная neutral <sep> Windows 7 Домашняя расширенная neutral <sep> Windows 7 Профессиональная neutral
2003,907,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories negative,"Людям сложно работать, сам продукт сделан очень дешево, а аксессуары неудовлетворительны.",аксессуары negative
1034,2320,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad positive,"Я купил настольный компьютер Logitech в ожидании использования с MBP, но 90% времени использую тачпад.",тачпад positive
1718,145,"But after using it a couple of weeks, the overall operation is poor.",operation negative,Но после нескольких недель использования в целом работа оставляет желать лучшего.,операция negative
102,1365,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty negative,"Купил лаптоп Toshiba, он работал до тех пор, пока не исчезла гарантия.",гарантия negative
1764,1694,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs positive,"В целом, я испытал огромные перемены в том, что мой Mac работает довольно быстро по сравнению с моим старым ПК.",бежит positive
2891,2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory neutral <sep> Windows 7 Starter neutral <sep> Win 7 Home neutral <sep> runs positive,"Я обновил память и заменил базовую Windows 7 Starter на Win 7 Home, и она работает нормально.",объем памяти neutral <sep> Windows 7 Начальная neutral <sep> Win 7 Home neutral <sep> бежит positive
215,2416,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad neutral,"Я думал, что белые компьютеры Mac слишком быстро выглядят грязными там, где вы используете коврик для мыши и где кладете руки при наборе текста.",коврик для мыши neutral
552,70,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up positive,"Он срабатывает утром менее чем за 30 секунд, и у меня никогда не было проблем с его зависанием.",зажигается positive
1352,2117,"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost negative,"Когда вы смотрите на спецификации продуктов Apple в сравнении с Dell или HP, да, кажется, что они предлагают меньше по более высокой цене.",Стоимость negative
2553,795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work negative,"Так что то, что компьютер не работает 24 двадцать четвертый день, это моя вина.",Работа negative
2976,1485,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design positive <sep> beauty positive,"Эта покупка открыла мне мир Macbooks, и я впечатлен интуитивно понятным дизайном, красотой продукта и превосходными технологическими достижениями, связанными с ним.",дизайн positive <sep> Красота positive
2502,676,super fast processor and really nice graphics card..,processor positive <sep> graphics card positive,супер быстрый процессор и действительно хорошая видеокарта ..,процессор positive <sep> видеокарта positive
2818,1142,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory neutral <sep> memory stick negative <sep> memory stick neutral,"И в какой-то момент они обвиняют меня в установке плохой карты памяти, когда я впервые обновляю память во время покупки ноутбука (я купил карту памяти, которую они рекомендовали).",объем памяти neutral <sep> карта памяти negative <sep> карта памяти neutral
2548,706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web neutral,"Я использую компьютер в основном для проверки электронной почты, просмотра веб-страниц, печати купонов и документов для колледжа.",лазать в интернете neutral
1257,3024,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life negative,Моя настоящая проблема с этим? ,срок службы батареи negative
14,338,"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",processor negative <sep> graphics cards negative <sep> battery life positive,"Единственное разочарование в 13-дюймовой модели заключается в том, что они единственные в линейке MacBook Pro без процессора i5 или i7 и двух видеокарт, однако компромисс заключается в том, что вы добиваетесь более длительного времени автономной работы (около 2 ",процессор negative <sep> видеокарты negative <sep> срок службы батареи positive
1633,1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance positive <sep> speed positive <sep> use positive,"Высокая производительность в этом устройстве делает использование забавным и сильным ощущением эпохи скорости. Это устройство отвечает всем современным требованиям, является очень сильной игрой и очень полезно для дизайнеров.",представление positive <sep> скорость positive <sep> использовать positive
1640,293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives negative,"Сделайте себе одолжение и купите несколько внешних жестких дисков, если вы планируете приобрести этот ноутбук.",внешние жесткие диски negative
2176,448,Also the display is exceptional!,display positive,Также дисплей исключительный!,отображать positive
2784,2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense negative <sep> run positive,"Конечно, начальные расходы из кармана больше, но это не должно никого отговаривать от того факта, что эти машины работают как никакие другие на планете, и когда я учитываю все деньги, которые я потратил на Geek Squad и последние патчи ",расход negative <sep> запустить positive
2533,1817,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery positive <sep> value positive,"Отличная цена, быстрая доставка- Компьютер работает как новенький, без проблем, очень доволен",Доставка positive <sep> ценить positive
1689,2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery negative,"Единственный недостаток - батарея работает всего 1,5-2,0 часа без подключения к электросети.",аккумулятор negative
1071,652,"It was a great laptop, ran great and was really fast.",ran positive,"Это был отличный ноутбук, он отлично работал и был очень быстрым.",побежал positive
