review_id,sentences_ids,sentences_texts,sentences_opinions
Review-g641826-d741899_4,id_2,Er staat vermeld lunch altijd aan €37 en ze rekenden €42 met als reden dat het een zondag was (21 juli).,lunch negative
Review-g188636-d4579497_3,id_7,Lekkere kaaskroketjes vooraf gehad.,kaaskroketjes positive
Review-g188636-d4579497_3,id_1,Leuk restaurantje.,restaurantje positive
Review-g188674-d742026_1,id_4,"Keuze uit verschillende voorgerechten, hoofdgerechten en deserts voor een correcte prijs.","voorgerechten, hoofdgerechten en deserts positive"
Review-g188671-d694742_2,id_4,"De bediening is vriendelijk en attent (veel personeel aanwezig) maar mist wat ervaring en vlotheid, soms nogal onhandig.",bediening neutral
Review-g188671-d3318591_3,id_2,"Super bediening, vriendelijk en attent.",bediening positive
Review-g188666-d1011768_2,id_3,Er is een indrukwekkende verzameling grand crus uit de Bourgogne en topwijnen uit Bordeaux.,topwijnen positive <sep> grand crus positive
Review-g188636-d4562380_2,id_6,"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",quiches positive <sep> taarten positive
Review-g188671-d2166198_1,id_4,"Slaatje afgewerkt met lekkere dressing, gebakken spekjes en goede feta.",feta positive <sep> dressing positive
Review-g188636-d4562380_4,id_6,"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",soep positive <sep> kazen positive
Review-g188674-d742064_3,id_8,"Toen kwam die ober terug: 'Ik wil mijn excuses aanbieden met 2 gratis koffie (we hadden er 3 besteld), maar als ge het niet goed vind moet je zelf maar eens een schort aantrekken 'SPECIAAL EXCUUS!!!!",ober neutral
Review-g1006565-d2066794_4,id_2,Het is een fantastische gelegenheid.,gelegenheid positive
Review-g188671-d3318591_4,id_2,De uitbaters leggen je er echt in de watten.,uitbaters positive
Review-g2369819-d4170174_4,id_8,"5 gangen voor 45,00 euro is een eerlijke prijs voor een voorstreffelijk menu.",menu neutral <sep> menu positive
Review-g188636-d5929173_4,id_2,"Het restaurant is stijlvol en gezellig ingericht, alsook de tuin waar we het aperitief hebben genuttigd.",tuin positive <sep> restaurant positive
Review-g801350-d5504291_3,id_4,Goede bediening en de eigenaars zijn super vriendelijk.,eigenaars positive <sep> bediening positive
Review-g188672-d2722090_4,id_7,"Omdat mijn vriend amper 2 happen had genomen van zijn pasta, weigerde hij deze te betalen, waarna het keukenpersoneel heel frank deed en ons dwong om te betalen!!!!!!!",keukenpersoneel negative
Review-g188671-d2330356_4,id_1,hele lekkere patisserie!,patisserie positive
Review-g188672-d2414248_2,id_2,"De irish coffee komt de baas inderdaad aan tafel maken, je betaalt er 10 euro voor en dit is ook gewoon té duur.",irish coffee negative <sep> baas neutral
Review-g1081485-d803873_4,id_7,"Maar zelfs met deze beperkte kaart (4 hoofdgerechten, 4 voorgerechten en 2 desserts) waren er toch 2 gerechten niet beschikbaar!",kaart negative
Review-g188671-d5944255_1,id_1,"Als in Brugge wonend, is dit restaurant een echte aanrader en ééntje dat ik andere zou aanraden.",restaurant positive
Review-g188666-d3163710_3,id_2,Mooie all-in-menu's met ruime keuze en bovendien: à volonté.,all-in-menu's positive
Review-g188671-d5944255_1,id_3,De chef toont een grote gedrevenheid en passie voor zijn vak.,chef positive
Review-g188636-d4080718_2,id_5,Heel veel groenten.,groenten positive
Review-g641834-d4214987_4,id_3,"Kroketten van zwezerik, en andere prima huisspecialiteiten, en suggestie, enz.",huisspecialiteiten positive
Review-g188671-d3162667_2,id_5,Er is keuze tussen verschillende formules.,keuze positive
Review-g188671-d741857_3,id_3,En dat tegen de prijzen; 4 Euro 80 voor een pilsje en zes en halve Euro voor een glas witte huiswijn.,prijzen negative
Review-g188674-d3196804_1,id_2,De tomatensoep was lekker.,tomatensoep positive
Review-g188671-d741857_3,id_2,Als je om brood vraag krijg je een stapel boterhammen uit een plastic zak.,brood negative
Review-g641788-d6213349_1,id_15,"Gemiste kans, jammer, want aan de kok ligt het niet.",kok neutral
Review-g230021-d742004_2,id_9,"-wijn bestellen lukt moeilijk, de opdienster zegt dat ze geen tijd heeft en zo meteen terugkomt, maar ze vergeet dit.",opdienster negative
Review-g1549789-d1745655_1,id_1,"The Village, een echte aanrader!",the village positive
Review-g188674-d3196804_4,id_3,Het eten was bedorven.,eten negative
Review-g188672-d2722090_3,id_7,"Hoofdgerechten Gebakken ribbetjes met 3 sauzen, ribbetje was precies al eens opgewarmd geweest, de smaak was wat vreemd, maar ik dacht aan een vreemde marinade.",ribbetje negative
Review-g188675-d3155307_4,id_3,"We hadden alle drie een 3 gangen menu, wat echt heerlijk was.",3 gangen menu positive
Review-g663127-d6437804_1,id_6,Zeer vriendelijke bediening en lekkere wijnen (wij kozen voor de aangepaste wijnen).,bediening positive <sep> wijnen positive
Review-g188671-d1045514_1,id_1,"Dit restaurant bevindt zich aan de Markt (het grote plein), wij wilden hier niet eten omdat we er al vanuit gingen dat de kwaliteit niet al te best zou zijn, het is hier heel toeristisch.",restaurant neutral
Review-g188675-d3155307_3,id_6,"Het eten was gewoon goed, maar ook niet meer dan dat.",eten neutral
Review-g188671-d5944255_2,id_3,De Lasagne is super.,lasagne positive
Review-g188674-d742026_4,id_1,2 lunchmenu's met ruime keuze voor voor- en hoofdgerechten aan correcte prijs.,lunchmenu's positive
Review-g188671-d1164712_1,id_2,"Menu genomen met diverse kleine voorgerechtjes, geweldig lekker.",menu positive
Review-g188672-d742256_4,id_5,Friet met mayonaise was inbegrepen en het personeel was vriendelijk.,friet met mayonaise positive <sep> personeel positive
Review-g188669-d1091321_3,id_1,"Gezellig restaurant, plaatsen op kleine 3 verdiepingen met voldoende plaats.",restaurant positive
Review-g188636-d4562380_4,id_1,"Als je op zoek bent naar een originelere plaats om 's middags te lunchen, ben je hier aan het juiste adres.",plaats positive
Review-g188636-d4562380_3,id_11,"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",soep negative
Review-g801350-d5504291_1,id_2,"Bij 25° gezellig eten op een schitterend terras, wat kan er leuker zijn.",terras positive
Review-g661772-d7081883_3,id_1,"Chef Marc, Maître Bert, ik heb enorm genoten van de schitterende beleving in jullie restaurant.",restaurant positive
Review-g188666-d3163710_3,id_3,Verse vis en vlees.,vis positive <sep> vlees positive
Review-g188672-d3165028_3,id_2,Toen kwam het eten en dat was perfect!,eten positive
Review-g188674-d742064_2,id_11,Dit is NIET de service die we van de andere Lodge kennen het was echt ondermaats!!!!,service negative
Review-g941689-d1020348_4,id_5,"2 Mensen die bijzonder goed hun vak kennen, zeer gastvrij zijn en als de dienst het toelaat graag een babbeltje met hun gasten maken.",mensen positive
Review-g1081485-d4399506_4,id_1,"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed.",tapas positive <sep> wijnen positive <sep> concept positive
Review-g188671-d741857_3,id_1,"Personeel kijkt je niet aan, kwakken je eten op je tafel en nemen niet eens de moeite om iets tegen je te zeggen.",personeel negative
Review-g680686-d3809665_3,id_1,Weer naar ons favo tapasbarretje in Herentals.,tapasbarretje positive
Review-g663127-d6437804_1,id_5,"We konden proeven van lam, kip en scampi's op verschillende manieren bereid.","lam, kip en scampi's positive"
Review-g188671-d3318591_4,id_4,"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel.",victoria spongecake positive <sep> cheesecake positive <sep> chocolademelk positive <sep> scrambled eggs'-bagel positive
Review-g188669-d815146_3,id_3,"Wij hebben genoten van de maandsuggestie ""filet pure met asperges""; klassiek bereid met respect voor de groente.",filet pure met asperges neutral <sep> filet pure met asperges positive
Review-g2369819-d4170174_3,id_5,Maar van het personeel kon er ook geen glimlachje af.,personeel negative
Review-g188666-d842061_2,id_2,"Een schitterend kader met uitzicht op de graslei (inderdaad, Coeur d'Artichaut is niet langer in Onderbergen gevestigd, maar op de Korenlei!).",kader positive
Review-g188673-d857948_1,id_6,Deskundige weetjes over de wijnen werden ons heel vriendelijk meegegeven en de gastvrijheid van mevrouw is hartverwarmend!,mevrouw positive
Review-g188672-d2722090_3,id_5,"'Scampi in de look' was niet overdreven, ze zwemden in de boter, ongeloofelijk veel look.",scampi in de look negative
Review-g188671-d1960672_1,id_1,"Wat een romantisch etentje met een Grouponbon moest worden, werd een regelrechte flop.",etentje negative
Review-g2369819-d4170174_2,id_10,"De zaak ontbreekt sfeer, wij hebben absoluut geen goed gevoel na dit etentje.",sfeer negative
Review-g641826-d6433742_3,id_6,"Mijn voorgerecht op basi van tomaat, mozarella en basilicum was verrassend, fris en eigentijds.","voorgerecht op basi van tomaat, mozarella en basilicum positive"
Review-g188674-d742064_3,id_6,"Na het eten vroegen we nog een koffie aan de oude man en zijn antwoord was: 'neen!!!, ik ga eerst alle tafels (veel) afruimen en dan pas kom ik terug.",man negative
Review-g188672-d2722090_3,id_9,Ook hangde er veel vet aan de ribbetjes.,ribbetjes negative
Review-g188665-d967009_3,id_1,"Bij onze aankomst werden wij door de eigenaar, tot onze verbazing, op een ongelofelijke verbale manier aangepakt.",eigenaar negative
Review-g680686-d740424_2,id_2,en zeer lekkere deserties.,deserties positive
Review-g641825-d741875_1,id_2,"de gerechtjes zijn TOP, de locatie is SCHITTEREND, de aangepaste wijnen SUPER, het interieur ZEER WARM en gezellig en de gastvrouw, ongelooflijk CHARMANT, het was genieten in de grootste betekenis van het woord!",gerechtjes positive <sep> locatie positive <sep> aangepaste wijnen positive <sep> interieur positive <sep> gastvrouw positive
Review-g188671-d1164712_2,id_3,Wij kunnen dit restaurant zowel aan de locals als aan de toeristen aanraden.,restaurant positive
Review-g188671-d2330356_4,id_4,leuk dat je kan binnenkijken in de atelier!,atelier positive
Review-g188636-d1790921_2,id_2,Ook de koffie is er lekker en er heerst een gezellige sfeer.,sfeer positive <sep> koffie positive
Review-g188666-d1011768_2,id_2,"De setting ziet er leuk uit, informeel met de houten tafels en stoelen, de (voor dit restaurant zeer uitgebreide) menukaart op een krijtbord geschreven en de vele (lege) wijnflessen die uitgestald staan.",setting positive <sep> menukaart positive
Review-g641781-d741267_2,id_1,"in het kader van een flairbon hebben wij gereserveerd bij ""de mein"" het soepje van asperge was lekker doch geen brood, boter bij geserveerd.",soepje van asperge negative <sep> soepje van asperge positive
Review-g188671-d3570292_3,id_3,De service is een beetje koel maar toch correct.,service neutral
Review-g1081485-d803873_4,id_5,Een simpele sla als bijgerecht is niet meteen mijn motivatie om op restaurant te gaan.,sla negative
Review-g188671-d1371876_2,id_2,"De betere Wijn, gin en whisky zijn hier geen onbekende en de desserts zijn voor duimen en vingers op te eten en...","wijn, gin en whisky positive <sep> desserts positive"
Review-g188665-d967009_4,id_1,Net terug van een totaal mislukt etentje in dit restaurant.,etentje negative
Review-g188671-d1045518_3,id_1,Bar en bar slechte tent.,tent negative
Review-g188669-d815146_3,id_5,Een adresje in Leuven waar we blindelings opnieuw naar toe gaan.,adresje positive
Review-g188671-d5944255_3,id_4,"De verse limonade vonden we wat bitter afsmaken maar het eten, in ons geval een salade met zalm en een quiche smaakten ongelooflijk goed.",limonade negative <sep> salade met zalm en een quiche positive
Review-g188636-d4170392_1,id_5,Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.,bar negative
Review-g663127-d6437804_1,id_3,"We kozen voor het menu 'Parels van India', een aanrader voor wie wil kennismaken met verschillende gerechten uit India.",menu 'parels van india positive
Review-g641826-d6433742_4,id_1,We waren aangenaam verrast door de mooie inrichting en losse vriendelijke ontvangst.,ontvangst positive <sep> inrichting positive
Review-g188671-d5944255_4,id_3,Wanneer je binnen stapt in dit restaurantje wordt je onder gedompeld in wat volgens mij de ideale wereld moet zijn volgens deze twee leuke jonge mensen.,restaurantje positive
Review-g188671-d3162667_4,id_17,"Ik begrijp dat de vrouw in de keuken ook maar twee handen heeft, maar de man stond ondertussen achter de bar -als ik me niet vergis -met zijn gsm te spelen.",man negative
Review-g1120021-d4097420_4,id_4,Sfeer was ok maar niet zo aangenaam,sfeer negative
Review-g230021-d742004_2,id_2,Er worden echter meer klanten in het restaurant toegelaten dan de bediening aankan.,bediening negative
Review-g188672-d2722090_1,id_2,2 van ons hadden de zalm besteld van om en bij de 24€ met frietjes 1 had de steak (nog geen 125 gr) 23€ met frietjes 1 had saté 19€ met frietjes 1 scampi in curry met brood het stukje zalm was niet om aan te zien en de steak bijna niet te vinden.,steak negative <sep> stukje zalm negative <sep> steak negative
Review-g188674-d3196804_1,id_3,De pladijs die volgde was maar zeer matig: klein en iets te hard gebakken en voor ons beiden kregen we één erg karige portie frietjes.,pladijs negative <sep> frietjes negative
Review-g188671-d1761224_1,id_2,Lekkere wijn en hele vriendelijke bediening.,bediening positive <sep> wijn positive
Review-g188671-d1164103_1,id_6,Biertje bij het eten waar ze 8 euro voor vroegen.,biertje negative
Review-g188671-d2330356_1,id_1,"het was even geleden... maar gisteren een onverwachte stop gemaakt, en natuurlijk niet kunnen weerstaan aan deze zoete verleidingen.... brownie met gember was superjammie!!!!!",brownie met gember positive
Review-g3607018-d1444065_4,id_1,"Heel gezellig restaurant in een fantastische omgeving in de bossen, ideaal als fietsstopplaats waar het lekker eten is, maar ook de moeite om gewoon wat gaan te drinken op het gezellige terras naast de gempemolen",restaurant positive <sep> omgeving positive <sep> eten positive
Review-g188672-d3852991_4,id_3,"Inderdaad, lang wachten, drank niet gekoeld, onbeleefde, neen, onbeschofte bediening, aangebrand voedsel en als je dan als klant voorzichtig een opmerking maakt, moet je (dixit) ""stoppen met zeveren""...",drank negative <sep> bediening negative <sep> voedsel negative
Review-g188672-d2722090_3,id_8,"De sausjes (huisgemaakt?) hadden precies meerdere kleuren (voor de duidelijkheid, dezelfde saus had verschillende kleuren na er in te hebben geroerd).",sausjes neutral
Review-g1120021-d4097420_4,id_1,"Lekker broodje met vol-au-vent Aan 8,5€!",broodje met vol-au-vent positive
Review-g188671-d1960672_2,id_3,Super bediening & eten heel heel lekker!,eten positive <sep> bediening positive
Review-g2369819-d4736237_1,id_4,Er is een uitstekende wijnkaart die regelmatig vernieuwd wordt.,wijnkaart positive
Review-g188671-d1164103_4,id_6,Eten was van zeer slechte kwaliteit.,eten negative
Review-g188669-d3372515_4,id_1,Overheerlijk ijs in centrum Leuven.,ijs positive
Review-g663127-d6437804_1,id_1,hartelijke ontvangst door de zaakvoerster.,zaakvoerster positive
Review-g188636-d809942_3,id_13,Ook het dessert was voortreffelijk van smaakcombinatie.,dessert positive
Review-g801350-d5504291_2,id_1,"Een fijne ontvangst, een mooie locatie, Het eten was zeer goed verzorgd en een fatsoenlijke portie!",eten positive <sep> locatie positive <sep> ontvangst positive
Review-g188666-d3163710_3,id_7,Erg vriendelijke bediening.,bediening positive
Review-g188671-d1604411_1,id_3,"Hierbij kregen wij ook nog dusdanig veel amuses, dat het makkelijk als viergangen had doorgekund.",amuses positive
Review-g188671-d1045518_2,id_3,"Dit bleek betrekking te hebben op de lunch, maar we konden deze gerust bestellen, (het was over zessen in de avond) de porties waren alleen wat kleiner volgens de ober.",porties neutral <sep> ober positive
Review-g1009379-d1094833_4,id_1,We komen hier vaker eten: degelijke brasserie zonder meer.,brasserie neutral
Review-g188672-d2722090_3,id_16,"Mijn vriendin had appeltaart, die ze wel ok vond.",appeltaart neutral
Review-g2546789-d4542241_2,id_1,Ik had een steak saignant gevraagd maar deze was medium tot bien cuit.,steak saignant negative
Review-g188636-d4080718_2,id_2,De ontvangst was zéér vriendelijk en hartelijk.,ontvangst positive
Review-g188673-d857948_4,id_4,Keuzemenu is prijs-kwaliteit zeer goed.,keuzemenu positive
Review-g188671-d1960672_1,id_5,Echt geen restaurant waardig!!!!,restaurant negative
Review-g188669-d740885_4,id_2,De keuken is eerder Belgisch-Frans (allerlei steakbereidingen) maar wel met uitstekende ingrediënten (super mals vlees).,vlees positive <sep> ingrediënten positive
Review-g801350-d5504291_4,id_1,Je kan er heel lekkere steppengras fritten met biefstuk of kip eten.,kip positive <sep> steppengras fritten met biefstuk positive
Review-g188671-d1045514_3,id_10,"Deze ondernemer heeft duidelijk geen zin om klanten te bewegen om de volgende dag terug te komen, nee elke klant die ze een poot kunnen uitdraaien is er is weer kassa en morgen lopen er weer honderden toeristen in deze val!",ondernemer negative
Review-g188671-d1164712_1,id_1,Wat een vriendelijke bediening.,bediening positive
Review-g641825-d4674814_2,id_8,"En verder een keuze uit een ""koffiebroodje""..oftewel een echt koffiebroodje maar ook croissants (met of zonder chocolade) of ander heerlijke broodjes.",broodjes positive <sep> keuze positive
Review-g188674-d742064_2,id_4,"De salade die erbij geserveerd werd was ook al niet fris meer en erop gegooid, gefrituurde peterselie was ook van matig niveau!",salade negative <sep> gefrituurde peterselie neutral
Review-g641827-d4753953_1,id_8,zal nog maar zwijgen over de hele zaak in het algemeen.,zaak negative
Review-g188666-d3803270_2,id_3,Jammer dat de wijnen recentelijk nog eens 10-15% opgeslagen zijn (een modale 2010 châteauneuf du pape kost er nu 90 euro).,wijnen negative <sep> 2010 châteauneuf du pape negative
Review-g188671-d1960672_4,id_2,Het eten was lekker.....mijn zoon zou een 5 sterren hebben gegeven....indien hij dit kon doen.,eten positive
Review-g188673-d742121_3,id_3,"Het onthaal is verre van hartelijk, het menu van de maand af te raden.",onthaal negative <sep> menu van de maand negative
Review-g2369819-d4170174_2,id_3,De carpacio (tataki op het menu) was waterachtig en inspiratieloos.,carpacio negative
Review-g188636-d1790921_1,id_4,Lauwe koffie is gewoon niet accepteerbaar.,koffie negative
Review-g188671-d1164103_1,id_1,"Lachwekkende vertoning, een ander schreef hier al over dat het net Fawlty Towers is.",vertoning negative
Review-g188673-d3411707_1,id_2,"Maar toen we daar ter plekke arriveerden, bleek het restaurant dicht, met vakantie.",restaurant negative
Review-g1081485-d4399506_1,id_3,"De wijn was lekker, duurste fles nog aan modeste prijs van 30 eur.....",wijn positive
Review-g188636-d5929173_2,id_34,Afsluiten doen we met een ijs compositie die erg lekker is.,ijs compositie positive
Review-g2369819-d4170174_1,id_10,Wij houden van dit restaurant vooral omwille van de keuken en vriendelijkheid van Abdel.,restaurant positive <sep> keuken positive <sep> abdel positive
Review-g188636-d1790921_3,id_2,Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.,cafe positive
Review-g230021-d742004_2,id_15,Het brood was lekker.,brood positive
Review-g188671-d694742_4,id_1,We hebben vorig weekend bij Park Restaurant gegeten om de verjaardag van mijn vriend te vieren en het was een zeer geslaagde avond.,park restaurant positive
Review-g188671-d1960672_1,id_4,Hoofdgerecht was pasta met diepvrieszeevruchtenmix en nul komma nul smaak!,pasta met diepvrieszeevruchtenmix negative
Review-g188636-d4579497_3,id_2,Inrichting is modern.,inrichting positive
Review-g188674-d3196804_3,id_3,Pannekoeken zijn lekker!,pannekoeken positive
Review-g941689-d3671892_4,id_4,"1x fetuccine met curry, echt slecht hebben we dan ook laten staan, 2x gegrilde scampi in kruidenboter, deze werd geserveerd in een laf smakeloos lookroomsausje niet in kruidenboter, kant-en-klaar liflafje.",gegrilde scampi in kruidenboter negative <sep> fetuccine met curry negative <sep> lookroomsausje negative <sep> liflafje negative
Review-g1006565-d2066794_2,id_3,Maar eens in het kasteelrestaurant aangekomen werd het een feest.,kasteelrestaurant positive
Review-g641826-d6433742_3,id_10,De hoofdgerechten waren opnieuw heel fijn en smaakvol.,hoofdgerechten positive
Review-g188666-d783278_4,id_2,Zeker de kreeft met de zes verschillende sausjes eens bestellen!,kreeft met de zes verschillende sausjes positive
Review-g188636-d4170392_1,id_1,Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,sushi positive <sep> restaurantje positive
Review-g230021-d742004_2,id_17,De vetnaad vlakbij het staartstuk van de zalm die hard wordt bij het roken was niet weggesneden door de keuken.,zalm negative
Review-g188666-d1011768_2,id_5,"Misschien wil de chef een bepaalde sfeer scheppen, hoewel ik me niet kan voorstellen wat dit dan wel moet zijn.",sfeer negative
Review-g188636-d1790921_1,id_3,De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,koffies en warme choco negative
Review-g188636-d4579497_3,id_5,De tafeltjes zijn als op zoveel plekken in Antwerpen erg klein.,tafeltjes negative
Review-g188665-d967009_3,id_4,Wij hebben het restaurant onmiddellijk verlaten om er nooit meer terug te komen.,restaurant negative
Review-g1549789-d1745655_2,id_6,"Tanja, je bent goed bezig!!!!!",tanja positive
Review-g188666-d3603065_3,id_3,Uiteindelijk hebben we voor deze zaak gekozen omdat het er gezellig en proper uitzag.,zaak positive
Review-g641826-d741899_3,id_5,Alle gerechten zijn zeer lekker op zeer hoge niveau.,gerechten positive
Review-g2369819-d4170174_3,id_4,Het eten was wel lekker en mooi gepresenteerd op het bord.,eten positive
Review-g663127-d6437804_4,id_5,De menu Indira was lekker.,menu indira positive
Review-g2369819-d4170174_1,id_1,Het Hof van Heusden is op zich wat een speciale locatie.,hof van heusden neutral
Review-g641827-d4753953_2,id_11,"Op dat moment werd hij bijgetrede dr alle personeels leden en de patron, die laatste had zelfs de baseball knuppel mee uitgebracht.",patron negative
Review-g188666-d3803270_2,id_6,"Geen top-restaurant maar toch een aanrader, zeker voor de oervlaamse bon-vivant met grotere honger.",top-restaurant neutral
Review-g188669-d3631466_4,id_4,De gerechten waren wel lekker.,gerechten positive
Review-g680686-d3809665_4,id_2,"soms heb je wel de indruk dat de huidige uitbaters, in tegenstelling tot de vorige uitbaters, er niet met volle ""goesting"" werken.",huidige uitbaters neutral
Review-g954018-d967590_4,id_2,In de eerste plaats de creatieve gerechten en steeds terugkerend de top service.,service positive <sep> gerechten positive
Review-g2369819-d4170174_2,id_1,Maandmenu: Het 'fijnproeversbordje' bestond uit een toastje van 1 vierkante centimeter met een stukje pate op en iets dat gelijkt op uienkonfijt.,fijnproeversbordje negative
Review-g230021-d742004_2,id_31,De akoestiek is een heikel punt.,akoestiek negative
Review-g188666-d3603065_4,id_2,De service is er vlot en goed en de ribbetjes zijn er heel lekker en niet zo vet als in eerder vermelde zaak.,ribbetjes positive <sep> service positive
Review-g188636-d4170392_4,id_3,Als je een frequent shusi eeter bent sla deze zaak dan over.,zaak negative
Review-g188671-d2166198_4,id_2,"Het menu van €35,- was erg goed.",menu positive
Review-g188672-d4570177_4,id_3,Maar het personeel is er wel vriendelijk.,personeel positive
Review-g188671-d1604411_1,id_6,De bediening vond ik vrij informeel voor de setting.,bediening neutral
Review-g188675-d3155307_3,id_4,"Er zijn 5 dames om te bedienen, maar toen wij binnen kwamen was er niemand om aan te vragen of er nog een tafel vrij was.",dames negative
Review-g641827-d4753953_2,id_2,"Na 3x saus vragen en steeds erbarmelijke saus voorgeschoteld te krijgen ging ik bij de uitbater verhaal halen (nog maar gezwegen van fritte, kip).",saus negative
Review-g188666-d3603065_3,id_8,"De ribbetjes à volonté waren super lekker, krokant en niet aangebrand.",ribbetjes à volonté positive
Review-g188636-d4080718_2,id_3,"Het voorgerecht was héél lekker, de hoofdschotel ook.",hoofdschotel positive <sep> voorgerecht positive
Review-g2369819-d4736237_2,id_6,"Het eten was niet slecht, maar dat kon de onbeleefdheid van de gastvrouw niet goed maken.",eten neutral <sep> gastvrouw negative
Review-g188650-d4374911_4,id_1,Super goed restaurant.,restaurant positive
Review-g230021-d742004_2,id_10,We spreken na een tijdje een andere ober aan die wel de tijd heeft om de twee woorden die nodig zijn om onze keuze kenbaar te maken te onthouden.,ober positive
Review-g680686-d3809665_1,id_1,"slechte en onvriendelijke bediening, eten was ronduit slecht.",eten negative <sep> bediening negative
Review-g188650-d4374911_4,id_6,Beste restaurant in de stad en ver daarbuiten,restaurant positive
Review-g188666-d1011768_3,id_1,"Garcon arrogant en degoutant, kan geen kritiek verdragen, en een baas (kok) die niet beweegt als er iets fout loopt.",baas negative <sep> garcon negative
