review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
28612,id_5,"Impresionante interior, como si estuvieras en un cuento de hadas.",interior positive,14-22,"Потрясающий интерьер, словно попадаешь в сказку.",интерьер positive
9870,id_4,Me gustaría unirme a todas las críticas positivas dirigidas a todo el personal del restaurante.,personal del restaurante positive,70-94,Хочется присоединиться ко всем положительным отзывам в адрес всего персонала ресторана.,персонала ресторана positive
12863,id_5,"De todos los establecimientos de cocina japonesa, este es el mejor, volveremos hasta el 20 de noviembre ... para una oferta especial !!!!",establecimientos de cocina japonesa positive,13-48,"Из всех заведений японской кухни - это самое лучшее, придем туда еще раз до 20 ноября...по акции!!!!",заведений японской кухни positive
36512,id_11,Queremos expresar nuestro especial agradecimiento a la gerente del restaurante Olga por el gran trabajo realizado !!!,gerente del restaurante positive,55-78,Отдельную огромную благодарность мы хотим выразить управляющей рестораном Ольге за ее большую проделанную работу!!!,управляющей рестораном positive
10663,id_15,"No hubo dudas sobre la elección de restaurante para la boda, espero que en el día más importante de nuestra vida también estemos satisfechos, esta semana vamos a encargar :).",restaurante positive,35-46,"Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :).",ресторана positive
33524,id_12,"El interior es agradable, la iluminación es suave, los asientos son cómodos, la música está bien elegida)",Interior positive <sep> música positive,3-11 <sep> 80-86,"Интерьер приятный, освещение мягкое, места удобные, музыка подобранна хорошо)",Интерьер positive <sep> освещение positive <sep> места positive <sep> музыка positive
35635,id_14,"Desafortunadamente, no entendimos lo que estaba pasando con el restaurante, es una pena que el nivel adecuado ya no esté allí y tendremos que buscar un nuevo restaurante favorito.",restaurante negative,63-74,"К сожалению, мы так и не поняли, что происходит с рестораном, жаль, что должного уровня уже нет и придется искать новый любимый ресторан.",рестораном negative
35904,id_3,"Servicio al más alto nivel, una amplia selección de menús y bebidas) interior agradable, tranquilo, tranquilo!",Servicio positive <sep> menú positive <sep> bebidas positive <sep> interior positive,0-8 <sep> 52-56 <sep> 60-67 <sep> 69-77,"Сервис на высочайшем уровне, большой выбор по меню и напиткам )приятный интерьер, тихо, спокойно!",Сервис positive <sep> меню positive <sep> напиткам positive <sep> интерьер positive
35613,id_6,Un fuerte contraste de mal servicio y cocina muy sabrosa y acogedor interior .... !!!!,Servicio negative <sep> cocina positive <sep> interior positive,27-35 <sep> 38-44 <sep> 68-76,Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!!,сервиса negative <sep> кухни positive <sep> интерьера positive
17475,id_4,"Fueron recibidos normalmente (no había sonrisa en el rostro del administrador), fueron acompañados a la mesa.",administrador neutral,64-77,"Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.",администратора neutral
280,id_7,Así que solo quedaron buenas impresiones del restaurante.,restaurante positive,45-56,Так что от ресторана остались только хорошие впечатления.,ресторана positive
23878,id_7,Me gustó el interior.,interior positive,12-20,Понравился интерьер.,интерьер positive
24501,id_0,Me gustaría expresar mi gratitud por la inesperada y agradable impresión que me causaron el personal y el ambiente de su restaurante.,personal positive <sep> restaurante positive,92-100 <sep> 121-132,"Хотела бы выразить благодарность за, неожиданно приятное впечатление, которое произвел на меня персонал и атмосфера Вашего ресторана!",персонал positive <sep> атмосфера positive <sep> ресторана positive
19677,id_2,"No hubo gente insatisfecha, ¡a todos les gustó mucho la cocina!",cocina positive,56-62,"Недовольных не осталось, всем очень понравилась кухня!",кухня positive
16714,id_8,"En especial, me gustaría expresar mi gratitud al administrador que trabajó estos días (lamentablemente no recuerdo el nombre de la niña).",administrador positive,49-62,"Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки).",администратору positive
18430,id_4,Contras: parecía que la música estaba sonando demasiado fuerte; ,música negative,24-30,"Минусы: показалось, что слишком громко играла музыка; отсутствие подсветки над столом(хотя над некоторыми другими свет все же был), из-за чего пришлось подсвечивать меню телефоном и наверное главный минус для меня-это то, что в таком большом заведении не оказалось место для гардероба, вследствие чего наши куртки постоянно падали на пол с дивана.",музыка negative <sep> подсветки над столом negative <sep> заведении negative <sep> гардероба negative
20021,id_3,Me gustó el interior. ,interior positive,12-20,"интерьер мне понравился. в светлых тонах, висят картины, занавесочки из то ли бисера, то ли ещё чего)",интерьер positive <sep> картины positive <sep> занавесочки positive
18518,id_1,"Estamos muy satisfechos con el servicio, los manteles se cambian después de cada visitante, todo está muy limpio.",Servicio positive,31-39,"Обслуживанием очень довольны, скатерти меняют после каждого посетителя, все очень чисто.",Обслуживанием positive
33897,id_3,"La comida es muy sabrosa, la elección de la comida es bastante buena, el precio es más que igual a la calidad.",Comida positive,3-9,"Еда очень вкусная, достаточно хороший выбор блюд, ценник более чем соответствует качеству.",Еда positive <sep> блюд positive
34334,id_18,¡Este es realmente un lugar para celebrar bodas!,un lugar positive,19-27,"Это,действительно,место,в котором стоит отмечать свадьбы!!!",место positive
28112,id_20,"Se puede comer, conversar (la música es muy agradable y tranquila) y traer una dama y celebrar su cumpleaños.",música positive,30-36,"И поесть можно,и поговорить (музыка очень приятная и негромкая) и даму привести и день рождения отметить.",музыка positive
37070,id_1,"Me gustó mucho todo: la cocina, el interior, la comida y el cheque para seis personas con alcohol me hicieron feliz :)",cocina positive <sep> interior positive <sep> comida positive,24-30 <sep> 35-43 <sep> 48-54,"Все очень понравилось: кухня, интерьер,еда , да и чек на шестерых человек с алкоголем порадовал :)",кухня positive <sep> интерьер positive <sep> еда positive <sep> чек positive
2965,id_5,"El restaurante se diferencia favorablemente por un ambiente tranquilo, agradable, NO con música en vivo fuerte, lo que deja una oportunidad para una conversación agradable.",música en vivo positive,89-103,"Ресторан выгодно отличается спокойной атмосферой,приятной, НЕ громкой живой музыкой,что оставляет шанс для приятной беседы.",атмосферой positive <sep> живой музыкой positive
11102,id_3,"Bonito interior, personal sonriente, ambiente acogedor.",interior positive <sep> personal positive,7-15 <sep> 17-25,"Приятный интерьер, улыбчивый персонал, уютная атмосфера.",интерьер positive <sep> персонал positive <sep> атмосфера positive
29395,id_11,"Si está buscando un restaurante para cualquier evento importante, no dude en ir a ""TBILISO"" !!!","""TBILISO"" positive",82-91,"Если Вы ищите ресторан для какого-либо важного события, можете смело идти в ""ТБИЛИСО""!!!","""ТБИЛИСО"" positive"
29350,id_2,"Ligeramente incómodo, desde un espacio grande y no mucho fresco (en invierno), pero en verano, ¡estas son súper vistas desde la ventana! ",vistas desde la ventana positive,112-135,"Слегка не уютно, от большого пространства и не много прохладно(зимой), но летом - это супер виды из окна!!! 3.",большого пространства negative <sep> виды из окна positive
13835,id_8,Las camareras son amables y serviciales.,Camareras positive,4-13,Официантки вежливы и предупредительны.,Официантки positive
16647,id_1,"El ambiente es tranquilo y confortable, el interior es exactamente lo que necesitas, no llama mucho la atención, pero en general es agradable y odioso, muy relajante, y la música contribuye a ello.",interior neutral <sep> música neutral,43-51 <sep> 172-178,"Атмосфера спокойная и комфортная, интерьер именно такой какой нужно, особо не привлекает внимание, но в целом приятен и ненавящив, очень расслабляет, и музыка этому способствует.",Атмосфера neutral <sep> интерьер neutral <sep> музыка neutral
10825,id_1,"El interior es de alto nivel, en la entrada nos recibió un joven y se ofreció a elegir la mesa que nos gustaba y nos advirtió que tardaríamos un poco más en esperar una caliente. ",Interior positive,3-11,"Интерьер на высоком уровне,при входе нас встретил молодой человек и предложил выбрать понравившийся нам столик и предупредил нас, что горячее придется немного дольше подождать т.к. в ресторане было не мало народу,но нас это не смутило,поскольку мы заранее были предупреждены,а это не мало важно.",Интерьер positive <sep> молодой человек positive
10663,id_4,"Nos llamó la administradora, la chica más simpática, nos contó todo, se presentó, no surgieron preguntas, incluso miró por el rabillo del ojo hacia el pequeño salón (en ese momento el banquete comenzaba allí).",administrador positive,13-26,"Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).",администратора positive <sep> девушка positive
17999,id_8,"Un gran restaurante, un buen y lo más importante, un lugar bastante rentable y la cocina es muy decente, pero el servicio deja mucho que desear ....",un lugar positive <sep> cocina positive <sep> Servicio negative,50-58 <sep> 82-88 <sep> 113-121,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",ресторан positive <sep> место positive <sep> кухня positive <sep> обслуживание negative
33622,id_10,"En general, la mesa estaba realmente hermosa.",mesa positive,15-19,Вообще стол был накрыл действительно шикарно.,стол positive
12467,id_12,"Luego se sirvió un sorbete, también delicioso)))",sorbete positive,19-26,"Затем подали сорбет, тоже вкусненько)))",сорбет positive
3231,id_3,"Nunca había visto algo así antes ... los camareros son muy atentos, siempre estaba limpio en la mesa y ¡ni siquiera tuve que servirme e imponerme nada!",camareros positive,41-50,"Нигде раньше такого не встречала...официанты очень внимательные, всегда было на столе чисто и даже не приходилось себе ничего наливать и накладывать!",официанты positive
36576,id_1,"Mis amigos y yo quedamos muy contentos con la visita a esta institución, no hay mucha gente ... sofás acogedores y suaves)",sofás positive,96-101,"Мы с друзьями остались очень довольны посещением этого заведения, народу не много...уютные,мягкие диванчики)",заведения positive <sep> диванчики positive
2073,id_3,"Sí, interior decente, cocina decente ... pero todo lo demás es simplemente horrible.",interior neutral <sep> cocina neutral,4-12 <sep> 22-28,"Да, неплохой интерьер, неплохая кухня... но все остальное просто ужас.",интерьер neutral <sep> кухня neutral
1052,id_4,"El interior es agradable: hay armario, sofás, luces tenues, música discreta (incluso una vez nos topamos con un saxofonista allí), un ambiente agradable ...",Interior positive <sep> sofás positive <sep> música positive,3-11 <sep> 39-44 <sep> 60-66,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера...",Интерьер positive <sep> гардероб positive <sep> диваны positive <sep> музыка positive <sep> атмосфера positive
3236,id_6,"En general, la institución es muy agradable y el dueño es talentoso, hizo una cafetería y un restaurante juntos, y desde la inauguración, se ha traído multitudes de personas aquí.",institución positive,15-26,"В общем, заведение очень приятное и хозяин талантлив, сделал и кафе и ресторан вместе, и с самого открытия сюда валят толпы народу.",заведение positive <sep> хозяин positive
33252,id_4,"Probé cerveza recién hecha por primera vez, ahora, probablemente, nunca más podré beber cerveza de barril ordinaria y cerveza embotellada, mucho más :))",cerveza recién hecha positive,6-26,"Первый раз попробовал свежесваренное пиво, теперь, наверное, никогда больше не смогу пить обычное разливное, а бутылочное - так тем более :))",свежесваренное пиво positive
3976,id_3,"La mesa se reservó con anticipación y se hizo según lo sugerido por el administrador, es decir, ",administrador positive,71-84,"Столик бронировали заранее и сделали так как предложил администратор т.е. сделали предварительный заказ, когда придя увидели полностью заполненый ресторан поняли что совет нам дали действительно правильный, в ресторане было человек 70-80, тут действительно горячее блюдо можно ждать весьма долго.",администратор positive
35325,id_6,"Espero que de todos modos resuelvan este problema - servicio prolongado, pero en general, nos gusta mucho este lugar y lo recomendamos a todos, especialmente los días de semana !!!!)",Servicio negative,52-60,"Надеюсь, что все таки они решат эту проблему- долгого обслуживания, но в целом, нам очень нравится это место и мы всем рекомендуем его, особенно в будние дни!!!!)",обслуживания negative <sep> место positive
27169,id_6,"El interior del castillo medieval, el mobiliario, el servicio superó todas las expectativas.",Interior positive <sep> Servicio positive,3-11 <sep> 53-61,"Интерьер средневекового замка, обстановка, обслуживание превзошли все ожидания.",Интерьер positive <sep> обстановка positive <sep> обслуживание positive
28585,id_6,"No hay muchos platos en el menú, ¡pero hay muchos para elegir!",Platos neutral,14-20,Блюд в меню не много но выбрать есть из чего!,Блюд neutral
3647,id_6,Las camareras son chicas lindas.,Camareras positive,4-13,Официантки симпатичные девочки.,Официантки positive
15335,id_4,"La comida era muy sabrosa, las raciones eran geniales!",Comida positive,3-9,"Еда была очень вкусной, порции оказались большими!!!!!",Еда positive <sep> порции positive
19027,id_1,"Los camareros son muy amables, no entrometidos, ¡el servicio es excelente!",Camareros positive <sep> Servicio positive,4-13 <sep> 52-60,"Официанты очень приятные, не навязчивые, сервис отличный!",Официанты positive <sep> сервис positive
36205,id_14,"El salmón se acaba de derretir en mi boca, ¡la ensalada César generalmente está más allá de los elogios!",Salmón positive <sep> ensalada César positive,3-9 <sep> 47-61,"Лосось просто таял во рту, салат Цезарь вообще вне всяких похвал!",Лосось positive <sep> салат Цезарь positive
35486,id_7,"Los esperamos, esperamos, vino un oficial y dijo que los había tirado al piso, que estos eran los últimos palos y que en general no habría palos.",oficial negative,34-41,"Ждали мы их, ждали, пришла офицантка и сообщила что она их уронила на пол, и что это были последние палочки и вообщем палочек не будет.",офицантка negative
35613,id_1,"Anoche fuimos, ordenados, traídos lo suficientemente rápido, pero luego parecían haberse olvidado de nosotros, terminamos nuestras bebidas y quisimos repetirlas, pero nadie se acercó a nosotros durante media hora, los camareros pasaron corriendo, pero lo hicieron. Ni siquiera mirar en nuestra dirección, a pesar de que intentamos con todas nuestras fuerzas llamar la atención.",camareros negative,218-227,"Были вчера вечером, заказали, принесли достаточно быстро, но вот потом про нас как-будто забыли, мы допили напитки и хотели повторить их, но к нам пол часа никто не подходил, официанты бегали мимо, но в нашу сторону даже не смотрели, несмотря на то, что мы всеми силами пытались обратить на себя внимание.",официанты negative
12270,id_7,"Elegí una sala para discotecas, la música es tranquila, si pueden hacerla más tranquila .. Me gustaron mucho los cómodos sofás y la mesa ..",música positive <sep> sofás positive,35-41 <sep> 121-126,Выбрала зал для дискотек-музыка негромкая-если что могут сделать потише..очень понравились удобные диванчики и сервировка стола..,музыка positive <sep> диванчики positive <sep> сервировка стола positive
18372,id_6,"De hecho, solo la cocina está cerrada a las 12, ¡y el bar está abierto hasta el último cliente!",bar positive,54-57,"На самом деле в 12 закрывается только кухня,а бар работает до последнего клиента!",бар positive
34228,id_4,La comida tampoco estaba contenta con nada.,Comida negative,3-9,Еда тоже ничем не порадовала.,Еда negative
28710,id_7,"Para nuestro caso, esto es solo un éxito del 100%, incluso esa noche había música en vivo, el pianista tocaba en el piano de cola blanco.",música en vivo positive <sep> pianista positive,75-89 <sep> 94-102,"Для нашего случая это просто 100%попадание, еще в этот вечер была живая музыка, пианистка играла за белым роялем.",живая музыка positive <sep> пианистка positive
32206,id_2,"Como no está lejos de la casa, elegimos un restaurante para conversaciones familiares: aquí se puede escuchar al interlocutor, incluso cuando la sala está llena de visitantes.",un restaurante positive,40-54,"Так как от дома идти недалеко, облюбовали ресторан для семейных бесед: здесь слышно собеседника, даже когда полный зал посетителей.",ресторан positive
32771,id_26,"Cocina - 10, Interior - 10, Servicio - 10.",Cocina positive <sep> Interior positive <sep> Servicio positive,0-6 <sep> 13-21 <sep> 28-36,"Кухня - 10, Интерьер - 10, Сервис - 10.",Кухня positive <sep> Интерьер positive <sep> Сервис positive
3480,id_3,"El almuerzo de negocios no es el más barato en comparación con otros restaurantes, ¡pero la calidad se corresponde completamente con el precio!",Almuerzo de negocios neutral <sep> Almuerzo de negocios positive,3-23 <sep> 3-23,"Бизнес-ланч по сравнению с другими ресторанами не самый дешевый,но качество цене соответствует полностью!!!",Бизнес-ланч neutral <sep> Бизнес-ланч positive
29350,id_3,"El servicio, en mi opinión, es muy bueno, desde el encuentro con un invitado hasta la despedida.",Servicio positive,3-11,"Сервис, на мой взгляд очень хороший, начиная от встречи гостя до проводов.",Сервис positive <sep> встречи гостя positive <sep> проводов positive
18372,id_5,"Me gustó especialmente el kebab de pollo y la ensalada ""Rosana"", les aconsejo a todos que la prueben.","Kebab de pollo positive <sep> Ensalada ""Rosana"" positive",26-40 <sep> 46-63,"Особенно мне понравился шашлык из курицы и салат ""Розана"" всем советую попробовать.","шашлык из курицы positive <sep> салат ""Розана"" positive"
10985,id_3,"Me sorprendió gratamente el ""interior chino"": sofás como en un bistró, manteles en mesas como un comedor, lámparas / candelabros europeos, en general, en términos del interior, ¡no hay absolutamente ningún chino!",Interior chino negative <sep> sofás negative <sep> manteles en mesas negative <sep> interior negative,29-43 <sep> 46-51 <sep> 71-88 <sep> 29-37,"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!",китайским интерьером negative <sep> диванчики negative <sep> скатерти на столах negative <sep> интерьера negative
9721,id_3,Lo siguiente que nota cuando entra en un restaurante es el personal muy amable.,un restaurante positive <sep> personal positive,38-52 <sep> 59-67,"Следующее на что обращаешь внимание, попав в ресторан, - это очень дружелюбный персонал.",ресторан positive <sep> персонал positive
29298,id_2,"Es muy grato que por las tardes, a partir de las 9 en punto, se toque música en vivo, se pueda bailar y pasar un buen rato.",música en vivo positive,70-84,"Очень радует то, что по вечерам, где-то с 9 часов, играет живая музыка, можно потанцевать и прекрасно провести время.",живая музыка positive
10625,id_5,"Para nosotros, solo pudieron encontrar una mesa para fumadores, pero esto no dolió mucho, ya que la ventilación se adapta.",ventilación positive,100-111,"Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется.",вентиляция positive
1515,id_5,No creo que en un futuro cercano mis colegas o yo tengamos el deseo de visitar esta institución.,institución negative,84-95,"Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.",заведение negative
28112,id_3,Lo que me sorprende de esto es que la cocina (calidad) no ha cambiado desde hace 8 !!! años.,cocina positive,38-44,"Что меня удивляет в этом,так это то,что кухня (качество)не меняется уже 8!!!лет.",кухня positive
30808,id_3,"Por supuesto, el interior es impresionante: acogedor y hermoso.",interior positive,17-25,Конечно же впечатляет интерьер: уютно и красиво.,интерьер positive
33252,id_7,"Nuestra mesa fue servida por varios camareros a la vez, por lo que todos los platos y bebidas se sacaron muy rápidamente, los platos sucios y ceniceros también desaparecieron de la mesa a la velocidad del rayo y fueron reemplazados por otros limpios.",camareros positive,36-45,"Наш стол обслуживали сразу несколько официантов, так что все блюда и напитки выносились очень оперативно, грязная посуда и пепельницы тоже исчезали со стола молниеносно и заменялись на чистое.",официантов positive
21399,id_1,Cenamos hoy en este maravilloso restaurante.,restaurante positive,32-43,Сегодня ужинала в этом замечательном ресторане.,ресторане positive
2965,id_6,"El servicio no es entrometido, yo diría imperceptibles, camareros muy agradables, enseguida trajeron un jarrón para flores, tomaron el pedido, todo es muy educado, con buen conocimiento del menú y buena voluntad.",Servicio positive <sep> camareros positive <sep> conocimiento del menú positive,3-11 <sep> 56-65 <sep> 173-194,"Обслуживание не навязчивое,я бы сказала незаметное,очень приятные официанты,сразу принесли вазу для цветов,приняли заказ,все очень вежливо,с хорошим знанием меню и доброжелательностью.",Обслуживание positive <sep> официанты positive <sep> знанием меню positive
31778,id_7,"Tampoco me quejo del servicio, aunque todavía es difícil llamarlo ideal.",Servicio neutral,21-29,"На обслуживание тоже не жалуюсь, хотя и идеальным пока назвать сложным.",обслуживание neutral
35085,id_13,"La comida es bastante sabrosa, pero porciones muy pequeñas (como en general en nuestros restaurantes en Rusia por alguna razón).",Comida positive <sep> Comida negative,3-9 <sep> 3-9,"Еда, довольно вкусная, но очень маленькие порции (как вообще у нас в России в ресторанах почему-то).",Еда positive <sep> Еда negative
19111,id_5,"El pasillo es grande, los muebles son decentes, probablemente un televisor grande en la pared es conveniente para mirar desde cualquier mesa. ",muebles neutral,26-33,"Зал большой, мебель приличная, большой телевизор на стене удобно смотреть с любого столика наверно. 3.",Зал positive <sep> мебель neutral <sep> телевизор positive
2747,id_15,"Masa ligera y fina, carne jugosa, genial.",masa positive <sep> carne positive,0-4 <sep> 20-25,"Легкое тонкое тесто, сочное мясо - прекрасно.",тесто positive <sep> мясо positive
16647,id_3,La cocina ... es algo.,Cocina positive,3-9,Кухня...это нечто.,Кухня positive
31071,id_1,"En primer lugar, es muy ruidoso: la sala es pequeña y cuando todo el mundo habla a la vez (y había muchos visitantes), hay un zumbido tal que no se oye de qué están hablando tus compañeros, sentados enfrente y las propias mesas. están bastante cerca el uno del otro.",sala negative <sep> mesas negative,36-40 <sep> 222-227,"Во-первых, очень шумно: зал небольшой и когда все разом разговаривают (а посетителей было много), получается такой гул, что не слышно, о чем говорят твои спутники, сидящие напротив и сами столы расположены довольно близко друг к другу.",зал negative <sep> столы negative
