review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
CLF#3,id_19,"После 4-го раза я спросил снова и официант, чем сказал после нашего ужина.",официант negative,34-42,After the 4th time i asked again and the waiter than said after our dinner.,waiter negative
519425,id_4,"Само место красивое, кажется, происходит барная сцена.",место positive <sep> барная сцена positive,5-10 <sep> 41-53,The place itself is beautiful the bar scene seems to be happening.,place positive <sep> bar scene positive
1404042,id_2,Рыба перестаралась.,Рыба negative,0-4,Fish was overdone.,Fish negative
1398844,id_3,"Вина немного выше среднего стоят от 70 долларов, и только один выбор стоит 30 долларов.",вина negative,0-4,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines negative
1609375,id_1,"Мы любим еду, напитки и атмосферу!",напитки positive,14-21,"We love the food, drinks, and atmosphere!",food positive <sep> drinks positive <sep> atmosphere positive
P#9,id_2,"Напитки отличные, особенно если их приготовил Раймонд.",напитки positive <sep> Раймонд positive,0-7 <sep> 46-53,"The drinks are great, especially when made by Raymond.",drinks positive <sep> Raymond positive
1661043,id_4,Декор очаровательный.,Декор positive,0-5,Decor is charming.,Decor positive
1016296,id_3,"Еда была в порядке, ничего особенного.",Еда neutral,0-3,"Food was okay, nothing great.",Food neutral
541532,id_2,"Еда была очень хорошей, но не то, что я считаю необычным.",Еда neutral,0-3,"Food was very good, but not what I would consider out of this world.",Food neutral
433878,id_0,"Это хорошая пиццерия с хорошим выбором пиццы на тонком тесте, включая кусочек базилика.",пиццерия positive,12-20,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza positive <sep> pizza place positive <sep> Basil slice positive
1632929,id_4,"Когда пришел мой десерт, в нем была свеча - не потому, что кто-то просил ее, а потому, что официант, должно быть, видел, как я открывал поздравительную открытку и подарок, и сказал, что знал, что это особый случай.",официант positive,91-99,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter positive
BHD#4,id_6,"Но тем не менее - отличное место, отличная еда.",еда positive,43-46,"But nonetheless--great spot, great food.",spot positive <sep> food positive
P#9,id_0,"Раймонд, бармен, крут!",Раймонд positive,0-7,Raymond the bartender rocks!,Raymond positive
1476493,id_0,"Я думал, что это место было полностью переоценено.",место negative,17-22,I thought this place was totally overrated.,place negative
BzG#1,id_1,"Но самое главное - лучшие сувлаки из свинины, которые у меня когда-либо были.",сувлаки из свинины positive,26-44,But the best pork souvlaki I ever had is the main thing.,pork souvlaki positive
444818,id_1,"Непривычная атмосфера, безупречное обслуживание и великолепная еда.",атмосфера positive <sep> еда positive,12-21 <sep> 63-66,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere positive <sep> service positive <sep> food positive
TR#8,id_5,Еда была в порядке.,Еда neutral,0-3,Food was OK.,Food neutral
1041457,id_6,"Декор здесь ночной, хотя ... но им ДЕЙСТВИТЕЛЬНО нужно очистить вентиляционное отверстие в потолке ... это довольно не аппетитно и убивает ваши усилия, чтобы это место выглядело гладким и современным.",место negative <sep> декор positive,162-167 <sep> 0-5,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",place negative <sep> decor positive <sep> vent negative
NP#9,id_1,В субботу вечером были великолепны моллюски и кальмары.,кальмары positive,46-54,Mussles and calamari were superb Saturday evening.,Mussles positive <sep> calamari positive
1380450,id_2,"Обслуживание было ужасным, и атмосфера не очень хорошая.",атмосфера negative,29-38,Service was also horrible and the ambience is not that great.,Service negative <sep> ambience negative
1102681,id_1,"Этот крошечный ресторанчик настолько уютен, насколько это возможно, с определенным парижским чутьем.",ресторан positive,15-23,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",restaurant positive
Z#5,id_6,"Несмотря на запутанные зеркала, в обозримом будущем я, скорее всего, буду покупать современные японские блюда.",зеркала negative,23-30,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern Japanese food positive <sep> mirrors negative
630914,id_3,"Приятная атмосфера, обслуживание было очень приятным, и пустыня была хорошей.",атмосфера positive <sep> пустыня positive,9-18 <sep> 56-63,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere positive <sep> service positive <sep> desert positive
ADLT#10,id_1,"Это САМЫЙ замечательный ресторан во всем Нью-Йорке, не только в Бруклине ...",ресторан positive,24-32,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant positive
FF#3,id_10,"В этот момент подходит официантка и спрашивает нас, все ли в порядке, я был буквально так шокирован, что потерял дар речи и ничего не сказал, и знаете что, официантка УШЛА.",официантка negative,23-33,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress negative
682391,id_2,"Обслуживание хорошее, и ресторан чистый.",ресторан positive,24-32,The service is good and the resturant is clean.,service positive <sep> resturant positive
426930,id_2,"Холодные закуски на вкус такие же, как я их помню, когда я рос на Тайване.",холодные закуски positive,0-16,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes positive
1496205,id_1,"Расположение и атмосфера в порядке, но еда компенсирует это.",атмосфера neutral <sep> еда positive,15-24 <sep> 39-42,The location and ambience is Ok but the food is what makes up for it.,location neutral <sep> ambience neutral <sep> food positive
1417496,id_1,Никаких уловок - еда говорит сама за себя по свежести и приготовлению.,еда positive,17-20,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food positive
1357554,id_4,"Это прекрасное место, чтобы расслабиться и поговорить.",место positive,15-20,It's a nice place to relax and have conversation.,place positive
527109,id_2,"Антипаста была превосходной, особенно кальмары, как и основная паста с начинкой.",антипаста positive <sep> кальмары positive <sep> основная паста positive,0-9 <sep> 38-46 <sep> 54-68,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta positive <sep> calamari positive <sep> pasta mains positive
P#10,id_9,"О, и я никогда не пишу обзоров - я был так тронут тем, насколько плохим было это место, я чувствовал, что это мой долг - распространить информацию.",место negative,81-86,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",place negative
1264954,id_2,"Пирог с курицей - excpetiona, чизбургер - огромный и деликатный, а профессиональное обслуживание - тёплое.",пирог с курицей positive <sep> чизбургер positive,0-15 <sep> 30-39,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie positive <sep> cheeseburger positive <sep> service positive
TFS#11,id_5,Это место существует только благодаря репутации.,место negative,4-9,This place survives on reputation alone.,place negative
1387314,id_0,"Я хожу и ем в разных ресторанах, и это то место, где вы должны пойти и попробовать.",место positive,42-47,I go and eat out at many different restaurants and this is one place you have go and try.,place positive
1280166,id_3,"Выбор винной карты хороший, и вино на бокалах было щедро заполнено до самого верха.",Выбор винной карты positive,0-18,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection positive <sep> wine-by-the-glass positive
1300636,id_3,"Остальным гостям понравилась пицца, рубленый салат санта-фе и рыба с жареным картофелем.",пицца positive,29-34,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza positive <sep> santa fe chopped salad positive <sep> fish and chips positive
1126886,id_1,"Это, безусловно, мое любимое место в округе.",место positive,29-34,This is by far my favorite place in the neighborhood.,place positive
1661043,id_1,Салаты - прекрасное начало трапезы.,Салаты positive,0-6,Salads are a delicious way to begin the meal.,Salads positive
464342,id_1,"Я попросил бутерброд с открытым сыром, и менеджер в основном сказал мне перенести свой бизнес в другое место!",менеджер negative,41-49,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager negative
1713185,id_0,"Это место действительно модное, но они забыли о самой важной части ресторана - еде.",место positive,4-9,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food negative <sep> place positive
535086,id_1,(Всегда спрашивайте у бармена СЕЗОННОЕ пиво !!!,СЕЗОННОЕ пиво positive,30-43,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer positive
717570,id_3,"Порции маленькие, но еда была очень хорошей.",порции negative <sep> еда positive,0-6 <sep> 21-24,The portions are small but being that the food was so good makes up for that.,portions negative <sep> food positive
ADLT#10,id_6,"отличная еда, отличная карта вин, отличный сервис в отличном районе ...",еда positive <sep> район positive,9-12 <sep> 61-66,"great food, great wine list, great service in a great neighborhood...",food positive <sep> wine list positive <sep> service positive <sep> neighborhood positive
DBG#2,id_6,"Однако, как только я получил свой предсказуемо посредственный заказ, который, по мнению Докеби, проходит как корейская ярмарка (иногда приходится соглашаться, когда это единственный вариант), я проглотил примерно половину своего кимчи, прежде чем нашел кусок случайного салата в сопровождении далекого ",кимчи negative <sep> Корейская ярмарка negative,229-234 <sep> 109-126,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee negative <sep> Korean fair negative
740923,id_3,"Не собирался делиться, но чувствую себя обязанным ... сидя в суши-баре, мы наблюдали, как шеф-повар случайно уронил кусок Унаги на пол и, взяв его с пола, продолжил использовать этот кусок в порядке доставки, который он ",повар negative,94-99,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef negative
BHD#7,id_3,"удивительное развлечение для любителей хот-догов всех возрастов ПОЖАЛУЙСТА, сделайте себе одолжение и проверьте это место !!!!",место positive,116-121,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,place positive <sep> hot dog positive
464215,id_2,"Сливочные сыры не из этого мира, и я люблю этот кофе !!",сливочные сыры positive <sep> кофе positive,0-14 <sep> 48-52,The cream cheeses are out of this world and I love that coffee!!,cream cheeses positive <sep> coffee positive
1352948,id_1,И где же Патис ошибается; ,Патис positive,9-14,And where does Patis go wrong; no where.,Patis positive
1119578,id_1,Пицца слишком дорогая и сырая.,пицца negative,0-5,The pizza is overpriced and soggy.,pizza negative
1286916,id_3,Это просто лучшая еда в Нью-Йорке.,еда positive,18-21,It's simply the best meal in NYC.,meal positive
RL#7,id_1,"моё любимое место, лол",место positive,12-17,my favorite place lol,place positive
WE#9,id_3,"Официант был внимателен, еда была восхитительной, а виды на город были великолепны.",официант positive <sep> еда positive <sep> виды на город positive,0-8 <sep> 25-28 <sep> 52-65,"The waiter was attentive, the food was delicious and the views of the city were great.",waiter positive <sep> food positive <sep> views of the city positive
1016296,id_0,Я был очень разочарован этим рестораном.,ресторан negative,29-37,I was very disappointed with this restaurant.,restaurant negative
404464,id_3,От такого дорогого меню я ожидал большего.,меню negative,19-23,I expected quite a bit more from such an expensive menu.,menu negative
553097,id_1,"Жаль, что еда была другой.",еда negative,10-13,Too bad the food wasn't of the same heritage.,food negative
Y#6,id_2,"Неприхотливое место в Park Slope, суши неизменно хорошие, обслуживание приятное, эффективное и непритязательное.",суши positive,34-38,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot positive <sep> sushi positive <sep> service positive
1671113,id_2,"Я пытался сделать предварительный заказ, но оба раза хозяйка не называла моего имени.",хозяйка negative,53-60,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess negative
1289424,id_2,"По-настоящему повеселившись в баре, мы сели за столик и поужинали.",бар positive,30-33,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar positive
1417496,id_2,"Столовая тихая, элегантная, без музыки, чтобы кричать - как здорово!",столовая positive,0-8,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room positive
Z#7,id_0,Это место не имеет смысла,место negative,4-9,This place doesn't make any sense,place negative
TFS#10,id_5,"У меня была рыба, а у моего мужа филе - и то, и другое превзошло наши ожидания.",рыба positive <sep> филе positive,12-16 <sep> 33-37,I had fish and my husband had the filet - both of which exceeded our expectations.,fish positive <sep> filet positive
BHD#6,id_2,"отличные начинки, безусловно, место, которое вам нужно проверить, чтобы перекусить поздно вечером или взбодриться в середине дня!",начинки positive <sep> место positive,9-16 <sep> 30-35,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings positive <sep> place positive
1649025,id_2,"Еда такая дешевая, а официанты приятные.",еда positive <sep> официанты positive,0-3 <sep> 21-30,The food is so cheap and the waiters are nice.,food positive <sep> waiters positive
DBG#7,id_6,Накги-бокум был ужасен.,Накги-бокум negative,0-11,The nakgi-bokum was horrible.,nakgi-bokum negative
DBG#7,id_15,Моя жена едва прикоснулась к этому беспорядку с блюдом.,блюдо negative,48-53,My wife had barely touched that mess of a dish.,dish negative
490565,id_6,Вы не ошибетесь с этим местом.,место positive,23-28,You can't go wrong with this place.,place positive
1125006,id_1,"Лучшая пастрами, которую я когда-либо ел, и отличная порция, но это не смешно.",Пастрами positive,7-15,Best Pastrami I ever had and great portion without being ridiculous.,Pastrami positive <sep> portion positive
1561259,id_3,"Мы планировали получить десерт, но официантка в основном оплатила счет у нас, прежде чем мы успели сделать заказ.",официантка negative,35-45,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress negative
DBG#7,id_7,"Пожалуй, худший жареный кальмар, который я когда-либо пробовал.",жареный кальмар negative,16-31,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid negative
1064477,id_2,Суши казались довольно свежими и соответствовали пропорциям.,суши positive,0-4,The sushi seemed pretty fresh and was adequately proportioned.,sushi positive
1138996,id_1,"Мы были здесь много раз, и у нас всегда была отличная еда, вино и обслуживание.",еда positive <sep> вино positive,54-57 <sep> 59-63,"We have been to this place many times, and always have great food, wine, and service.",food positive <sep> wine positive <sep> service positive
558423,id_3,"Это определенно не место, куда можно пойти, если вы хотите кого-то впечатлить.",место negative,19-24,It's definately not a place to go if you want to impress someone.,place negative
Y#9,id_3,"Одного специального ролла и одного обычного ролла хватит, чтобы насытиться, но оставьте место для десерта!",Десерт positive,98-104,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert positive <sep> special roll positive <sep> regular roll positive
1730447,id_3,"Корочка тонкая, ингредиенты свежие, персонал приветливый.",ингредиенты positive,16-27,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust positive <sep> staff positive <sep> ingredients positive
1719567,id_4,Мы ждали в баре и ели мартини в самый раз.,мартини positive,22-29,We waited at the bar and had martinis that were just right.,martinis positive
1335656,id_3,Салаты были фантастическими.,Салаты positive,0-6,Salads were fantastic.,Salads positive
TM#4,id_1,"Не очень модное место, но очень хорошая индийская кухня в китайском стиле.",место neutral <sep> Индийская кухня в китайском стиле positive,16-21 <sep> 40-73,Not a very fancy place but very good Chinese style Indian food.,place neutral <sep> Chinese style Indian food positive
1004293,id_1,"Нас было четверо, мы приехали в полдень - место было пусто - и сотрудники вели себя так, как будто мы им навязывали, и они были очень грубыми.",сотрудники negative,63-73,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff negative
404464,id_2,"Основное блюдо было мягким и маленьким, десерт не вдохновил.",Десерт negative,40-46,"The entree was bland and small, dessert was not inspired.",entree negative <sep> dessert negative
Z#7,id_3,"Это невзрачное место, и еда совершенно странная.",место negative <sep> еда negative,15-20 <sep> 24-27,This place is not inviting and the food is totally weird.,place negative <sep> food negative
FF#10,id_5,"Я недавно был там на бранче, и нас пометили официантка и официант.",официантка negative <sep> официант negative,44-54 <sep> 44-52,"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",waitress negative <sep> waiter negative
720620,id_5,Просто вкусная китайская еда по невероятным ценам ...,китайская еда positive,15-28,Simply some good tasting Chinese food at incredible prices...,Chinese food positive
1395421,id_0,Моя подруга и я наткнулись на это место для прыжков прошлой ночью и прекрасно провели время!,место positive,34-39,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place positive
1623276,id_3,Не лучшее место для семейного ужина или обычного ужина.,место negative,10-15,Not a great place for family or general dining.,place negative
BzG#2,id_2,Атмосфера непринужденная и непринужденная.,атмосфера positive,0-9,The atmosphere is relaxed and casual.,atmosphere positive
740923,id_1,"Если вы не против предварительно нарезанной рыбы низкого качества, недружелюбного персонала и суши-повара, который выглядит несчастным, то это ваше место.",суши-повар negative,94-104,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish negative <sep> staff negative <sep> sushi chef negative
565344,id_0,"Я недавно попробовал Суан и подумал, что это здорово.",Суан positive,21-25,I recently tried Suan and I thought that it was great.,Suan positive
ADLT#2,id_1,"Паста невероятная, ризотто (особенно сепия) великолепны, а тушеный кролик восхитителен.",ризотто positive <sep> сепия positive <sep> тушеный кролик positive,19-26 <sep> 37-42 <sep> 59-73,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas positive <sep> risottos positive <sep> sepia positive <sep> braised rabbit positive
CLF#3,id_11,Место красивое!,место positive,0-5,The place is beautiful!,place positive
485966,id_1,Место было тихим и восхитительным.,место positive,0-5,The place was quiet and delightful.,place positive
1145510,id_0,Это интересный ресторан.,ресторан positive,15-23,This is a fun restaurant to go to.,restaurant positive
1390357,id_0,Я очень люблю это место !!!,место positive,18-23,I absolutely love this place!!!,place positive
1726473,id_3,Тайский ресторан без риса во время ужина?,Тайский ресторан negative,0-16,A Thai restaurant out of rice during dinner?,Thai restaurant negative
680345,id_2,"Нежные специи, лук, яйца и потрясающие роти.",специи positive <sep> лук positive <sep> яйца positive <sep> роти positive,7-13 <sep> 15-18 <sep> 20-24 <sep> 39-43,"Delicate spices, onions, eggs and a kick-ass roti.",spices positive <sep> onions positive <sep> eggs positive <sep> roti positive
521916,id_2,Десерт - это шутка ... не беспокойтесь,Десерт negative,0-6,Dessert is a joke...dont bother,Dessert negative
1367358,id_2,"Пицца потрясающая, как и домашняя паста.",Пицца positive <sep> домашняя паста positive,0-5 <sep> 25-39,"Pizza is terrific, as is homemade pasta.",Pizza positive <sep> homemade pasta positive
1125284,id_0,"Как уроженец Японии, я живу в районе Тристейт более 8 лет, но я был просто поражен этим местом.",место positive,88-93,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",place positive
TFS#8,id_1,"Еда была превосходной, как и обслуживание, однако я покинул Four Seasons очень разочарованным.",еда positive,0-3,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food positive <sep> service positive <sep> The Four Seasons negative
1300636,id_0,"Это был мой первый визит в Cafe St. Bart's, и я должен сказать, насколько восхитительны еда и обслуживание.",еда positive,88-91,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food positive <sep> service positive
507937,id_1,"вкусные рогалики, особенно прямо из духовки.",рогалики positive,8-16,"delicious bagels, especially when right out of the oven.",bagels positive
CLF#3,id_18,"Мы также просили Hooka шесть раз, и официант все говорил нам одну минуту и ​​никогда не возвращался с Hooka.",официант negative,36-44,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter negative
1543345,id_2,Возьмите пепперони - НЯМ - и салат по-домашнему.,пепперони positive,9-18,Get the pepperoni - YUM - and a family style salad.,pepperoni positive <sep> family style salad positive
632121,id_2,"Еда восхитительна, паста сытная и пицца свежая, тестовая.",еда positive <sep> пицца positive,0-3 <sep> 34-39,"The food is amazing, rich pastas and fresh doughy pizza.",food positive <sep> pastas positive <sep> pizza positive
430342,id_5,"Даже если еда была не такой хорошей, сад - отличное место, чтобы посидеть на свежем воздухе и расслабиться.",сад positive <sep> еда positive,37-40 <sep> 10-13,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden positive <sep> food positive
WE#4,id_2,Все были в восторге от атмосферы (элегантные номера и абсолютно несравненные виды) и великолепной еды!,номера positive,45-51,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,atmosphere positive <sep> rooms positive <sep> views positive <sep> food positive
1632445,id_5,"Несмотря на то, что это хорошие морепродукты, цены слишком высоки.",морепродукты positive <sep> морепродукты negative,32-44 <sep> 32-44,"Even though its good seafood, the prices are too high.",seafood positive <sep> seafood negative
1664346,id_2,Я очень рекомендую это место!,место positive,23-28,I would highly recommend this place!,place positive
1603698,id_0,"Я был у Рота дважды, и оба раза меня очень разочаровали.",Рот negative,8-11,I have been to Roth's twice and both times were very disappointing.,Roth's negative
1390357,id_2,"Мне нравится атмосфера, она очень мрачная и оригинальная.",атмосфера positive,13-22,"I like the ambience, it's very dark and original.",ambience positive
1189674,id_1,"Еда была восхитительной, и обслуживание было быстрым и полезным, но не чрезмерным и не торопливым.",еда positive,0-3,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food positive <sep> service positive
BFC#9,id_5,"Меню довольно простое, без подробных описаний.",меню neutral,0-4,The menu is fairly simple without much descriptions.,menu neutral
1058221,id_2,еда приличная.,еда neutral,0-3,the food is decent.,food neutral
513521,id_0,Большие рогалики делали по старинке.,рогалики positive,8-16,Great bagels made the old-fashioned way.,bagels positive
Z#9,id_1,"Оба они не такие маленькие, как показывают некоторые обзоры, они идеально подходят для двух человек.",оба positive,0-3,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths positive
ADLT#8,id_1,Всем рекомендую это место.,место positive,20-25,I recommend this place to everyone.,place positive
Y#3,id_3,"Превосходные сашими, а рулет тысячелетия - невероятно вкусный.",сашими positive,13-19,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi positive <sep> millennium roll positive
Z#10,id_2,"Еда была отличной и вкусной, но места для сидения было слишком мало, мне не нравится быть тесным в углу.",еда positive,0-3,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food positive <sep> sitting space negative
521916,id_1,"Небольшие порции для основного блюда, у меня был лосось (не впечатлен), у подруги была курица, это было хорошо.",лосось negative <sep> курица positive <sep> порции для основного блюда negative,49-55 <sep> 87-93 <sep> 10-36,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon negative <sep> chicken positive <sep> servings for main entree negative
493013,id_1,"Его расположение хорошее, и тот факт, что Хатнер-колледж находится рядом, а их цены очень разумные, заставляет студентов возвращаться в Суан снова и снова.",Суан positive,136-140,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location positive <sep> Suan positive
TR#3,id_0,"Отличное место, чтобы расслабиться и насладиться ужином",место positive,9-14,Great place to relax and enjoy your dinner,place positive
NP#9,id_0,Лучшая еда за долгое время!,еда positive,7-10,Best meal in a long time!,meal positive
CLF#5,id_5,"Мы были втянуты в шоу танца живота, которое покорило публику.",шоу танца живота positive,18-34,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show positive
1413697,id_2,"Место такое классное, а обслуживание быстрое и любопытное.",место positive,0-5,The place is so cool and the service is prompt and curtious.,service positive <sep> place positive
1439875,id_0,Еда восхитительна ... особенно если вы получите дегустационное меню от шеф-повара и вашу любимую бутылку (или две!) Вина из обширного выбора вин.,еда positive <sep> Дегустационное меню от шеф-повара positive,0-3 <sep> 48-81,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food positive <sep> selection of wines positive <sep> Chef's tasting menu positive
BG#5,id_5,"Кроме того, официанты пытаются навязать вам побольше еды, например, предлагают вещи, как если бы они были бесплатными, хотя на самом деле они стоят $.",официанты negative,12-21,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters negative
1395421,id_4,Проверьте это место!,место positive,14-19,Check this place out!,place positive
1086478,id_4,"Кроме того, укажите, нравится ли вам острая еда - если вам не нравится, она будет довольно мягкой.",еда negative,44-47,"Also, specify if you like your food spicy- its rather bland if you don't.",food negative
