review_id,sentences_ids,sentences_texts,sentences_opinions
g187095-d3747513-r268495052,id_0,Très bon restaurant .Repas effectué le midi en groupe,restaurant positive
g187253-d2027102-r115708876,id_3,La cuisine sans prétention reste simple et de bonne qualité.,cuisine positive
g187147-d779419-r270630138,id_2,"Menu à 25€ très complet et goutteux, rapport qualité/prix imbattable dans le quartier.",Menu positive
g187253-d7591580-r286665099,id_1,"Nous avons été accueilli en terrasse , la viande que j'avais commandée cuisson bleue est arrivée ""saignante"" , pas terrible pour un restaurant spécialiste en viandes!",viande negative <sep> restaurant negative
g187147-d2477816-r282304814,id_1,Les galettes sont savoureuses et à prix très raisonnables.,galettes positive
g187151-d3325374-r277158312,id_6,"L'entrée était très maigre, surtout de la salade.",entrée negative
g187253-d866360-r196718360,id_0,"Très belle ambiance si vous aimez la lumière tamisée, êtes étudiants ou bobo/hipster.",ambiance positive
g187147-d718815-r239220174,id_3,L'accueil est souriant et le service agréable.,accueil positive <sep> service positive
g187164-d2282811-r279714469,id_2,"Le service est impeccable, personnel agréable.",service positive <sep> personnel positive
g187253-d4972334-r237403818,id_7,"Un pain élaboré par un boulanger du coin, un steack haché frais, la qualité des produits frais, les frites maison, la petite salade accompagné d'une vinaigrette bien relevée.",pain positive <sep> salade positive <sep> produits frais positive <sep> steack haché positive <sep> frites positive
g187253-d804636-r163197804,id_2,Réputation surfaite pour une adresse qui surfe sur la mode qui porte le quartier.,adresse negative
g187198-d2041733-r222676078,id_1,"Inutile de faire le déplacement pour ce restaurant, tout y est médiocre.",restaurant negative
g297569-d4092469-r259302825,id_2,Par contre je n'ai pas goûté les pizzas ;-),
g187155-d2656941-r251469423,id_4,"La nourriture, intolérable !",nourriture negative
g187253-d4137659-r257264460,id_4,"Cependant le personnel reste très sympathique et l'attente n'est pas excessive (sauf pour l'apéritif, donc).",personnel positive <sep> attente positive
g187111-d2385660-r284846850,id_0,"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais.",resto positive
g187253-d1854779-r278211239,id_0,Mais que s' est il passé?,
g187147-d4271843-r202457064,id_2,La décoration est horrible.,décoration negative
g297569-d4763779-r224062574,id_0,"En visite sur l'île royale, principale île des îles du Salut au large de Kourou, nous en avons profité pour nous restaurer au seul restaurant sur place.",
g187147-d2431919-r245399220,id_0,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !",Service positive <sep> restaurant positive <sep> cuisine positive
g187147-d783245-r182683264,id_0,Sympathique restaurant de quartier au cadre bien parisien avec toutes ces affiches sur les murs.,restaurant positive <sep> cadre positive
g187147-d2058328-r229960356,id_3,"En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!",tarte au citron servie autrement positive <sep> brioche perdue positive
g187147-d3693829-r248014416,id_1,Entrées a partager : tres bonnes !,Entrées positive
g187147-d718799-r284156821,id_10,"- Les vins ""bio"" ""naturel"" souvent cher et dégueulasse",vins negative
g187147-d3682234-r283088970,id_0,"Le restaurant est très bien situé, proche du Sacré Coeur.",Sacré Coeur positive <sep> restaurant positive
g187253-d1328827-r266271011,id_6,Chantilly premier prix,Chantilly negative
g187155-d2467288-r225229825,id_0,"Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon",pièce de bœuf negative <sep> desset crème caramel au beurre salé negative
g187147-d799578-r31693043,id_3,Bon choix de vins.,vins positive
g187147-d803519-r282932467,id_1,"Petite salade d'été, simple fraîche et pas cher.",salade positive
g187122-d2219300-r244953567,id_2,En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol,oeufs mimosa negative
g187147-d803519-r282932467,id_3,"Service sympa, l'équipe très jeune.",Service positive
g187095-d1872852-r270870454,id_2,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,cassoulet breton positive <sep> plats positive
g187147-d6483261-r272575407,id_0,"Dans ce quartier tranquille, un restaurant où l'on peut diner dehors sous les arcades en dégustant une très bonne cuisine de saison.",quartier positive <sep> cuisine positive <sep> restaurant positive
g187147-d1515398-r264607143,id_0,Très bon bistrot.,bistrot positive
g196680-d7702811-r279218028,id_3,La musique était vraiment très forte .,musique negative
g187147-d2001829-r198367000,id_3,- Mention spécial au barman qui semble être la seule personne sympathique de l'endroit,barman positive
g196640-d1326868-r260872471,id_0,"plusieurs repas le midi, souvent plat du jour, très bon rapport qualité prix pour restaurant poisson",restaurant positive <sep> repas positive
g187269-d1811061-r210549792,id_4,"Salle déserte, nous étions 6 au total, un samedi soir...",Salle negative
g187147-d1931769-r208098047,id_1,Nourriture tiède.,Nourriture negative
g187147-d718804-r215863872,id_11,A cela s'ajoute la mauvaise foi de la patronne...,patronne negative
g608761-d1334387-r277341177,id_1,Un accueil pro et de belles tables.,accueil positive <sep> tables positive
g187178-d3359955-r263860028,id_1,"Mais nous ne sommes pas là non plus pour ça, mais pour manger des rognons qui apparemment ont fait ici la réputation de ce restau du vieux lille.",rognons positive
g187147-d1774964-r260536177,id_0,"Accueil moyen, on a l'impression d'embêter le personnel.",Accueil negative
g196640-d1388937-r181113173,id_0,"Un restaurant de chaine, nous avons poussé la porte car en général, sans être extraordinaire c’est une valeur sur, pas trop chère et rapide.",restaurant de chaine neutral
g187111-d5533894-r241388800,id_2,Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.,assiette negative
g187253-d3531866-r270325180,id_5,"Le service est sympa et décontracté, le serveur vous met à l'aise tout de suite.",service positive <sep> serveur positive
g187209-d6735398-r237571768,id_3,"Les confitures maison sont un délice, je vous conseille prune - fenouil, association atypique mais divine!",confitures maison positive <sep> prune - fenouil positive
g187111-d3423656-r282520762,id_6,Rien à reprocher au service si ce n'est la hâte de fermer la boutique !,service neutral
g187073-d2705770-r280684337,id_0,"Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer.",restaurant positive
g187253-d1639457-r152371370,id_7,"D'ailleurs il n'y avait que trois tables dans le restaurant, un vendredi soir !",restaurant negative
g187253-d4137659-r257264460,id_2,"La cuisine est très fine, parfaitement adaptée en quantité.",cuisine positive
g187147-d3216867-r254353823,id_3,Cocktail trop sucré vs bon vin.,Cocktail negative <sep> vin positive
g187147-d783786-r234074304,id_7,"Nous sommes venus un samedi soir, le restaurant était plein, même sur la terrasse, donc un conseil : réservez à l'avance !",restaurant neutral
g187253-d1223545-r227663690,id_2,"Wok thai médiocre, 2 salades chèvre/saumon, l'une correcte mais l'autre manquait brousse et feuille de brique!!!",Wok thai negative <sep> salades chèvre/saumon neutral <sep> salades chèvre/saumon negative
g187147-d1077634-r239773694,id_2,"Compter environ 20€ pour un oeuf cocotte (même pas cuit correctement), un plat comprenant environ 50g de poulet et 3 haricots verts et deux rondelles de pomme de terre et une salade de fruit...",oeuf cocotte negative <sep> plat negative
g187212-d2490949-r185625207,id_1,Après minuit les habitués fument leurs cigarettes en cachette au bar.,
g187253-d907767-r282001273,id_0,PIZZA tellement fine qu'elle en est immangeable : il faut la casser.,PIZZA negative
g1080574-d1337519-r211045323,id_5,Il vaut encore mieux aller au Mc Do !,
g187253-d3347069-r275887686,id_3,"Bref, ne correspond pas à ce qu'on m'en avait dit ni à ce que j'ai pu lire au sujet de ce restaurant...",restaurant negative
g187147-d781410-r245477683,id_2,"Enfin, on ne peut pas dire que le cadre soit agréable.",cadre negative
g187253-d1066323-r282644003,id_2,Les serveuses sont souriantes et disponibles.,serveuses positive
g187147-d695072-r151206284,id_1,Des plats sans saveur a des prix exorbitants!,plats negative
g187147-d3982598-r229977371,id_5,"Pour ne rien gâcher, le cadre est agréable et le service attentionné.",cadre positive <sep> service positive
g187147-d3982598-r229977371,id_2,"Les boulettes sont délicieuses, les brochettes d'agneau également.",boulettes positive <sep> brochettes d'agneau positive
g187073-d1328515-r282975754,id_0,2 heures dattentes minumum aucun service et patronne execrable !,attentes negative <sep> service negative <sep> patronne negative
g196495-d6895935-r247058285,id_0,"Accueil désastreux,sur 3 serveurs, seulement 1 d'entre eux nous a dit bonjour, les serveurs sont sur leur téléphone derrière le bar, rigolent entre eux, en étant bien évidemment bruillants.",Accueil negative <sep> serveurs negative
g187178-d2282922-r240259092,id_2,...,
g187147-d3215707-r208333865,id_0,Ambiance et cadre très sympa!,Ambiance positive <sep> cadre positive
g187253-d1234630-r274467132,id_1,On attire les clients avec un panneau de photos de personnalités de passage dans le restaurant.,
g187147-d1381523-r158339054,id_2,Le serveur n hésite pas a accuser ses clients de ne pas payer (alors que c est son travail de calculer correctement ..) le manager est agressif et empoigne ses clients sous prétexte qu ils ont pas payer ....,serveur negative
g187147-d718799-r284156821,id_8,"- patron désagréable, bourru et hautain",patron negative
g187143-d1334240-r221037683,id_4,"La complexité annoncée des plats, elle est ou ?",plats negative
g608761-d2445738-r244940036,id_0,"8€50 pour une salade grecque sans saveur: 2 olives , un bout de tomate noyées dans une salade qui baigne dans l'huile.",salade grecque negative
g187147-d718804-r215863872,id_9,"Le dessert, une soupe de fraises au basilic était correct.",soupe de fraises au basilic neutral
g3463365-d3594852-r200815446,id_0,Nous sommes allés dans ce restaurant un dimanche soir.,
g187147-d718815-r239220174,id_4,Le menu à 26 euros pour entrée/plat/dessert offre un rapport qualité/prix très satisfaisants.,menu positive
g187253-d1059925-r182398547,id_2,Du changement avec une nouvelle carte.,
g1582538-d3877732-r250915172,id_3,"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!",table des desserts positive <sep> tarte gourmande positive <sep> gâteau positive
g187147-d2206833-r245896157,id_1,"Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres.",plat du jour neutral <sep> gratin negative
g207360-d5260480-r216023756,id_1,"Bonne cuisine, un petit bémol pour le service.",cuisine positive <sep> service negative
g187147-d1099973-r130147318,id_3,( je suis une fan de la cuisine Italienne et je vais régulièrement en Italie donc je suis assez difficile !),
g187253-d1854779-r278211239,id_3,Une attente interminable avant de passer commande.,attente negative
g187265-d3724621-r161225264,id_0,"Petit restaurant de marché sympa, les planchette apéritif sont bonne.",planchette apéritif positive <sep> restaurant positive
g187122-d2253489-r276554003,id_4,"Le cidre, pas qu'exceptionnel, est frais et s'accompagne bien.",cidre positive
g187147-d3188499-r243581235,id_2,Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.,serveur negative
g187147-d1515398-r264607143,id_4,Mais pensez à réserver car il n'y a pas beaucoup de places et le bistrot se remplit vite !!!,bistrot neutral
g187253-d4972334-r237403818,id_5,Je vous conseille le tartare de saumon à la Thaï.,tartare de saumon à la Thaï positive
g187178-d4173834-r267142253,id_0,Adresse testée lors d'un repas d'équipe (donc grande tablée).,
g187147-d803519-r282932467,id_2,Tiramisu a la fraise efficace en fin de dîner.,Tiramisu a la fraise positive
g187147-d1336849-r242014326,id_1,Service d'une lenteur incroyable.,Service negative
g196680-d7007014-r256470796,id_6,Le service est pro.,service positive
g196495-d2100294-r260548064,id_0,"Nous avons dîner un dimanche soir , repas bon frais rien d'exceptionnel mais agréable !",repas positive
g187147-d3682234-r283088970,id_3,"Pour la salade, mon ami avait pris une salade, le prix était un peu élevé pour une salade verte et 2 tranches de jambon sous vide.",salade negative
g187253-d1322797-r265876149,id_2,"un régal sur les poissons à la plancha : poissons hyper frais, et très bien préparés.",poissons à la plancha positive <sep> poissons positive
g3463365-d3594852-r200815446,id_7,"Dessert: mousse aux 2 chocolats, bonne mais beaucoup trop sucrée.",mousse aux 2 chocolats negative <sep> mousse aux 2 chocolats positive
g187253-d3590719-r281453784,id_0,"Un excellent petit resto avec des produits frais et plats faits maison, ce qui fait une carte réduite mais avec des plats avec un goût exquis.",produits positive <sep> carte neutral <sep> resto positive <sep> plats positive
g187253-d797687-r183253540,id_0,Des plats au gout infâme réchauffés au micro ondes!,plats negative
g187147-d804109-r161366715,id_1,"Et en prime quand un serveur marche sur vos affaires et casse quelque chose, aucune excuse, on vous apporte la note très rapidement...",serveur negative
g187147-d718132-r119263750,id_1,"Le service a été impeccable, à la fois diligent et discret.",service positive
g187147-d1089305-r171630135,id_2,Parpadelle aux écrevisses et palourdes très bon mais légèrement trop gras,Parpadelle aux écrevisses positive <sep> palourdes positive
g187253-d1059925-r182398547,id_3,"Des hamburgers, des pizzas succulentes, des brushettas, et une escalope milanaise exceptionnelle.",hamburgers positive <sep> pizzas positive <sep> brushettas positive <sep> escalope milanaise positive
g187253-d1328827-r266271011,id_9,Café gourmand : café et une part de tarte aux pommes surgelée (écrit fait maison sur la carte),tarte aux pommes negative
g187147-d4272002-r260711186,id_3,Le rosé était tiède.,rosé negative
g187143-d1327801-r268704148,id_4,En plus le cuisinier est adorable.,cuisinier positive
g187147-d2001829-r195744098,id_1,La nourriture est moyenne,nourriture negative
g187147-d2346326-r232711313,id_6,"Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer.",serveur negative
g187253-d4379462-r259558222,id_0,Nous étions des habitués de ce restaurant guinguette qui était à l'époque très agréable avec une magnifique vue sur le vieux port et avec une nourriture sans prétention avec de bon produits simples et frais....,restaurant positive <sep> vue positive <sep> nourriture positive <sep> produits positive
g187253-d2189616-r221189178,id_0,Je connais l'adresse depuis longtemps,
g187178-d4173834-r267142253,id_5,L'entrée et le plat étaient assez classiques (avec un bémol pour la salade sans goût) mais le dessert était bon.,salade negative <sep> dessert positive <sep> entrée neutral <sep> plat neutral
g187151-d2632598-r222747220,id_0,Restaurant de village.,
g187147-d2477816-r282304814,id_0,"J'y viens souvent le midi, crèpes excellentes et très grands choix.",crèpes positive
g187140-d1322541-r286192533,id_2,Attention menu pantagruélique...,menu positive
g187147-d1774964-r260536177,id_9,"Je ne recommande pas, il y a de petites brasseries meilleures et moins cher sur paris.",
g187122-d2253489-r276554003,id_2,La carte est généreuse.,carte positive
g608761-d7105002-r282300173,id_2,Il dirige ses employés aux claquements de doigts...,
g196495-d2100294-r260548064,id_1,Service sympathique !,Service positive
g187155-d3194494-r225589189,id_4,Les desserts joliment présentés et agréablement bons.,desserts positive
g187122-d2277420-r286816327,id_2,la cuisine est très bonne.,cuisine positive
g187147-d718133-r279293892,id_2,"L'accueil et le service, c'est comme dans l'assiette avec un menu déjeuner qui n'a pas son égal !",menu déjeuner positive <sep> accueil positive <sep> service positive
g187253-d1234630-r274467132,id_3,"En effet, on nous accepte à 15 h 00 pour déjeuner à 8, mais le serveur est seul à cette heure et le restaurant est encore bien rempli.",restaurant negative
g187269-d4727206-r260930353,id_2,Accueil sympathique mais service un peu speed.,Accueil positive <sep> service negative
g187147-d2146860-r282299845,id_3,"La terrasse pendant l'été est très sympa et assez spacieuse, idéal pour boire un verre.",terrasse positive
g187111-d5533894-r241388800,id_0,"Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain.",établissement negative
g187253-d1331961-r118398179,id_2,"Pas de vin à moins de 35 € la bouteille, des prix qui se justifieraient si la qualité des mets était à la hauteur.",mets negative <sep> bouteille negative
g187147-d2001829-r195744098,id_0,L endroit est sympa mais le service du personnel n était pas au rendez vous,endroit positive <sep> service negative
g207360-d5778124-r197371997,id_2,"On est aimablement accueilli par le propriétaire, grand sourire.",propriétaire positive
g297569-d4443971-r266268877,id_0,"accueil agréable, cadre sympa.",accueil positive <sep> cadre positive
g187178-d2282922-r240259092,id_1,"Notre commande : steak tartare, salade du chef et san pellegrino... des plats froids normalement rapides à faire.",
g187147-d718799-r284156821,id_2,Les plus :,
g196719-d2614773-r269869318,id_0,Respecte complètement son appellation de restaurant montagnard.,restaurant positive
g187075-d3489527-r254992608,id_2,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",menus negative <sep> hoummous positive <sep> taboulé positive <sep> purée d'aubergine negative <sep> boulettes negative
g187079-d817721-r280565787,id_4,Très belle cave à vin.,cave à vin positive
g187147-d1650840-r242497721,id_0,L'ambiance est agréable dans ce petit restaurant à la déco sobre et élégante.,ambiance positive <sep> déco positive
g187077-d2250282-r285122402,id_2,Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps,restaurants positive
g187111-d3423656-r282520762,id_0,"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse.",terrasse positive <sep> place du Bareuzay neutral
g187253-d866360-r196718360,id_4,"Pas la meilleure bouffe que j'ai mangé, mais pour le prix on ne se plaint pas.",bouffe neutral <sep> bouffe positive
g3463365-d7619600-r260351566,id_4,Entrée : Cassolette de fruits de mer ou salade périgourdine,
g187079-d3590623-r272464202,id_2,Que dire de plus?,
g187147-d3215707-r208333865,id_1,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",produits positive <sep> frites positive <sep> salade positive <sep> dessert positive
g187147-d783786-r234074304,id_1,"Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir !",serveurs positive <sep> serveuses positive
g187147-d1089305-r171630135,id_1,"Plats bien exécutés, les sauces sont également bonnes",Plats positive <sep> sauces positive
g187122-d3253908-r246575372,id_5,"Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras.",viande negative <sep> sauce au vin negative
g293827-d3653319-r244802130,id_1,Dès l'entrée l'accueil du serveur à été assez froid.,accueil negative
