review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
1235,444,"Клавиатура отличная, но основные и дополнительные кнопки управления могли бы быть более прочными.",Клавиатура positive <sep> кнопки управления negative,0-10 <sep> 50-67,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard positive <sep> control buttons negative
2274,3004,"Я выполняю двойную загрузку с Linux и другой уязвимой ОС, и она работает безупречно.",Linux neutral,30-35,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux neutral <sep> security-prone OS neutral <sep> performs positive
2262,1491,Клавиши с подсветкой прекрасно подходят для работы в темноте.,клавиши с подсветкой positive,0-20,The backlit keys are wonderful when you are working in the dark.,backlit keys positive
1541,1597,"Я ранее купил 13-дюймовый macbook (с профессиональными характеристиками и был выполнен в алюминиевом стиле), у которого была nvidia 9800 (если я не ошибаюсь), и у него были серьезные проблемы с нагревом.",nvidia 9800 neutral,125-136,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style positive <sep> specs positive <sep> nvidia 9800 neutral
938,1072,"Служба RMA от Newegg, как всегда, была отличной, я связался с ними поздно вечером в пятницу, и они выдали мне номер RMA и этикетку для доставки PrePaid UPS на следующее утро в субботу.",Служба RMA positive,0-10,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service positive
2404,2401,"Если вы ищете что-то, чтобы просмотреть эти огромные таблицы или поиграть в игру с интенсивной графикой, вам лучше приобрести машину, нацеленную на этот сегмент рынка.",игра neutral,67-71,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game neutral
656,453,"Существует несколько программ для школы или офиса (Pages, Numbers, Keynote и т. Д.), Музыки (Garageband), управления фотографиями (Photo Booth, iPhoto), редактирования видео или создания фильмов (iMovie) и т. Д.",iPhoto neutral <sep> iMovie neutral,144-150 <sep> 196-202,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs neutral <sep> Garageband neutral <sep> Photo Booth neutral <sep> iPhoto neutral <sep> iMovie neutral <sep> video-editing neutral <sep> movie-making neutral <sep> photo management neutral <sep> music neutral <sep> Pages neutral <sep> Numbers neutral <sep> Keynote neutral <sep> school or office use neutral
1022,3055,"Он оснащен более быстрым процессором с частотой 0,1 ГГц и стандартным жестким диском на 500 ГБ.",процессор positive,25-34,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor positive <sep> 500gb hard drive positive
878,214,Клавиатура хорошего размера и неудобна в использовании.,Клавиатура positive,0-10,Keyboard good sized and wasy to use.,Keyboard positive <sep> use positive
864,1385,"Опять та же проблема, не заработал правый динамик.",правый динамик negative,35-49,"Again, the same problem, the right speaker did not work.",right speaker negative
2449,2065,"Купив эту вещь, я узнал, что мне нужно специальное интерфейсное устройство для подключения камеры, и что его нельзя купить в магазине - только онлайн.",интерфейсное устройство negative,51-74,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device negative
2836,1213,Резюме: Играли со мной в игры на гарантийный срок.,гарантийный срок negative,33-49,Summary: They played games with me for the warranty period.,warranty period negative
461,2858,Нравится цена и эксплуатация.,цена positive,9-13,Like the price and operation.,price positive <sep> operation positive
100,2225,"Мне также нравится, что мой ноутбук MacBook Pro позволяет мне запускать на нем Windows 7 с помощью программы VMWare.",Windows 7 positive,79-88,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7 positive <sep> VMWare program neutral
2166,2236,"также вам может потребоваться заряжать его один раз в день, если для среднего использования все работает быстро и легко с Mac, размер и внешний вид являются наиболее привлекательной особенностью, которая меня в нем привлекла.",размер positive,127-133,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size positive <sep> look positive <sep> feature positive <sep> charge neutral
2108,1768,Iphoto отлично подходит для добавления изображений прямо в facebook и другие социальные сети.,Iphoto positive,0-6,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto positive
1088,150,Он очень хорошо построен.,построен positive,16-24,It is very well built.,built positive
2550,2482,"Нам нравится размер экрана, хотя он по-прежнему легкий и его очень легко носить с собой.",размер экрана positive,13-26,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen positive <sep> tote positive
2003,907,"Людям сложно работать, сам продукт сделан очень дешево, а аксессуары неудовлетворительны.",аксессуары negative,58-68,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories negative
1034,2320,"Я купил настольный компьютер Logitech в ожидании использования с MBP, но 90% времени использую тачпад.",тачпад positive,95-101,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad positive
102,1365,"Купил лаптоп Toshiba, он работал до тех пор, пока не исчезла гарантия.",гарантия negative,61-69,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty negative
2891,2573,"Я обновил память и заменил базовую Windows 7 Starter на Win 7 Home, и она работает нормально.",Win 7 Home neutral,56-66,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory neutral <sep> Windows 7 Starter neutral <sep> Win 7 Home neutral <sep> runs positive
215,2416,"Я думал, что белые компьютеры Mac слишком быстро выглядят грязными там, где вы используете коврик для мыши и где кладете руки при наборе текста.",коврик для мыши neutral,91-106,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad neutral
2553,795,"Так что то, что компьютер не работает 24 двадцать четвертый день, это моя вина.",Работа negative,29-35,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work negative
2976,1485,"Эта покупка открыла мне мир Macbooks, и я впечатлен интуитивно понятным дизайном, красотой продукта и превосходными технологическими достижениями, связанными с ним.",дизайн positive,72-78,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design positive <sep> beauty positive
2502,676,супер быстрый процессор и действительно хорошая видеокарта ..,процессор positive <sep> видеокарта positive,14-23 <sep> 48-58,super fast processor and really nice graphics card..,processor positive <sep> graphics card positive
14,338,"Единственное разочарование в 13-дюймовой модели заключается в том, что они единственные в линейке MacBook Pro без процессора i5 или i7 и двух видеокарт, однако компромисс заключается в том, что вы добиваетесь более длительного времени автономной работы (около 2 ",процессор negative,114-123,"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",processor negative <sep> graphics cards negative <sep> battery life positive
2784,2602,"Конечно, начальные расходы из кармана больше, но это не должно никого отговаривать от того факта, что эти машины работают как никакие другие на планете, и когда я учитываю все деньги, которые я потратил на Geek Squad и последние патчи ",расход negative,19-25,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense negative <sep> run positive
2533,1817,"Отличная цена, быстрая доставка- Компьютер работает как новенький, без проблем, очень доволен",Доставка positive,23-31,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery positive <sep> value positive
630,81,Легкий и красивый экран!,экран positive,18-23,Lightweight and the screen is beautiful!,screen positive
1247,1075,"Это мог бы быть идеальный ноутбук, если бы он имел более быструю системную память, а его Radeon 5850 имел бы DDR5 вместо DDR3.",Radeon 5850 negative <sep> DDR5 positive <sep> DDR3 negative,89-100 <sep> 109-113 <sep> 121-125,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory negative <sep> radeon 5850 negative <sep> DDR5 positive <sep> DDR3 negative
2294,403,Сначала экран полностью гаснет.,экран negative,8-13,First the screen goes completely out.,screen negative
1963,335,"Операционная система и пользовательский интерфейс очень интуитивно понятны, а большой трекпад с функцией multi-touch просто потрясающий.",операционная система positive <sep> пользовательский интерфейс positive,0-20 <sep> 23-49,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system positive <sep> user interface positive <sep> multi-touch track pad positive
227,2001,"Да, они стоят дороже, но они более чем компенсируют это скоростью, качеством конструкции и долговечностью.",скорость positive,56-64,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed positive <sep> construction quality positive <sep> longevity positive
2503,1743,"Но, сидя на коленях или на столе перед вами, он выглядит более чем достаточно большим (это может быть потому, что я уже привык к своему планшету Lenovo 10), плюс это отличный размер, если я хочу отключить внешнюю клавиатуру, мышь, ",размер positive <sep> мышь neutral,175-181 <sep> 225-229,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size positive <sep> external keyboard neutral <sep> mouse neutral <sep> monitor neutral
2132,577,"Это дает мне мощность и скорость, необходимые для запуска всех программ, которые я использую для редактирования.",скорость positive,24-32,It gives me the power and speed that I need to run all the programs I use to edit.,power positive <sep> speed positive <sep> programs neutral
495,835,но у него есть серьезный недостаток дизайна.,дизайн negative,36-42,but it  has a major design flaw.,design negative
99,803,"Это редко срабатывает, а когда работает, то невероятно медленно.",работает negative,31-39,It rarely works and when it does it's incredibly slow.,works negative
1306,1107,"Мне сказали, что это видеокарта.",видеокарта negative,21-31,I was said it's videocard.,videocard negative
883,2947,замечательные особенности.,Особенности positive,14-25,wonderful features.,features positive
832,1252,Как-то сбились системные часы после перезагрузки.,системные часы negative,15-29,Somehow the system clock got messed up after reboot.,system clock negative
192,2004,"Если вам действительно нужна производительная система и вам не нужно запускать приложения Windows, выберите Apple;",система positive,46-53,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system positive <sep> Windows applications neutral
2100,550,Динамики на нем тоже бесполезны.,динамики negative,0-8,The speakers on it are useless too.,speakers negative
2243,1913,"Этот процесс продолжался до тех пор, пока материнская плата не была заменена 4 раза, а жесткий диск не заменен 3 раза.",материнская плата negative <sep> жесткий диск negative,42-59 <sep> 87-99,  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board negative <sep> hard drive negative
855,2787,"В целом компьютер очень прост в использовании, экран отличный, отличный компьютер, моя дочь любит.",экран positive,47-52,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen positive <sep> use positive
1266,2645,"У меня нет дурацких всплывающих окон (даже когда всплывающие окна заблокированы), мне не нужно ждать 5 минут, пока загрузится веб-страница, и, что лучше всего, я могу запустить все программное обеспечение для веб-программирования, которое мне нужно использовать ",всплывающие окна positive <sep> программное обеспечение для веб-программирования positive <sep> всплывающие окна neutral,49-65 <sep> 181-229 <sep> 49-65,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows positive <sep> web programming software positive <sep> pop ups neutral
2676,2782,"Хотя с клавиатурой все в порядке, пластина вокруг нее из дешевого пластика и издает глухой звук при использовании командных кнопок мыши.",пластина negative,34-42,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard positive <sep> plate negative <sep> mouse command buttons negative
1114,659,"Я переустановил окна через диски восстановления, и все снова стало хорошо.",окна positive <sep> диски восстановления positive,16-20 <sep> 27-47,I reinstalled windows through the recovery discs and everything seemed good again.,windows positive <sep> recovery discs positive
1418,888,Коврик для мыши - это огромная заноза в заднице!,коврик для мыши negative,0-15,The mousepad is a huge pain in the arse!,mousepad negative
1298,2213,"Я постоянно использую iphoto, это отличная программа для всех, кто увлекается фотографией - как любителей, так и экспертов.",iphoto positive <sep> программа positive,22-28 <sep> 43-52,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto positive <sep> program positive
497,1962,"Он был тяжелым, громоздким и тяжелым для переноски из-за размера.",размер negative,57-63,"It was heavy,bulky, and hard to carry because of the size.",size negative
374,2333,"Очевидно, что одной из важнейших характеристик любого компьютера является «человеческий интерфейс».",человеческий интерфейс neutral,75-97,"Obviously one of the most important features of any computer is the ""human interface.",features neutral <sep> human interface neutral
1384,209,Подключение к моему беспроводному маршрутизатору через встроенный беспроводной интерфейс совсем не заняло времени.,встроенный беспроводной positive,55-78,Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless positive
276,2124,В основном мне нравится функция перетаскивания.,функция перетаскивания positive,24-46,Mostly I love the drag and drop feature.,drag and drop feature positive
852,2133,Но вы должны получить 15 дюймов.,15 дюймов positive,22-31,But you must get the 15 inch.,15 inch positive
1421,1174,"Я также купил Applecare за 300 долларов, что является трехлетней расширенной гарантией, так как я никогда не видел ноутбуков со сроком службы более двух лет.",Applecare neutral,14-23,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare neutral <sep> extended warranty neutral
356,138,хорошо только качество графики.,качество графики positive,14-30,only good thing is the graphics quality.,graphics quality positive
2191,890,"Ваш курсор окажется в этом дурацком месте ,,, для меня не редкость случайно удалить слова, предложения, абзацы из-за этого коврика для мыши.",курсор negative,4-10,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor negative <sep> mousepad negative
1253,377,"Великолепный ноутбук и идеального размера, чтобы носить его с собой в колледже.",размер positive,34-40,Awesome laptop and the perfect size to carry around in college.,size positive
2469,2407,"Вы даже можете легко запустить программу параллельного типа и любое оставшееся программное обеспечение для ПК, без которого вы совершенно не можете обойтись.",программное обеспечение positive,79-102,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program positive <sep> software positive
1007,1413,"Кроме того, из-за размера и прочности портативного компьютера некоторые веб-сайты даже не будут пытаться работать на компьютере из-за проблем с браузером.",размер negative,18-24,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size negative <sep> consistancy negative
793,515,"Они сказали, что на мой компьютер распространяется расширенная гарантия, и что о продуктах с расширенной гарантией заботятся третьи стороны, а не сама Sony.",Расширенная гарантия neutral,51-71,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty neutral <sep> extended warranties neutral
3039,848,"То, как Toshiba выполняет ремонт, по-разному, некоторые люди указывают, что с них взимали плату даже за начальное исправление, у других ремонт выполнялся 5 раз.",ремонт positive,26-32,"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair positive
1812,1956,"На самом деле, я заметил, что в торговом зале тоже не было звука!",звук negative,59-63,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound negative
1255,913,ЧЕРЕЗ МЕСЯЦ переустанавливаем ОС (Vista).,ОС (Vista) negative,30-40," A MONTH LATER, we reinstall the OS (Vista).",OS (Vista) negative
1665,1056,Раньше я перезагружал Windows 7 Ultimate и использовал только загруженные драйверы с сайта Acer.,Windows 7 Ultimate neutral,22-40,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers neutral <sep> Windows 7 Ultimate neutral
2219,834,"Внешне этот ноутбук выглядит великолепно: экран 17 дюймов, хорошая цена, приятный внешний вид, быстро загружается, быстро работает и т. Д.",загружается positive,102-113,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen positive <sep> price-point positive <sep> appearance positive <sep> boots up positive <sep> runs positive"
2091,1406,У многих из моих одноклассников вышли из строя жесткие диски компьютеров.,жесткие диски negative,47-60,Many of my classmates computers hard drives crashed.,hard drives negative
1708,223,Просто работает безупречно!,работает positive,7-15,It just works flawlessly!,works positive
700,240,Skype - это чертовски круто и с этой машиной.,Skype positive,0-5,Skype is just so dang cool with this machine too.,Skype positive
2761,1087,В любом случае клавиатура неудовлетворительна.,КЛАВИАТУРА negative,15-25,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD negative
750,1373,"Я заметил, что в Windows есть новая система под названием Windows 7. А как насчет нас, пользователей Vista? ",Windows 7 neutral <sep> Vista neutral <sep> Vista negative,58-67 <sep> 101-106 <sep> 101-106,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7 neutral <sep> Vista neutral <sep> Vista negative <sep> windows neutral
3000,29,"Мне пришлось настроить чувствительность коврика для мыши, потому что он очень чувствительный.",чувствительность коврика для мыши negative,23-56,"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity negative
1363,1885,"Если подключение к Интернету важно, я бы порекомендовал купить нетбук dell за 50 баксов дороже или купить беспроводную USB-карту.",подключение к Интернету neutral,5-28,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity neutral <sep> USB wireless card neutral
2128,2761,Даже легко подключиться к другим беспроводным сетям.,подключиться к другим беспроводным сетям positive,11-51,It's even easy to hook up to other wireless networks.,hook up to other wireless networks positive
1292,2655,Отличный продукт от Apple с новым великолепным дизайном.,дизайн positive,47-53,Great product by Apple with the new great looking design.,design positive
1634,1067,Если вам не нужен Bluetooth 3.,Bluetooth 3 neutral,18-29,Unless you need the Bluetooth 3.,Bluetooth 3 neutral
1334,1531,"Программы отличные, такие как iphoto (люблю возможности редактирования), imail (который можно объединить с адресной книгой на ipod и ipad), imovie и т. Д.",программы positive <sep> iphoto positive <sep> imail positive <sep> imovie positive,0-9 <sep> 30-36 <sep> 73-78 <sep> 140-146,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs positive <sep> iphoto positive <sep> imail positive <sep> imovie positive
428,1844,"после того, как я дал им серийный номер, первое, что мне сказали, было то, что гарантия не действует и я могу заплатить за ремонт.",гарантия neutral,79-87,"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty neutral
1903,486,"Это включало в себя дополнительное программное обеспечение Sony Sonic Stage, динамики и сабвуфер, которые я получил (он стоил своих денег), Bluetooth-мышь для моего компьютера, предположительно с поддержкой Bluetooth, аккумулятор с увеличенным сроком службы и док-порт.",Программное обеспечение Sony Sonic Stage neutral <sep> динамики positive <sep> сабвуфер positive <sep> аккумулятор с увеличенным сроком службы neutral <sep> Док-порт neutral,35-75 <sep> 77-85 <sep> 88-96 <sep> 218-257 <sep> 260-268,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software neutral <sep> speakers positive <sep> subwoofer positive <sep> extended life battery neutral <sep> Docking port neutral <sep> bluetooth mouse neutral <sep> bluetooth enabled negative
2320,1744,"Поставляемое программное обеспечение: программное обеспечение, поставляемое с этим устройством, приветствуется по сравнению с тем, что поставляется с Windows.",Поставляемое программное обеспечение neutral <sep> программное обеспечение positive,0-36 <sep> 13-36,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software neutral <sep> software positive <sep> Windows negative
2094,1775,"13-дюймовый Macbook Pro просто вписывается в мой бюджет, с бесплатной доставкой и без налогов в Калифорнию, это лучшая цена, которую мы можем получить за отличный продукт.",цена positive <sep> бюджет positive,119-123 <sep> 49-55,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping positive <sep> price positive <sep> budget positive
2186,1819,"Он не поставлялся с каким-либо программным обеспечением, установленным за пределами Windows Media, но по цене я был очень доволен состоянием и продуктом в целом.",Windows Media neutral,84-97,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software negative <sep> windows media neutral <sep> price positive
2468,1794,"Мне нравится прочный алюминиевый корпус с механической обработкой, а клавиатура - лучшая из всех ноутбуков, которые я использовал.",клавиатура positive,69-79,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame positive <sep> keyboard positive
890,1085,"ПРИ НАБОРЕ БУКВЫ И ПРОБЕЛЫ ЧАСТО ОПЕШАЮТСЯ, ТРЕБУЕТСЯ ПОВТОРКА МНОГО СЛОВ И ПРЕДЛОЖЕНИЙ от ПОЛЬЗОВАТЕЛЯ.",НАБОР negative,4-9,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING negative
