review_id,sentences_ids,sentences_texts,sentences_opinions
2674,2672,We left after one drink.,drink neutral
1746,3443,service was efficient courteous.,service positive
614,3515,This is a great Thai restaurant with a very friendly staff.,staff positive
288,846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service positive <sep> staff positive <sep> menu neutral <sep> meal neutral
2719,1416,Edible but really a ripoff at those prices given whats in the area.,prices negative
1459,2477,And I say snacking because it really is not set up to be a proper dinner.,dinner negative <sep> snacking neutral
1096,2035,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",Waiters negative <sep> food portions negative <sep> drinks neutral <sep> entree negative
1391,1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate positive
1421,1856,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria positive
2832,2931,"The food is definitely good, but I left a bit disappointed.",food positive
2300,3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess positive <sep> atmosphere positive
1832,2643,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad positive
1222,1874,"The entree was bland and small, dessert was not inspired.",entree negative <sep> dessert negative
1511,811,The place was real empty but that was because this was the first Sunday they ever opened.,place negative
2249,2147,I recommend this place to everyone who asks me where to go for a good meal.,meal positive
1592,3228,"If you love seafood, you would love this place!",seafood positive <sep> place positive
2161,204,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table negative <sep> atomosphere positive <sep> room negative <sep> spot negative
621,3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter neutral
1854,1845,"However, service was as plain as sesame crusted Salmon I had.",service neutral <sep> sesame crusted Salmon neutral
214,2454,I love the atmorphere @ peep!,atmorphere positive
1824,1301,The food was absolutely horrible!,food negative
1473,1240,"Apparently, the good cook works then.",cook positive
232,1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money positive
816,1124,"Our waitress was sweet and accomodating, not overbearing.",waitress positive
833,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers positive <sep> salads positive <sep> steak positive <sep> pasta positive
2363,3491,The food is authentic Italian - delicious!,food positive
2529,2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants positive <sep> cuisine positive <sep> food positive
2507,1480,Joe's Pizza used to have the best slice until this pizzeria opened up.,slice positive
235,2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food positive <sep> wait building negative
1745,2163,Our first time in New York and we had to try a New York Bagel.,New York Bagel neutral
2179,615,The food was pretty tradional but it was hot and good with large portions.,food positive <sep> portions positive
507,1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry neutral <sep> pad thai chicken neutral
84,183,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service conflict
2435,3510,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service negative
550,3189,The location and ambience is Ok but the food is what makes up for it.,location neutral <sep> ambience neutral <sep> food positive
2275,967,"No food snobs allowed, this place is for people who appreciate good food.",food neutral <sep> food positive
2004,2057,I am happy i did the food was awsome.,food positive
2303,2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food negative <sep> quality negative
1523,1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake positive <sep> vegetable juice positive <sep> Guizhou Chicken positive <sep> Shredded Squid Family Style positive <sep> Sichuan Spicy Soft Shell Crab positive <sep> Shuizhu Fish positive <sep> Sichuan food neutral
302,984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes positive
1046,2585,Delivery service is great too.,Delivery service positive
133,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",Food conflict <sep> chef positive <sep> fish dishes positive <sep> soups positive <sep> kitchen positive <sep> cuisine positive
2815,2216,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait negative
526,2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",Italian food positive <sep> service conflict
1437,1840,The location is perfect.,location positive
1607,492,The servers give you some sample slices of your order while you wait (shortly I might add).,servers positive
1712,1972,I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water neutral
710,1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices positive <sep> Plain Cheese slice positive
359,1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree neutral
601,2450,We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers positive <sep> tempura dis positive
433,1973,"The overall price tag was very very expensive, something I did expect.",price tag negative
12,1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks neutral <sep> check neutral
1248,3060,"Worse of all, $60 was erroneously added to our $80 bill.",bill negative
2911,732,"The burger was great, also.",burger positive
128,194,"I have tried to make reservations, but both times, the hostess didn't have my name.",reservations neutral <sep> hostess negative
2339,840,Food was OK - fish was cooked well.,Food neutral <sep> fish positive
2311,1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service negative <sep> food positive <sep> atmosphere positive
9,2391,Nevertheless the food itself is pretty good.,food positive
1502,1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff positive <sep> ambiance positive <sep> owner positive
1321,3239,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden positive <sep> reservation negative
1379,205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff negative <sep> service conflict
1803,509,Service was very good and warm.,Service positive
2905,784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",lazy susans positive <sep> tables positive
250,2377,"The food was just awful, ATROCIOUS actually.",food negative
1510,1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food conflict <sep> ethnic food negative
1514,503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service positive <sep> AC positive
2245,135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price positive <sep> congee neutral <sep> noodles neutral <sep> rice dishes neutral
883,2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt negative
624,2507,The food is great and authentic.,food positive
828,3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food negative
882,2974,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare positive
2711,3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff negative <sep> sushi neutral <sep> check neutral <sep> dinner neutral <sep> bar neutral
2707,2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food conflict <sep> steak dish negative
1234,3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food positive <sep> bhelpuri positive <sep> sevpuri positive <sep> samosa chaats positive <sep> indian appetizers positive <sep> bombay style chaat positive
752,3573,There are other people waiting!,waiting negative
921,1750,Located at the end of a magnificent block.,Located positive
141,3316,The lava cake dessert was incredible and I recommend it.,lava cake dessert positive
2212,2550,Once they ran out of Gnochi and made it for me from scratch!,Gnochi neutral
1799,552,As always we had a great glass of wine while we waited.,glass of wine positive
186,1321,Its an excellent place to relax and the food is one of the best in the city of New York.,place positive <sep> food positive
1478,2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta positive <sep> salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil positive
2511,3663,And they provided a delicious dessert on the house!,dessert positive
2892,334,The food was great and the service was even better.,food positive <sep> service positive
1810,3527,The food is nothing like its menu description.,food negative <sep> menu description negative
1972,1591,I loved everythig about it-especially the shows and actors.,shows positive <sep> actors positive
2665,2539,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar positive <sep> mixed drink special positive
53,2599,The place is so cool and the service is prompt and curtious.,service positive <sep> place positive
844,3178,We thought that this place is using too much of MSG cooking in the foods.,foods negative <sep> MSG cooking negative
381,459,Fresh ingredients and everything is made to order.,ingredients positive
2337,1341,Service was very friendly.,Service positive
1375,3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff positive
727,1827,He takes real pride in his food and his business.,food positive
2936,1921,The food and staff always surprise me with the new heights they are taken to.,food positive <sep> staff positive
1034,1792,The staff ignored my friends and I the entire time we were there.,staff negative
1693,2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service positive <sep> reservation positive
2359,2572,Salads were fantastic.,Salads positive
3038,1735,I can't believe people complain about no cheese sticks?,cheese sticks neutral
1475,1787,The Yellowtail was particularly good as well.,Yellowtail positive
1141,550,"We have been to this place many times, and always have great food, wine, and service.",food positive <sep> wine positive <sep> service positive
2978,3567,We got in line and were served while in line a bannan fritter.,bannan fritter neutral <sep> served neutral
1262,3059,The appetizers are just OK and the main courses were decidedly subpar.,appetizers neutral <sep> main courses negative
1189,3460,"The freshest, best variety, and the fastest delivery.",variety positive <sep> delivery positive
2820,1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees negative <sep> summer rolls positive <sep> owner positive
428,2500,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",menu conflict
1958,2190,Downstairs lounge is always a good attraction,Downstairs lounge positive
2415,1708,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner neutral
2172,98,Ballato's is consistently delicious authentic italian food.,italian food positive
294,1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon positive
1720,2715,"The steak is good, the fish is good and the sushi was surprisingly great.",steak positive <sep> fish positive <sep> sushi positive
195,1198,The fish is fresh but the variety of fish is nothing out of ordinary.,fish positive <sep> variety of fish negative
1653,939,The food was authentic.,food positive
1786,609,Really cool stauff inside.,stauff positive
1771,2067,Decor is nice though service can be spotty.,Decor positive <sep> service negative
1479,2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu negative <sep> portions negative <sep> lentil dish negative <sep> basmati rice dish negative <sep> flavor negative
2910,687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting positive <sep> service positive
2741,2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle neutral <sep> waitress negative <sep> price negative
2264,3524,We always get a sampling of appetizers and share.,appetizers neutral
1931,2965,It's easy to get a table for a large group and you don't get hustled out.,table positive
2758,2321,It's a nice place to relax and have conversation.,place positive
418,791,The waiters were not attentive except that the bill turned up on the table before we were finished.,waiters negative <sep> bill negative
1439,3536,The lunch special is an asbolute steal.,lunch special positive
2470,1156,Jimmy's is hands down the hottest night spot in the Bronx.,spot positive
858,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare positive <sep> chef positive <sep> food positive
2464,1977,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",wait conflict <sep> noise conflict <sep> rush conflict
2833,3017,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine neutral <sep> glass of beer neutral <sep> dinner neutral
2945,1423,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,sichuan cooking positive <sep> chongqing hotpot positive
1341,1418,I noted it was crossed off on the bill.,bill neutral
2008,1968,I went to DF for Valentines Day dinner.,Valentines Day dinner neutral
2221,2577,fine dining restaurant quality.,quality positive
2517,704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai positive <sep> prices positive
2838,2785,The all-Italian staff is warm and engaging from the start.,staff positive
431,3217,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi negative
1569,3483,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling negative <sep> dinner neutral
835,3292,Service is top notch.,Service positive
2296,2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food negative <sep> ambiance positive <sep> decor positive
2908,292,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,table neutral <sep> wait negative
2102,2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service positive <sep> decor positive <sep> food positive <sep> portions positive
476,1749,"There was a small wait, but shorter than I expected.",wait conflict
1043,1037,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food positive
944,1729,Pizza here is consistently good.,Pizza positive
1787,3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",classical furniture positive <sep> menu negative
2312,712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service negative <sep> server negative
1504,2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light positive <sep> food-quality positive <sep> service positive <sep> tables negative
2934,2467,"Great wine, great food.",wine positive <sep> food positive
1069,3599,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza negative <sep> cheese negative
1182,772,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners neutral <sep> reservations negative <sep> tables negative <sep> lobby neutral <sep> waiting negative
817,1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh neutral <sep> table negative
1072,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service neutral <sep> ambiance neutral <sep> food negative <sep> presentaion negative <sep> taste negative <sep> choice negative <sep> quality negative <sep> quantity negative
1180,1904,"I didn't complain, I liked the atmosphere so much.",atmosphere positive
2539,935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice negative <sep> RICE negative
2650,517,"Three page wine menu, one page entree and horedevous.",wine menu positive <sep> entree positive <sep> horedevous positive
498,778,A++   The service was good to excellent along with the attitude.,service positive <sep> attitude positive
692,3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner neutral
2772,665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink neutral <sep> bar neutral <sep> wait time negative
415,1853,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",salmon dish conflict <sep> flavor negative <sep> price neutral
2575,3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken positive <sep> presentation positive
717,874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu positive <sep> roasted tomato soup with chevre positive <sep> steak frites positive <sep> creme brulee positive
2622,278,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food neutral
1563,1595,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal positive
1145,486,The corned beef was tender and melted in my mouth.,corned beef positive
1994,3253,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners positive
1647,1547,It appears to be the owner's first venture and it shows.,owner negative
1706,3225,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna positive <sep> mussel selection positive
1998,1002,"The view is spectacular, and the food is great.",view positive <sep> food positive
1048,1378,I recieved prompt service with a smile.,service positive
2735,2948,There was no ambiance.,ambiance negative
538,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood positive <sep> wine list positive <sep> menu positive
2788,1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices negative <sep> prices negative <sep> food negative <sep> service negative
2678,1676,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere conflict
57,1623,The wine list is excellent.,wine list positive
820,1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu negative <sep> food art positive
2442,195,"If the weather is nice, try to snag an outside table.",table positive
1227,2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",Pad thai conflict <sep> lad nar conflict <sep> dishes conflict <sep> places negative <sep> thai food neutral
1723,2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza positive
2065,657,"Always popular, always full, always a wait.",wait negative
2170,329,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",Service positive <sep> oysters positive <sep> price positive
2496,3089,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits positive
2324,2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app positive <sep> delicate butternut squash ravioli in a delicious truffle sauce positive <sep> buttery and tender langostine entree positive <sep> dessert neutral <sep> Cakebread Cabernet positive
456,2786,Its a great place for a casual date or to entertain clients for lunch.,lunch neutral
1446,558,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees conflict
1602,343,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisin negative
2961,482,A wonderful place!,place positive
3007,810,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,Christmas dinner neutral
2800,2323,Excellent lunch buffet for only $6.95.,lunch buffet positive
185,1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza positive <sep> fresh mozzarella positive <sep> cheese negative
101,3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere positive
609,2170,The staff is no nonsense.,staff positive
2490,185,"Also, specify if you like your food spicy- its rather bland if you don't.",food neutral
1087,466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",bruscetta negative <sep> salads positive <sep> dishes positive <sep> mix of greens positive <sep> iceberg neutral <sep> served positive
379,224,"The food was terrific and the service classy, attentive, without being overbearing.",food positive <sep> service positive
674,3475,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink neutral
27,1407,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats negative
2430,2038,The food was boring and expensive.,food negative
807,2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza negative <sep> truffle oil neutral <sep> wild mushroom(third generation-Fornini) pizza positive
2729,3072,Service was very prompt but slightly rushed.,Service conflict
938,1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",food positive <sep> dishes positive <sep> drinks positive
1921,519,"Great selection of wine, and seafood.",selection of wine positive <sep> seafood positive
