review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
es_puerto-de-santa-maria-zaragoza_comment-3144,id_3,"Крапива была совсем не похожа на мои воспоминания о тех, что были в Кадисе, там было несколько человек, курящих в зоне для некурящих, но хуже всего было то, как с нами обращался метрдотель, это было серьезно, сухо, угрюмая и, казалось, была на два или три шага ниже того места, где она работала, она не хотела привлекать наше внимание, поскольку ее все время видели на кухне, разговаривающей с другим из своих коллег.",крапива negative <sep> метрдотель negative,0-7 <sep> 178-188,"Las ortiguillas no se parecían en nada al recuerdo que yo tenía de las de Cádiz, había un par de personas fumando en zona de no fumadores, pero lo peor de todo fue la manera de atendernos de la “maitre”, era seria, seca, arisca y parecía estar dos o tres escalones por debajo del lugar en el que trabajaba, estaba poco dispuesta a nuestra atención ya que se le veía todo el rato en la cocina hablando con otra de sus compañeras.",ortiguillas negative <sep> había un par de personas fumando en zona de no fumadores negative <sep> maitre negative
es_balmes_rossello_55_DiegoPostigo_2014-01-28,id_1,"Очень хорошая еда, очень хорошо оформленное место и отличный сервис.",еда positive,14-17,"Muy buena la comida, un local muy bien decorado y un excelente servicio.",comida positive <sep> local positive <sep> servicio positive
es_luis-candelas-zaragoza_comment-4668,id_0,"Напишите свой комментарий здесь: Очень хороший ресторан по соотношению цена / качество, непревзойденная чушь, очень внимательный и приятный персонал.",ресторан positive,47-55,"Escriba aquí su comentario:Muy buen restaurante en relación calidad/precio y cantidad, los callos insuperables, personal muy atento y agradable.",restaurante positive <sep> callos positive <sep> personal positive
es_colette-zaragoza_comment-1142,id_9,Необыкновенный вкус и текстура.,вкус positive <sep> текстура positive,15-19 <sep> 22-30,Extraordinario sabor y textura.,sabor positive <sep> textura positive
es_aragonia-palafox-zaragoza_comment-4199,id_8,"Я заказал фуа с тостами, что было более чем правильно, хотя тостов было немного из-за количества фуа.",фуа с тостами neutral,10-23,"Yo pedí foie con tostadas, que la cantidad era más que correcta, si bien había pocas tostadas para la cantidad que era de foie.",foie con tostadas neutral
es_cafe_kafka_58_AlejandroGomez_2011-06-07,id_1,"Отличная еда, непревзойденный продукт и безупречное обслуживание.",Еда positive <sep> продукт positive,9-12 <sep> 30-37,"Comida excelente, producto inmejorable y un servicio correcto.",Comida positive <sep> producto positive <sep> servicio positive
es_cafe-meccano-gastrobar-zaragoza_comment-3407,id_4,"Дешевые напитки и обычное шоу Drag's. В общем, я даю ему хорошие оценки, но больше как коктейль-бар, чем для ужина (ну, может быть, чтобы помолиться или клюнуть), но не ожидайте, что насытитесь. потратить много денег.",коктейль-бар positive,87-99,"Las copas económicas, y el show de las Drag’s regulero.En resumen le doy una buena puntuación pero más como bar de copas, que para cenar, (bueno a lo mejor para recenar, o picotear), pero no esperes llenarte, a nos que te gastes un pastón.Volvere?",copas positive <sep> show de las Drag’s negative <sep> bar de copas positive
es_cullera_de_boix_59_Antonio_2012-07-17,id_0,"Суп с рисом с лобстером был отличным, и это было очень хорошее лечение.",лечение positive,63-70,Estupendo el arroz caldoso con bogavante y muy buen trato.,arroz caldoso con bogavante positive <sep> trato positive
es_aragonia-palafox-zaragoza_comment-4199,id_5,"У моего товарища был луковый суп, который был очень хорош по текстуре и вкусу, но это казалось мелочью, потому что он сразу же съел несколько столовых ложек.",луковый суп positive <sep> луковый суп negative,21-32 <sep> 21-32,"Mi acompañante una sopa de cebolla, que de textura y de sabor estaban muy buenas, pero parecía poca cosa, porque en pocas cucharadas se acaba de comer enseguida.",sopa de cebolla positive <sep> sopa de cebolla negative
es_cullera_de_boix_38_Anonimo_2013-05-31,id_1,"Столы стоят очень близко друг к другу, блюда безвкусные.",столы negative,0-5,Extremadamente juntas las mesas.los platos sin sabor alguno.,mesas negative <sep> platos negative
es_kupela-la-sidreria-zaragoza_comment-3018,id_0,"Лучше всего ветчина вместо сидра, я поставлю хамонерию, в жизни возьму лучше ветчину, приветствие",ветчина positive,12-19,"lo mejor el jamon en lugar de sidreria pondria jamoneria, en mivida tome mejor jamonun saludo",jamon positive
es_l_olive_85_Jordi_2007-01-17,id_1,"Еда неплохая, но дорогая.",еда positive <sep> еда negative,0-3 <sep> 0-3,La comida no está mal pero por lo que dan es caro.,comida positive <sep> comida negative
es_la-scala-zaragoza_comment-1138,id_0,"Здравствуйте, я был в этом ресторане дважды, и он нам очень понравился.",ресторан positive,27-35,"Hola,yo he estado en este restaurante dos veces y nos gusto bastante.",restaurante positive
es_neguri-zaragoza_comment-716,id_3,"На десерт я съел суп из белого шоколада, который очень рекомендую.",суп из белого шоколада positive,17-39,De postre me zampé una sopa de chocolate blanco que recomiento.,sopa de chocolate blanco positive
es_cafe_casa_lletres_9_RicardoSantolariaPerez_2015-01-06,id_4,Некоторые десерты не были оплачены.,десерты negative,10-17,Alguno de los postres no estaba a la altura del dinero pagado.,postres negative
es_barceloneta_149_Rosa_2006-07-22,id_2,Очень дорогие вина.,вина negative,14-18,Los vinos carísimos.,vinos negative
es_barceloneta_128_MariaCantero_2008-04-01,id_0,отличная кухня и отличный сервис,кухня positive,9-14,excelemte cocina y excelente servicio,cocina positive <sep> servicio positive
es_cullera_de_boix_27_Sandra_2013-12-24,id_0,"Обслуживание клиентов некорректное, а еда не по высокой цене.",еда negative,38-41,La atención al cliente no es la correcta y la comida no está a l´altura del precio.,atención negative <sep> comida negative
es_barceloneta_107_Pedro_2009-07-29,id_2,"Оттуда серьезные лица (если не сказать в плохом настроении), отвлеченные официанты ... которые иногда заставляли себя ждать, а иногда бросались убирать со стола.",Официанты negative,73-82,"A partir de ahi, caras serias (por no decir de mal humor), distraidas, de los camareros... que a veces se hacían esperar, y otras veces se abalanzaban para liquidar la mesa.",camareros negative
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,id_0,Здесь очень приятная атмосфера и изысканная еда.,еда positive,44-47,"El local tiene un ambiente muy agradable, y la comida es exquisita.",ambiente positive <sep> comida positive
es_cullera_de_boix_82_Oriol_2011-12-13,id_0,Очень хороший рис и в хорошем количестве.,Рис positive,14-17,Arróz muy bueno y buena cantidad.,Arróz positive
es_cafe_kafka_58_AlejandroGomez_2011-06-07,id_0,"Место, где вы чувствуете себя как дома.",место positive,0-5,Un lugar que te hace sentir como en casa.,lugar positive
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,id_2,Рис меня тоже не удивил.,рис neutral,0-3,El arroz tampoco me sorprendio.,arroz neutral
es_maur_muntaner_21_MarcMarmol_2013-03-28,id_0,"Сервис очень внимательный и приятный, еда в большом количестве и хорошего качества.",еда positive,38-41,"El servicio muy atento y agradable, la comida en gran cantidad y de buena calidad.",servicio positive <sep> comida positive
es_cullera_de_boix_100_BlancIBlau_2010-11-15,id_0,"Вежливое и правильное обслуживание, кухня немного медленная, может быть, было большое занятие.",кухня negative,36-41,"Servicio amable y correcto, algo lento la cocina, tal vez habia una gran ocupación.",Servicio positive <sep> cocina negative
es_l_olive_47_EnricPorxas_2010-09-16,id_1,Хатонада и крокеты - восторг.,крокеты positive,11-18,La xatonada y las croquetas una delicia.,xatonada positive <sep> croquetas positive
es_bodega-de-chema-la-zaragoza_comment-4372,id_3,"Деталь, чтобы можно было взять оставшуюся еду (я пошел с пожилым человеком, который мало ест, и они положили остатки морского окуня в контейнер).",деталь positive,0-6,Un detalle poder llevarse la comida que sobraba (iba con una persona mayor que no come mucho y le han puesto la corvina sobrante en un envase).,detalle positive
es_barceloneta_1_Antonio_2015-09-06,id_2,<> этот ресторан всегда отличный.,ресторан positive,8-16,<+>este restaurante siempre es excelente.,restaurante positive
es_barceloneta_12_AntonioSerranoPueyo_2014-12-15,id_2,"Очень однородный ресторан, который никогда не разочарует.",ресторан positive,17-25,Un restaurante muy homogéneo y que nunca defraudará.,restaurante positive
es_cafe-meccano-gastrobar-zaragoza_comment-4821,id_0,"В прошлую пятницу я был с другом, она порекомендовала это ей, потому что она уже была там, и это казалось другим местом, местом, где можно пообедать, весело провести время, выпить и поужинать, ну, ну, полное разочарование, атмосфера ресторана, который раньше был более инновационным, теперь стал просто еще одним рестораном.",место neutral,113-118,"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.",lugar neutral <sep> sitio positive <sep> ambiente negative
es_balmes_rossello_1_Quim_2015-07-21,id_0,Хорошее внимание и атмосфера.,внимание positive,8-16,Buena atención y ambiente.,atención positive <sep> ambiente positive
es_cullera_de_boix_101_XavierPlanasFont_2010-09-24,id_1,"Сервис ниже вышеуказанного, но набор хороший и очень рекомендуется",но набор хороший и очень рекомендуется positive,28-66,"El servicio esta por debajo de lo anterior, pero el conjunto es bueno y muy recomendable",servicio neutral <sep> pero el conjunto es bueno y muy recomendable positive
es_9reinas_64_Anonimo_2011-05-14,id_0,"Еда очень хорошая, но место очень шумное (особенно на верхнем этаже).",еда positive,0-3,"La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).",comida positive <sep> local neutral
es_asador-la-junquera-zaragoza_comment-4461,id_3,(Антрекот из говядины был восхитительным),антрекот из говядины positive,1-21,(El entrecotte de vaca estaba delicioso),entrecotte de vaca positive
es_maur_muntaner_28_SalvadorMartinezSanin_2012-08-20,id_0,Это идеальное место для компании друзей.,место positive,14-19,Es un lugar ideal para ir con un grupo de amigos.,lugar positive
es_bal-donsera-zaragoza_comment-1413,id_15,"Очень удачно сушеные абрикосы и сорбет.Еще один недостаток в обслуживании заключался в том, что я попробовал сладкое вино, и реакция была неутешительной.",сорбет positive,32-38,Muy logrados los orejones y el sorbete.Otro punto negativo en el servicio fue que intente tomar un vino dulce y la respuesta fue decepcionante.,orejones positive <sep> sorbete positive <sep> servicio negative
es_salamanca_9_Sebastia_2015-01-25,id_0,"Мы заказали фирменное блюдо «pica pica»: подавали холодных, маслянистых и сильно протертых кальмаров, жареные сардины ... сырые.",Pica pica negative,29-38,"Pedimos el pica pica especialidad de la casa: lo sirveiron frio, calamares aceitosos y mal rebozados, sardinitas refritas...immundo.",pica pica negative
es_la-scala-zaragoza_comment-4705,id_3,"Изысканная и вкусная еда, щедрые порции и безупречный сервис.",Еда positive,21-24,"Comida elaborada y sabrosa, cantidades generosas y servicio perfecto.",Comida positive <sep> cantidades positive <sep> servicio positive
es_9reinas_40_RichardHobohm_2013-01-03,id_1,Аргентинская музыка подойдет.,Аргентинская музыка negative,0-19,Estaria bien musica argentina.,musica argentina negative
es_ratatouille-zaragoza_comment-4799,id_1,Эффектные сардины на гриле.,сардины positive,10-17,Las sardinas a la brasa espectaculares.,sardinas positive
es_la-scala-zaragoza_comment-4817,id_3,Разнорабочий разбойник доказывает существование бога-отца.,разнорабочий positive,0-12,El rogout de manitas prueba la existencia de dios padre.,rogout de manitas positive
es_maur_muntaner_5_RafaRiveroDiaz_2015-02-23,id_1,"Обслуживание немного медленное ... но я понимаю, что это был вечер пятницы, и давай, он стал одним из наших любимых ресторанов ... (теперь у нас есть пицца ...)",ресторан positive,116-124,Servicio un poco lento...pero entiendo que era viernes por la noche y Vamos que se ha convertido en uno de nuestros restaurante preferidos....(la proxima unas pizzas...que viendo la de nuestros vecinos de mesa....),Servicio negative <sep> restaurante positive
es_l_olive_23_Sandra_2011-11-23,id_0,отличный ресторан и еда.,ресторан positive <sep> еда positive,9-17 <sep> 20-23,el restaurante y la comida estupenda.,restaurante positive <sep> comida positive
es_la-scala-zaragoza_comment-2259,id_7,"Я, безусловно, рекомендую этот сайт.",сайт positive,31-35,Sin duda es un sitio que recomiendo.,sitio positive
es_maur_muntaner_9_OctavioRosesBruix_2014-03-16,id_2,Детям вкусные крокеты и качественные гамбургеры.,крокеты positive <sep> бургеры positive,14-21 <sep> 40-47,Para niños croquetas buenísimas y hamburguesas de buena calidad.,croquetas positive <sep> hamburguesas positive
es_bal-donsera-zaragoza_comment-3493,id_6,"- Хорошее карпаччо: было бы неплохо, я не спорю, но на вкус не было ничего, совершенно безвкусное, в нем также была свекла, такая же безвкусная, и мороженое, сделанное, кажется, я помню манго, что у него был какой-то аромат.",свекла negative,116-122,"- Carpaccio de bonito: Seria bonito, no lo discuto, pero no me supo a nada, totalmente insipido, tambien tenia remolacha, igual de insipida, y un helado de, creo recordar que de mango, que si tenia algun sabor.",Carpaccio de bonito negative <sep> remolacha negative
es_salamanca_28_JuanCarlosEnguixPeiro_2014-05-10,id_3,"Отличная рыба, морепродукты и мясо, но цены конечно высокие.",Рыба positive <sep> морепродукты positive <sep> мясо positive,9-13 <sep> 15-27 <sep> 30-34,"Pescados mariscos y carnes excelentes pero, claro, de precios elevados.",Pescados positive <sep> mariscos positive <sep> carnes positive
es_l_olive_72_Lolive_2008-07-08,id_0,Они повторили это в нескольких мнениях: шум невыносимый !!,шум negative,40-43,Lo han repetido en varias opiniones: el ruido es insufrible!!,ruido negative
es_real-el-zaragoza_comment-4330,id_2,Это был хороший опыт.,опыт positive,16-20,Fué una agradable experiencia.,experiencia positive
es_barceloneta_107_Pedro_2009-07-29,id_6,"Неплохая еда, хотя по цене она была не на высоте.",еда positive <sep> еда negative,9-12 <sep> 9-12,"La comida decente, aunque en relación al precio no estaba a la altura.",comida positive <sep> comida negative
es_balmes_rossello_11_JeniferEspinosa_2015-02-23,id_2,Соус тоже был очень хорош.,соус positive,0-4,La salsa estaba muy buena también.,salsa positive
es_l_olive_0_AntonioSerranoPueyo_2015-06-01,id_7,Риоха (божественный и из «отличного» урожая).,Риоха positive,0-5,"Rioja (divino y de una cosecha ""excelente"").",Rioja positive
es_doble-uno-zaragoza_comment-4729,id_2,"Некоторые блюда не имели ожидаемого качества (например, тушеный осьминог), и мы не могли попробовать тунец, потому что он у них закончился.",тушеный осьминог negative,56-72,"Algunos de los platos, no tenían la calidad que esperamos (como el pulpo braseado) y no pudimos probar el atún porque se les había terminado..",pulpo braseado negative <sep> platos negative
es_9reinas_14_AngelEspanolPuig_2014-06-26,id_2,"Мясо хорошее, но как и многие другие.",мясо neutral,0-4,"Las carnes bien, pero como muchas otras.",carnes neutral
es_puerto-de-santa-maria-zaragoza_comment-4350,id_0,"15.03.14 я пошел ужинать с семьей в ресторан, который, как мне казалось, все еще оставался хорошим.",ресторан negative,36-44,El 15/03/14 fui a cenar con la familia a lo que creia seguia siendo un buen restaurante.,restaurante negative
es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13,id_2,"Они предложили нам свежие яйца от своих кур, и они были восхитительны.",яйца positive,26-30,Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.,huevos positive
es_mas-torres-zaragoza_comment-3973,id_0,"Это правильный сайт, не более того.",сайт neutral,15-19,"Es un sitio correcto, sin mas.",sitio neutral
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,id_4,Непревзойденная кухня.,Кухня positive,16-21,Cocina inmejorable.,Cocina positive
es_neguri-zaragoza_comment-716,id_2,Мясо очень хорошо приготовлено.,мясо positive,0-4,Las carnes muy bien preparadas.,carnes positive
es_bodega-de-chema-la-zaragoza_comment-4255,id_0,"Ужин очень понравился, и меню, и презентация, и обслуживание.",меню positive,25-29,"La cena nos ha gustado mucho, tanto el menú como la presentación y el servicio.",menú positive <sep> servicio positive
es_maur_muntaner_1_MarisolMosqueraMosquera_2015-03-23,id_0,"Вкусная еда, хорошая атмосфера, хорошая цена!",еда positive <sep> цена positive,8-11 <sep> 40-44,"Deliciosa comida, buen ambiente, precio correcto!",comida positive <sep> ambiente positive <sep> precio positive
es_barceloneta_17_JoanLluisOlmoLorenzo_2014-06-29,id_1,"Вся еда очень хорошая, и обслуживание на том же уровне.",еда positive,4-7,Toda la comida muy buena y un servicio al mismo nivel.,comida positive <sep> servicio positive
es_maur_muntaner_20_FranciscoCarlosAgathonBonilla_2013-03-30,id_2,Очень редкая баранина.,баранина negative,13-21,Cordero muy escaso.,Cordero negative
es_gamberro-zaragoza_comment-4856,id_1,Отличная еда и отличное обслуживание.,еда positive,9-12,La comida estupenda y el trato magnífico.,comida positive <sep> trato positive
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,id_1,"Великолепные блюда из риса, очень хорошие.",рис positive,22-25,"Los arroces espectaculares, muy bien.",arroces positive
es_balmes_rossello_71_ElisabethSolfMoran_2013-04-10,id_0,"Внимательные официанты, обильная и вкусная еда.",Официанты positive <sep> еда positive,13-22 <sep> 43-46,"Camareros atentos, comida abundante y buenisima.",Camareros positive <sep> comida positive
es_la-despensa_comment-1887,id_3,"Мы комментировали это, пока смотрели меню, и официант, должно быть, услышал нас и взял у нас меню на глазах.",официант negative,45-53,lo estabamos comentando mientras mirabamos la carta y el camarero nos debió oir y nos quitó la carta delante de nuestras narices.,camarero negative
es_barceloneta_47_Fast_65_2012-12-07,id_4,"Неприятные десерты, все то же десертное меню последних 15 лет.",Десерты negative <sep> десертное меню negative,11-18 <sep> 30-44,"Postres nada atractivos, la misma carta de postres de los últimos 15 años.",Postres negative <sep> carta de postres negative
es_bal-donsera-zaragoza_comment-986,id_2,"Сначала у нас было ризотто с трюфелями и грибами, суперсвежий медальон из фуа на гриле и немного огуречника с паутинным крабом, оба были очень хороши и приготовлены al dente. Во-вторых, хек на гриле с жульеном каракатицы и филе ягненка с шафраном, хек был недоварен на внутренняя часть, но острая, и филе недоварено и с очень небольшим количеством соуса; и я десерт на десерт выбор шоколадных конфет с пониженным содержанием апельсинового сока и безе с мороженым из белого шоколада и клубникой; все очень хорошо, два кофе и бутылка воды за 123 евро.",ризотто с трюфелями и грибами positive <sep> свежий медальон из фуа на гриле и немного огуречника с паутинным крабом positive <sep> безе с мороженым из белого шоколада и клубникой negative,19-48 <sep> 55-126 <sep> 446-493,"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros.",risoto de hongos trufa positive <sep> medallon de foie fresco pasado por la plancha y unas borrajas con centollo positive <sep> merluza a la plancha con juliana de sepia negative <sep> solomillo de ternasco al azafran negative <sep> seleccion de chocolates en texturas con zumo de naranja reducido negative <sep> merenge con helado de chocolate blanco y fresas negative
es_l_olive_12_MaiteRafolsSole_2013-12-27,id_2,"Жирные крокеты, мягкий маринованный лосось и несколько прозрачных ломтиков, артишоки с твердыми и мягкими моллюсками из питомника при цене блюда 28 евро, отзыв о карпаччо из морского черта.",Крокеты negative <sep> маринованный лосось negative <sep> карпаччо из морского черта negative,7-14 <sep> 23-42 <sep> 162-188,"Croquetas oleosas, salmón marinado insulso y escaso láminas transparentes, alcachofas con almejas duras  y sosas de vivero cuando el precio del plato fue de 28€, el carpaccio de rape  testimonial.",Croquetas negative <sep> salmón marinado negative <sep> alcachofas con almejas negative <sep> carpaccio de rape negative
es_l_olive_5_AntonioSerranoPueyo_2014-08-25,id_4,Десерты для сладкоежек с одним из лучших «каталонских кремов» и антологией «тирамису».,десерты positive <sep> Тирамису positive,0-7 <sep> 76-84,"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",postres positive <sep> cremas catalanas positive <sep> tiramisú positive
es_bodega-de-chema-la-zaragoza_comment-4372,id_1,"Я был рад, что смог попробовать три закуски и выбрать второй.",закуски positive <sep> второй positive,36-43 <sep> 54-60,Me ha encantado poder degustar tres entrantes y elegir un segundo.,entrantes positive <sep> segundo positive
es_maur_muntaner_9_OctavioRosesBruix_2014-03-16,id_0,Я питаю любовь к этому ресторану.,ресторан positive,23-31,Tengo cariño fundado por este restaurante.,restaurante positive
